EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;367;971887215;2000-907.tsp;32402907
2;397;1288917194;2000-937.tsp;32616220
3;154;384938457;2000-4.tsp;32499599
4;371;1938797524;2000-911.tsp;32042397
5;146;1168190699;2000-339.tsp;32383294
6;136;363784859;2000-33.tsp;32358149
7;292;447208324;2000-714.tsp;33012006
8;314;1557984218;2000-736.tsp;32470639
9;362;563220973;2000-902.tsp;32344200
10;383;918670712;2000-923.tsp;32328414
11;272;797064569;2000-635.tsp;32118956
12;316;1317376786;2000-738.tsp;32431852
13;156;2076576040;2000-401.tsp;32716876
14;295;1516226175;2000-717.tsp;32368029
15;22;406939246;2000-119.tsp;32448318
16;160;297772659;2000-405.tsp;32096828
17;18;954718822;2000-115.tsp;32231615
18;304;1668165073;2000-726.tsp;32496137
