EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;30;1835223131;--competition 3 --problem 29 --dimensions 30;2.7901875507105
2;23;1339924556;--competition 3 --problem 22 --dimensions 30;10.584116561434
3;29;1308325789;--competition 3 --problem 28 --dimensions 30;97.290328235139
4;49;2080511559;--competition 3 --problem 48 --dimensions 30;534.367133830453
5;38;179023337;--competition 3 --problem 37 --dimensions 30;49993.4460265801
6;3;1998069042;--competition 3 --problem 2 --dimensions 30;466829.094081022
7;43;1980606656;--competition 3 --problem 42 --dimensions 30;196.479705530363
8;31;1175490731;--competition 3 --problem 30 --dimensions 30;12.1225871898022
9;42;1106419887;--competition 3 --problem 41 --dimensions 30;180.350057545316
10;8;213032692;--competition 3 --problem 7 --dimensions 30;2.25264945282164
11;20;345636189;--competition 3 --problem 19 --dimensions 30;38.8262439792608
12;6;2119937120;--competition 3 --problem 5 --dimensions 30;0.3845179246014
13;35;1734410345;--competition 3 --problem 34 --dimensions 30;6806.64081196766
14;34;275569107;--competition 3 --problem 33 --dimensions 30;8.79681232598253
15;24;1830594135;--competition 3 --problem 23 --dimensions 30;0.137444192250541
16;46;506678627;--competition 3 --problem 45 --dimensions 30;810.848198199733
17;39;1497145436;--competition 3 --problem 38 --dimensions 30;3.11399343705823
18;27;431878265;--competition 3 --problem 26 --dimensions 30;4.48324444001056
19;12;258674186;--competition 3 --problem 11 --dimensions 30;46.4635802489204
