CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;88;3;1;NA;NA;0.09;1.84;0.16
2;FALSE;188;0;0;NA;NA;1.34;0.59;0.61
3;FALSE;138;5;2;NA;8;1.96;2.47;0.83
4;FALSE;38;2;1;NA;NA;0.71;1.22;0.38
5;FALSE;113;2;1;NA;NA;1.65;0.91;0.27
6;FALSE;63;1;2;NA;NA;1.03;0.28;0.5
7;FALSE;163;4;0;NA;NA;2.28;1.53;0.05
8;FALSE;175;2;2;NA;NA;2.12;0.75;0.33
9;FALSE;76;6;0;6;NA;0.87;2;0.78
10;FALSE;125;4;0;NA;NA;1.5;1.37;0.1
11;FALSE;26;0;1;NA;NA;0.25;0.12;0.55
12;FALSE;100;3;0;NA;NA;0.56;1.06;0.44
13;FALSE;150;1;1;NA;NA;2.43;0.44;0.67
14;FALSE;51;5;2;NA;6;1.18;1.69;0.22
15;FALSE;156;1;1;NA;NA;0.32;1.92;0.47
16;FALSE;57;4;0;NA;NA;1.57;0.67;0.02
17;FALSE;107;6;1;17;NA;0.95;0.05;0.69
18;FALSE;7;2;2;NA;NA;2.2;1.3;0.24
19;FALSE;181;3;2;NA;NA;0.64;0.98;0.13
20;TRUE;82;0;0;NA;NA;1.89;2.23;0.58
21;FALSE;132;1;0;NA;NA;0.01;1.61;0.36
22;FALSE;32;5;1;NA;8;1.26;0.36;0.81
23;TRUE;45;1;0;NA;NA;1.73;2.39;0.64
24;FALSE;144;4;1;NA;NA;0.48;1.14;0.19
25;FALSE;194;3;1;NA;NA;1.1;1.76;0.41
26;FALSE;69;2;2;NA;NA;1.42;1.45;0.3
27;FALSE;169;5;0;NA;7;0.17;0.2;0.75
28;FALSE;119;0;2;NA;NA;0.79;2.08;0.52
29;FALSE;20;4;1;NA;NA;2.04;0.83;0.07
30;FALSE;97;4;1;NA;NA;0.28;2.43;0.31
31;FALSE;197;1;2;NA;NA;1.53;1.18;0.76
32;FALSE;147;6;0;7;NA;2.16;1.8;0.54
33;FALSE;48;3;2;NA;NA;0.91;0.55;0.09
34;FALSE;122;2;0;NA;NA;1.85;0.24;0.2
35;FALSE;23;5;2;NA;5;0.6;1.49;0.65
36;FALSE;172;3;1;NA;NA;2.47;2.12;0.43
37;FALSE;72;0;0;NA;NA;1.22;0.87;0.88
38;FALSE;60;6;1;4;NA;0.75;1.33;0.59
39;FALSE;160;2;0;NA;NA;2;0.08;0.14
40;FALSE;110;4;2;NA;NA;1.38;1.96;0.37
41;FALSE;10;0;1;NA;NA;0.13;0.71;0.82
42;FALSE;85;1;2;NA;NA;0.44;0.4;0.03
43;FALSE;184;5;1;NA;3;1.69;1.65;0.48
44;FALSE;135;0;2;NA;NA;2.32;1.02;0.71
45;FALSE;35;3;0;NA;NA;1.07;2.27;0.26
46;FALSE;141;3;2;NA;NA;0.21;2.19;0.06
47;FALSE;41;6;0;8;NA;1.46;0.94;0.51
48;FALSE;91;1;1;NA;NA;2.08;1.57;0.74
49;FALSE;191;5;0;NA;5;0.83;0.32;0.29
50;FALSE;116;5;1;NA;2;1.14;0.63;0.62
51;FALSE;17;2;0;NA;NA;2.39;1.88;0.17
52;FALSE;66;4;2;NA;NA;1.77;0.01;0.4
53;FALSE;166;0;1;NA;NA;0.52;1.26;0.85
54;FALSE;104;1;0;NA;NA;0.68;1.41;0.79
55;FALSE;4;4;2;NA;NA;1.93;0.16;0.34
56;FALSE;54;2;1;NA;NA;1.3;2.04;0.12
57;FALSE;79;5;0;NA;5;2.24;1.1;0.45
58;FALSE;178;2;1;NA;NA;0.99;2.35;0
59;FALSE;128;3;1;NA;NA;0.36;0.48;0.23
60;FALSE;29;0;2;NA;NA;1.61;1.73;0.68
61;FALSE;149;4;2;NA;NA;1.71;0.18;0.62
62;FALSE;49;0;1;NA;NA;0.46;1.43;0.17
63;FALSE;99;5;2;NA;8;1.09;0.81;0.39
64;FALSE;198;2;0;NA;NA;2.34;2.06;0.84
65;FALSE;174;6;1;4;NA;1.4;1.12;0.28
66;FALSE;74;3;2;NA;NA;0.15;2.37;0.73
67;FALSE;124;1;1;NA;NA;2.02;1.75;0.05
68;FALSE;24;5;0;NA;9;0.77;0.5;0.5
69;FALSE;161;0;2;NA;NA;1.87;1.59;0.11
70;FALSE;62;3;0;NA;NA;0.62;0.34;0.56
71;FALSE;12;1;1;NA;NA;1.24;2.21;0.78
72;FALSE;111;5;0;NA;10;2.49;0.96;0.33
73;FALSE;186;4;2;NA;NA;2.18;0.03;0.67
74;FALSE;86;1;0;NA;NA;0.93;1.28;0.22
75;FALSE;136;2;1;NA;NA;1.55;1.9;0.9
76;FALSE;43;4;1;NA;NA;2.26;1.98;0.59
77;FALSE;142;0;0;NA;NA;1.01;0.73;0.14
78;FALSE;93;2;0;NA;NA;1.63;0.1;0.81
79;FALSE;18;1;2;NA;NA;1.32;1.04;0.03
80;FALSE;118;5;1;NA;8;0.07;2.29;0.48
81;FALSE;167;3;2;NA;NA;0.69;0.42;0.7
82;FALSE;68;6;0;12;NA;1.94;1.67;0.25
83;FALSE;6;5;1;NA;7;1.79;1.82;0.31
84;FALSE;105;2;2;NA;NA;0.54;0.57;0.76
85;FALSE;155;3;0;NA;NA;1.16;2.45;0.53
86;FALSE;55;0;1;NA;NA;2.41;1.2;0.08
87;FALSE;180;1;0;NA;NA;0.23;0.89;0.19
88;TRUE;80;4;2;NA;NA;1.48;2.14;0.64
89;FALSE;130;6;1;9;NA;0.85;1.51;0.42
90;FALSE;31;3;0;NA;NA;2.1;0.26;0.87
91;FALSE;158;5;1;NA;6;1.51;0.53;0.21
92;FALSE;59;2;0;NA;NA;0.26;1.78;0.66
93;FALSE;9;3;2;NA;NA;0.89;1.16;0.88
94;TRUE;108;0;0;NA;NA;2.14;2.41;0.43
95;FALSE;34;1;2;NA;NA;0.58;2.1;0.32
96;FALSE;133;4;0;NA;NA;1.83;0.85;0.77
97;FALSE;83;6;1;12;NA;1.2;0.22;0.1
98;FALSE;183;2;2;NA;NA;2.45;1.47;0.55
99;FALSE;195;4;1;NA;NA;1.98;0.69;0.71
100;FALSE;96;0;2;NA;NA;0.73;1.94;0.26
101;FALSE;146;2;1;NA;NA;1.36;1.32;0.49
102;FALSE;46;5;0;NA;3;0.11;0.07;0.04
103;FALSE;71;5;1;NA;4;0.42;1;0.83
104;FALSE;170;1;0;NA;NA;1.67;2.25;0.38
105;FALSE;21;3;0;NA;NA;1.05;1.63;0.6
106;FALSE;27;4;1;NA;NA;2.37;1.39;0.74
107;FALSE;127;0;2;NA;NA;1.12;0.14;0.29
108;FALSE;77;2;1;NA;NA;1.75;0.77;0.52
109;FALSE;177;6;0;20;NA;0.5;2.02;0.07
110;FALSE;3;0;0;NA;NA;1.44;0.46;0.41
111;FALSE;102;3;2;NA;NA;0.19;1.71;0.86
112;FALSE;52;5;2;NA;2;2.06;2.33;0.18
113;FALSE;152;1;1;NA;NA;0.81;1.08;0.63
114;FALSE;114;3;0;NA;NA;0.34;1.24;0.57
115;FALSE;65;1;1;NA;NA;2.22;0.61;0.35
116;FALSE;164;4;2;NA;NA;0.97;1.86;0.8
117;FALSE;189;0;1;NA;NA;0.03;0.3;0.24
118;TRUE;90;4;0;NA;NA;1.28;1.55;0.69
119;FALSE;139;5;0;NA;4;0.66;2.17;0.01
