EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;51;59919652;2000-19.tsp;NA
2;87;1701359483;2000-231.tsp;NA
3;59;1762180945;2000-206.tsp;NA
4;285;1311342246;2000-707.tsp;NA
5;294;1692874314;2000-716.tsp;NA
6;131;1603129624;2000-325.tsp;NA
7;171;538189453;2000-416.tsp;NA
8;95;1757787133;2000-239.tsp;NA
9;42;375183849;2000-137.tsp;NA
10;200;875817634;2000-504.tsp;NA
11;276;1955173439;2000-639.tsp;NA
12;326;1730842684;2000-807.tsp;NA
13;58;1534166662;2000-205.tsp;NA
14;355;29614383;2000-836.tsp;NA
15;354;1557462505;2000-835.tsp;NA
16;376;1866493984;2000-916.tsp;NA
17;192;145665765;2000-437.tsp;NA
18;344;922861313;2000-825.tsp;NA
19;48;553181878;2000-16.tsp;NA
20;310;1623971860;2000-732.tsp;NA
