CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;137;0;1;NA;NA;0.5;0.82;0.42
2;FALSE;37;4;2;NA;NA;1.75;2.07;0.87
3;FALSE;186;5;1;NA;7;1.12;1.45;0.19
4;FALSE;87;2;0;NA;NA;2.37;0.2;0.64
5;FALSE;62;6;1;5;NA;1.43;1.76;0.08
6;FALSE;162;3;2;NA;NA;0.18;0.51;0.53
7;FALSE;112;5;0;NA;9;0.81;2.38;0.75
8;FALSE;12;1;2;NA;NA;2.06;1.13;0.3
9;FALSE;74;0;2;NA;NA;1.59;0.98;0.25
10;FALSE;174;3;1;NA;NA;0.34;2.23;0.7
11;FALSE;124;2;1;NA;NA;0.96;0.35;0.47
12;FALSE;25;5;0;NA;10;2.21;1.6;0.02
13;FALSE;199;1;0;NA;NA;0.65;0.67;0.36
14;TRUE;99;4;1;NA;NA;1.9;1.92;0.81
15;FALSE;50;2;0;NA;NA;1.28;0.04;0.58
16;FALSE;180;2;1;NA;NA;1.82;1.99;0.67
17;FALSE;81;5;2;NA;9;0.57;0.74;0.22
18;FALSE;31;0;0;NA;NA;1.2;1.37;0.44
19;FALSE;130;4;2;NA;NA;2.45;0.12;0.89
20;FALSE;155;6;0;11;NA;2.14;1.06;0.11
21;FALSE;56;3;1;NA;NA;0.89;2.31;0.56
22;FALSE;6;4;0;NA;NA;0.26;0.43;0.78
23;FALSE;106;1;2;NA;NA;1.51;1.68;0.33
24;FALSE;118;5;0;NA;6;1.67;1.21;0.05
25;FALSE;19;1;2;NA;NA;0.42;2.46;0.5
26;FALSE;68;3;0;NA;NA;1.04;0.59;0.72
27;FALSE;168;0;1;NA;NA;2.29;1.84;0.27
28;FALSE;93;0;1;NA;NA;0.11;1.52;0.39
29;FALSE;193;4;2;NA;NA;1.36;0.27;0.84
30;FALSE;43;6;1;9;NA;0.73;0.9;0.16
31;FALSE;143;2;0;NA;NA;1.98;2.15;0.61
32;FALSE;3;3;0;NA;NA;0.61;1.8;0.88
33;FALSE;102;6;1;18;NA;1.86;0.55;0.43
34;FALSE;152;1;0;NA;NA;2.49;2.42;0.2
35;FALSE;53;5;2;NA;3;1.24;1.17;0.65
36;FALSE;127;2;2;NA;NA;2.18;1.49;0.77
37;FALSE;28;6;1;12;NA;0.93;0.24;0.32
38;FALSE;78;0;2;NA;NA;0.3;2.11;0.09
39;FALSE;177;4;0;NA;NA;1.55;0.86;0.54
40;FALSE;165;5;2;NA;3;2.02;0.39;0.37
41;FALSE;65;2;1;NA;NA;0.77;1.64;0.82
42;FALSE;15;3;1;NA;NA;0.14;1.02;0.6
43;FALSE;115;0;0;NA;NA;1.39;2.27;0.15
44;FALSE;190;3;2;NA;NA;1.71;1.33;0.71
45;FALSE;90;6;0;19;NA;0.46;0.08;0.26
46;TRUE;40;1;2;NA;NA;1.08;1.95;0.04
47;FALSE;140;4;1;NA;NA;2.33;0.7;0.49
48;FALSE;22;0;1;NA;NA;1.94;0.47;0.12
49;FALSE;121;3;2;NA;NA;0.69;1.72;0.57
50;FALSE;171;1;0;NA;NA;0.07;1.1;0.79
51;FALSE;71;5;2;NA;5;1.32;2.35;0.34
52;FALSE;146;1;1;NA;NA;0.38;0.16;0.01
53;FALSE;47;4;0;NA;NA;1.63;1.41;0.46
54;FALSE;96;2;2;NA;NA;2.25;0.78;0.68
55;FALSE;196;6;1;13;NA;1;2.03;0.23
56;FALSE;134;5;0;NA;3;0.22;1.88;0.29
57;FALSE;34;2;1;NA;NA;1.47;0.63;0.74
58;FALSE;183;0;2;NA;NA;0.85;0;0.06
59;TRUE;84;4;0;NA;NA;2.1;1.25;0.51
60;FALSE;158;5;1;NA;5;0.53;1.56;0.63
61;FALSE;59;1;0;NA;NA;1.78;0.31;0.18
62;FALSE;109;3;1;NA;NA;1.16;0.94;0.85
63;TRUE;11;2;1;NA;NA;1.57;2.17;0.34
64;FALSE;160;0;0;NA;NA;0.94;1.54;0.56
65;FALSE;60;4;2;NA;NA;2.19;0.29;0.11
66;FALSE;36;6;0;6;NA;1.88;1.23;0.68
67;FALSE;135;3;1;NA;NA;0.63;2.48;0.23
68;FALSE;85;1;2;NA;NA;1.26;1.86;0.45
69;FALSE;185;5;0;NA;2;0.01;0.61;0
70;TRUE;48;0;1;NA;NA;2.35;1.7;0.51
71;FALSE;148;3;0;NA;NA;1.1;0.45;0.06
72;FALSE;98;5;1;NA;4;1.73;1.08;0.73
73;FALSE;197;2;2;NA;NA;0.48;2.33;0.28
74;FALSE;73;2;0;NA;NA;2.04;2.01;0.39
75;FALSE;123;1;1;NA;NA;0.16;1.39;0.62
76;FALSE;23;4;2;NA;NA;1.41;0.14;0.17
77;FALSE;166;2;0;NA;NA;1.49;0.22;0.42
78;FALSE;17;1;0;NA;NA;0.87;0.84;0.65
79;FALSE;116;4;1;NA;NA;2.12;2.09;0.2
80;FALSE;191;5;0;NA;4;2.43;1.78;0.76
81;FALSE;92;1;2;NA;NA;1.18;0.53;0.31
82;FALSE;141;0;2;NA;NA;1.8;1.15;0.53
83;FALSE;42;3;1;NA;NA;0.55;2.4;0.08
84;FALSE;54;0;0;NA;NA;0.4;0.69;0.59
85;FALSE;154;4;2;NA;NA;1.65;1.94;0.14
86;FALSE;5;5;1;NA;2;1.02;1.31;0.82
87;FALSE;104;2;0;NA;NA;2.27;0.06;0.37
88;FALSE;179;1;1;NA;NA;1.96;1;0.48
89;FALSE;79;4;0;NA;NA;0.71;2.25;0.03
90;FALSE;129;6;1;10;NA;1.34;1.62;0.7
91;FALSE;29;3;2;NA;NA;0.09;0.37;0.25
92;FALSE;151;1;0;NA;NA;0.83;1.82;0.18
93;FALSE;51;5;2;NA;7;2.08;0.57;0.63
94;FALSE;200;3;1;NA;NA;0.2;1.19;0.41
95;FALSE;101;0;0;NA;NA;1.45;2.44;0.86
96;FALSE;126;6;0;14;NA;0.52;0.26;0.52
97;FALSE;26;2;1;NA;NA;1.77;1.51;0.07
98;FALSE;176;0;2;NA;NA;1.14;2.13;0.75
99;FALSE;76;4;1;NA;NA;2.39;0.88;0.3
100;FALSE;88;6;1;13;NA;1.61;0.41;0.58
101;FALSE;188;3;0;NA;NA;0.36;1.66;0.13
102;FALSE;39;1;1;NA;NA;2.23;2.29;0.8
103;FALSE;138;4;2;NA;NA;0.98;1.04;0.35
104;FALSE;163;5;1;NA;10;0.67;0.1;0.46
105;FALSE;64;2;2;NA;NA;1.92;1.35;0.01
106;FALSE;113;0;2;NA;NA;0.05;1.97;0.69
107;FALSE;14;3;0;NA;NA;1.3;0.72;0.24
108;FALSE;107;4;1;NA;NA;2;1.43;0.27
109;FALSE;8;0;2;NA;NA;0.75;0.18;0.72
110;FALSE;57;5;0;NA;6;0.12;2.05;0.49
111;FALSE;157;2;1;NA;NA;1.37;0.8;0.04
112;FALSE;82;3;1;NA;NA;1.06;1.11;0.15
113;FALSE;132;1;0;NA;NA;1.69;0.49;0.83
114;FALSE;33;5;2;NA;10;0.44;1.74;0.38
115;FALSE;45;1;0;NA;NA;0.28;0.96;0.21
116;FALSE;144;5;2;NA;9;1.53;2.21;0.66
117;FALSE;95;3;2;NA;NA;0.91;1.58;0.44
118;FALSE;194;0;1;NA;NA;2.16;0.33;0.89
119;FALSE;120;2;2;NA;NA;2.47;0.65;0.1
120;FALSE;20;6;0;18;NA;1.22;1.9;0.55
121;FALSE;169;4;0;NA;NA;1.84;1.27;0.32
122;FALSE;70;1;1;NA;NA;0.59;0.02;0.77
123;FALSE;117;1;1;NA;NA;0.8;1.55;0.12
124;FALSE;18;5;0;NA;7;2.05;0.3;0.57
125;FALSE;67;3;2;NA;NA;1.42;2.18;0.8
126;FALSE;167;6;0;15;NA;0.17;0.93;0.35
127;FALSE;192;2;0;NA;NA;1.11;2.49;0.69
128;FALSE;92;6;1;4;NA;2.36;1.24;0.24
129;FALSE;142;4;2;NA;NA;0.49;0.62;0.46
130;FALSE;43;0;1;NA;NA;1.74;1.87;0.01
131;FALSE;155;0;2;NA;NA;0.33;1.4;0.18
132;FALSE;55;3;0;NA;NA;1.58;0.15;0.63
133;FALSE;105;5;0;NA;8;0.95;0.77;0.4
134;FALSE;38;3;0;NA;NA;1.96;1.45;0.42
135;FALSE;54;4;1;NA;NA;1.17;1.4;0.25
136;FALSE;73;4;1;NA;NA;2.31;2.01;0.8
137;FALSE;41;0;1;NA;NA;2.24;1.56;0.51
138;FALSE;58;2;1;NA;NA;0.42;1.99;0.2
139;FALSE;23;6;1;11;NA;2.12;2.33;0.1
140;FALSE;46;0;0;NA;NA;2.27;1.48;0.59
141;FALSE;134;3;0;NA;NA;1.16;1.09;0.23
142;FALSE;122;6;0;12;NA;2.28;0.65;0.64
143;FALSE;24;6;0;17;NA;1.89;1.79;0.77
144;FALSE;37;4;1;NA;NA;1.88;0.74;0.48
145;FALSE;88;3;1;NA;NA;1.51;2.26;0.56
146;FALSE;86;4;0;NA;NA;1.85;2.36;0.42
147;FALSE;61;6;1;7;NA;2.15;1.3;0.84
148;FALSE;30;1;2;NA;NA;2.21;1.77;0.46
149;FALSE;90;6;1;9;NA;2.49;1.83;0.22
150;FALSE;58;1;2;NA;NA;0.04;1.48;0.3
151;FALSE;86;0;2;NA;NA;0.79;1.64;0.01
152;FALSE;22;3;2;NA;NA;0.91;1.84;0.33
153;FALSE;2;5;2;NA;8;1.97;1.81;0.06
154;FALSE;51;5;1;NA;9;1.35;0.6;0.06
155;FALSE;102;4;1;NA;NA;1.77;1.69;0.2
156;FALSE;46;2;1;NA;NA;0.16;1.37;0.22
157;FALSE;36;0;1;NA;NA;1.2;2.07;0.52
158;FALSE;71;6;1;10;NA;0.96;2;0.44
159;FALSE;9;5;1;NA;7;1.56;1.36;0.12
160;FALSE;98;2;1;NA;NA;2.36;1.46;0.36
161;FALSE;24;2;0;NA;NA;2.19;2.05;0.28
162;FALSE;33;1;1;NA;NA;1.54;1.89;0.14
163;FALSE;30;6;1;4;NA;1.11;1.5;0.08
164;FALSE;66;1;1;NA;NA;0.64;2.17;0.89
165;FALSE;93;5;1;NA;9;2.17;2.14;0.17
166;FALSE;7;5;2;NA;5;1.07;1.78;0.5
167;FALSE;45;2;1;NA;NA;1.52;1.33;0.5
168;FALSE;17;1;0;NA;NA;1.55;1.37;0.03
169;FALSE;85;4;2;NA;NA;1.49;1.33;0.38
