CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;eas;3;4.57;5.38;0.78;83;NA;NA;116;8;1
2;FALSE;FALSE;as;1;2.07;0.38;0.29;35;NA;NA;NA;31;0
3;FALSE;FALSE;mmas;2;3.32;7.88;0.04;11;NA;NA;NA;43;0
4;FALSE;FALSE;acs;0;0.82;2.88;0.53;59;0.86;NA;NA;NA;NA
5;FALSE;FALSE;eas;0;3.94;9.13;0.16;47;NA;NA;210;NA;NA
6;FALSE;FALSE;acs;2;1.44;4.13;0.66;95;0.48;NA;NA;37;0
7;FALSE;FALSE;as;3;0.19;1.63;0.41;23;NA;NA;NA;26;1
8;FALSE;FALSE;ras;1;2.69;6.63;0.91;71;NA;76;NA;49;0
9;FALSE;FALSE;acs;1;4.25;2.26;0.1;77;0.67;NA;NA;6;0
10;TRUE;FALSE;mmas;3;1.75;7.26;0.6;29;NA;NA;NA;29;1
11;FALSE;FALSE;ras;2;0.5;9.76;0.35;53;NA;57;NA;17;0
12;FALSE;FALSE;as;0;3;4.76;0.84;5;NA;NA;NA;NA;NA
13;FALSE;FALSE;ras;3;3.63;1.01;0.22;65;NA;45;NA;46;1
14;FALSE;FALSE;mmas;1;1.13;6.01;0.72;17;NA;NA;NA;23;0
15;FALSE;FALSE;eas;0;2.38;8.51;0.47;89;NA;NA;350;NA;NA
16;FALSE;FALSE;as;2;4.88;3.51;0.97;41;NA;NA;NA;11;0
17;FALSE;FALSE;ras;1;1.6;8.82;0.81;44;NA;98;NA;27;1
18;TRUE;FALSE;mmas;3;4.1;3.82;0.32;92;NA;NA;NA;50;0
19;FALSE;FALSE;as;0;0.35;6.32;0.07;68;NA;NA;NA;NA;NA
20;FALSE;FALSE;eas;2;2.85;1.32;0.57;20;NA;NA;280;16;1
21;TRUE;FALSE;acs;3;0.97;7.57;0.94;8;0.95;NA;NA;33;0
22;FALSE;FALSE;eas;1;3.47;2.57;0.44;56;NA;NA;186;10;1
23;FALSE;FALSE;as;2;2.22;5.07;0.19;80;NA;NA;NA;21;1
24;FALSE;FALSE;ras;0;4.72;0.07;0.69;32;NA;10;NA;NA;NA
25;FALSE;FALSE;as;3;2.53;9.45;0.75;62;NA;NA;NA;7;0
26;FALSE;FALSE;eas;1;0.03;4.45;0.26;14;NA;NA;45;30;1
27;FALSE;FALSE;acs;2;3.78;6.95;0.5;38;0.51;NA;NA;42;1
28;FALSE;FALSE;mmas;0;1.28;1.95;1;86;NA;NA;NA;NA;NA
29;FALSE;FALSE;ras;3;1.91;3.2;0.13;50;NA;29;NA;24;0
30;FALSE;FALSE;mmas;1;4.41;8.2;0.63;98;NA;NA;NA;47;1
31;FALSE;FALSE;eas;2;0.66;0.7;0.87;74;NA;NA;327;36;1
32;FALSE;FALSE;acs;0;3.16;5.7;0.38;26;0.14;NA;NA;NA;NA
33;FALSE;FALSE;eas;0;3.55;9.91;0.12;97;NA;NA;713;NA;NA
34;FALSE;FALSE;as;2;1.05;4.91;0.61;49;NA;NA;NA;5;0
35;FALSE;FALSE;mmas;1;4.8;7.41;0.86;25;NA;NA;NA;16;0
36;FALSE;FALSE;acs;3;2.3;2.41;0.36;73;0.31;NA;NA;39;1
37;FALSE;FALSE;eas;3;2.93;6.16;0.98;37;NA;NA;432;34;1
38;FALSE;FALSE;acs;1;0.43;1.16;0.49;85;0.94;NA;NA;11;0
39;FALSE;FALSE;mmas;0;1.68;3.66;0.74;13;NA;NA;NA;NA;NA
40;FALSE;FALSE;ras;2;4.18;8.66;0.24;61;NA;90;NA;22;0
41;FALSE;FALSE;as;1;3.24;1.79;0.18;31;NA;NA;NA;37;0
42;FALSE;FALSE;eas;3;0.74;6.79;0.67;79;NA;NA;479;14;1
43;FALSE;FALSE;mmas;2;1.99;9.29;0.43;7;NA;NA;NA;48;0
44;FALSE;FALSE;ras;0;4.49;4.29;0.92;55;NA;34;NA;NA;NA
45;FALSE;FALSE;mmas;0;0.11;8.04;0.3;43;NA;NA;NA;NA;NA
46;FALSE;FALSE;acs;2;2.61;3.04;0.8;91;0.25;NA;NA;31;0
47;FALSE;FALSE;ras;1;1.36;5.54;0.55;67;NA;71;NA;42;0
48;FALSE;FALSE;as;3;3.86;0.54;0.05;19;NA;NA;NA;19;1
49;FALSE;FALSE;as;3;1.52;8.35;0.83;58;NA;NA;NA;12;0
50;FALSE;FALSE;eas;1;4.02;3.35;0.33;10;NA;NA;409;35;1
51;FALSE;FALSE;mmas;0;2.77;0.85;0.58;82;NA;NA;NA;NA;NA
52;FALSE;FALSE;acs;2;0.27;5.85;0.09;34;0.78;NA;NA;47;1
53;FALSE;FALSE;eas;2;4.64;2.1;0.7;70;NA;NA;690;29;1
54;FALSE;FALSE;acs;0;2.14;7.1;0.21;22;0.4;NA;NA;NA;NA
55;TRUE;FALSE;ras;3;3.39;4.6;0.46;46;NA;24;NA;18;0
56;FALSE;FALSE;as;1;0.89;9.6;0.95;94;NA;NA;NA;41;1
57;FALSE;FALSE;ras;0;1.21;1.48;0.77;40;NA;43;NA;NA;NA
58;FALSE;FALSE;mmas;2;3.71;6.48;0.27;88;NA;NA;NA;26;1
59;FALSE;FALSE;eas;1;2.46;3.98;0.02;64;NA;NA;549;15;1
60;FALSE;FALSE;acs;3;4.96;8.98;0.52;16;0.72;NA;NA;38;0
61;FALSE;FALSE;as;0;4.33;5.23;0.4;76;NA;NA;NA;NA;NA
62;FALSE;FALSE;ras;2;1.83;0.23;0.89;28;NA;80;NA;9;1
63;FALSE;FALSE;acs;1;3.08;7.73;0.64;52;0.09;NA;NA;21;1
64;FALSE;FALSE;mmas;3;0.58;2.73;0.15;100;NA;NA;NA;44;0
65;FALSE;FALSE;ras;2;3.51;5.31;0.73;8;NA;50;NA;25;1
66;FALSE;FALSE;mmas;0;1.01;0.31;0.23;56;NA;NA;NA;NA;NA
67;FALSE;FALSE;acs;1;2.26;2.81;0.98;32;0.54;NA;NA;13;1
68;FALSE;FALSE;eas;3;4.76;7.81;0.48;80;NA;NA;614;36;0
69;FALSE;FALSE;acs;3;0.39;4.06;0.85;20;0.16;NA;NA;42;0
70;FALSE;FALSE;mmas;1;2.89;9.06;0.36;68;NA;NA;NA;19;1
71;FALSE;FALSE;as;2;1.64;1.56;0.11;92;NA;NA;NA;7;1
72;FALSE;FALSE;ras;0;4.14;6.56;0.6;44;NA;87;NA;NA;NA
73;FALSE;FALSE;mmas;2;0.07;7.18;0.91;62;NA;NA;NA;45;1
74;FALSE;FALSE;acs;0;2.57;2.18;0.42;14;0.97;NA;NA;NA;NA
75;FALSE;FALSE;as;1;3.82;4.68;0.67;86;NA;NA;NA;33;1
76;FALSE;FALSE;eas;3;1.32;9.68;0.17;38;NA;NA;661;10;0
77;FALSE;FALSE;acs;2;4.45;0.93;0.29;50;0.35;NA;NA;28;1
78;FALSE;FALSE;eas;0;1.95;5.93;0.79;98;NA;NA;379;NA;NA
79;FALSE;FALSE;ras;1;0.7;8.43;0.05;26;NA;19;NA;39;1
80;FALSE;FALSE;as;3;3.2;3.43;0.54;74;NA;NA;NA;16;0
81;FALSE;FALSE;as;0;3.67;8.74;0.88;17;NA;NA;NA;NA;NA
82;FALSE;FALSE;eas;2;1.17;3.74;0.39;65;NA;NA;450;6;0
83;FALSE;FALSE;acs;1;4.92;6.24;0.14;89;0.44;NA;NA;17;0
84;FALSE;FALSE;mmas;3;2.42;1.24;0.63;41;NA;NA;NA;40;1
85;FALSE;FALSE;ras;0;1.79;4.99;0.26;77;NA;97;NA;NA;NA
86;FALSE;FALSE;mmas;2;4.29;9.99;0.76;29;NA;NA;NA;23;0
87;FALSE;FALSE;eas;1;0.54;2.49;0.51;5;NA;NA;731;12;0
88;FALSE;FALSE;acs;3;3.04;7.49;0.02;53;0.82;NA;NA;35;1
89;FALSE;FALSE;acs;0;0.23;9.37;0.7;71;0.01;NA;NA;NA;NA
90;FALSE;FALSE;eas;2;2.73;4.37;0.2;23;NA;NA;497;32;0
91;FALSE;FALSE;as;1;1.48;6.87;0.45;47;NA;NA;NA;43;0
92;TRUE;FALSE;ras;3;3.98;1.87;0.94;95;NA;66;NA;20;1
93;FALSE;FALSE;as;3;0.86;5.62;0.33;11;NA;NA;NA;15;1
94;FALSE;FALSE;eas;1;3.36;0.62;0.82;59;NA;NA;590;38;0
95;FALSE;FALSE;mmas;0;4.61;3.12;0.08;35;NA;NA;NA;NA;NA
96;FALSE;FALSE;ras;2;2.11;8.12;0.57;83;NA;28;NA;49;0
97;FALSE;FALSE;as;0;2.34;9.84;0.56;24;NA;NA;NA;NA;NA
98;FALSE;FALSE;eas;2;4.84;4.84;0.06;72;NA;NA;87;12;0
99;FALSE;FALSE;mmas;3;3.59;2.34;0.8;48;NA;NA;NA;47;1
100;FALSE;FALSE;ras;1;1.09;7.34;0.31;96;NA;39;NA;24;0
101;FALSE;FALSE;ras;0;2.96;3.59;0.19;84;NA;52;NA;NA;NA
102;FALSE;FALSE;as;2;0.46;8.59;0.68;36;NA;NA;NA;18;0
103;FALSE;FALSE;acs;3;1.71;6.09;0.43;60;0.58;NA;NA;30;1
104;FALSE;FALSE;mmas;1;4.21;1.09;0.93;12;NA;NA;NA;7;0
105;FALSE;FALSE;as;1;2.65;5.46;0.12;42;NA;NA;NA;50;0
106;FALSE;FALSE;ras;3;0.15;0.46;0.62;90;NA;83;NA;27;1
107;FALSE;FALSE;acs;0;3.9;7.96;0.87;66;0.27;NA;NA;NA;NA
108;FALSE;FALSE;eas;2;1.4;2.96;0.37;18;NA;NA;133;38;0
109;FALSE;FALSE;acs;2;3.28;9.21;0.99;78;0.9;NA;NA;44;0
110;FALSE;FALSE;mmas;0;0.78;4.21;0.5;30;NA;NA;NA;NA;NA
111;FALSE;FALSE;eas;1;2.03;1.71;0.74;54;NA;NA;227;33;0
112;FALSE;FALSE;as;3;4.53;6.71;0.25;6;NA;NA;NA;10;1
113;FALSE;FALSE;ras;3;2.81;8.27;0.28;33;NA;98;NA;5;0
114;FALSE;FALSE;as;1;0.31;3.27;0.77;81;NA;NA;NA;28;1
115;FALSE;FALSE;acs;0;1.56;0.77;0.03;9;0.74;NA;NA;NA;NA
116;FALSE;FALSE;mmas;2;4.06;5.77;0.53;57;NA;NA;NA;40;1
117;FALSE;FALSE;acs;2;0.93;2.02;0.16;45;0.12;NA;NA;34;1
118;FALSE;FALSE;eas;0;3.43;7.02;0.65;93;NA;NA;16;NA;NA
119;FALSE;FALSE;mmas;3;2.18;4.52;0.9;69;NA;NA;NA;23;0
120;FALSE;FALSE;ras;1;4.68;9.52;0.4;21;NA;36;NA;46;1
121;FALSE;FALSE;mmas;1;1.87;7.65;0.22;75;NA;NA;NA;25;1
122;FALSE;FALSE;ras;3;4.37;2.65;0.71;27;NA;92;NA;48;0
123;FALSE;FALSE;eas;0;0.62;5.15;0.96;51;NA;NA;157;NA;NA
124;FALSE;FALSE;as;2;3.12;0.15;0.46;99;NA;NA;NA;14;1
125;FALSE;FALSE;ras;2;2.5;6.4;0.84;15;NA;5;NA;20;1
126;FALSE;FALSE;as;0;5;1.4;0.34;63;NA;NA;NA;NA;NA
127;FALSE;FALSE;acs;1;3.75;3.9;0.59;39;0.8;NA;NA;8;1
128;FALSE;FALSE;eas;3;1.25;8.9;0.09;87;NA;NA;251;31;0
129;FALSE;FALSE;ras;2;0.84;3.78;0.97;85;NA;47;NA;39;1
130;FALSE;FALSE;mmas;0;3.34;8.78;0.48;37;NA;NA;NA;NA;NA
131;FALSE;FALSE;eas;3;2.09;1.28;0.23;13;NA;NA;341;27;0
132;FALSE;FALSE;acs;1;4.59;6.28;0.72;61;0.99;NA;NA;50;1
133;FALSE;FALSE;ras;0;1.46;2.53;0.85;73;NA;85;NA;NA;NA
134;FALSE;FALSE;as;2;3.96;7.53;0.35;25;NA;NA;NA;45;1
135;FALSE;FALSE;mmas;1;0.21;0.03;0.11;49;NA;NA;NA;33;1
136;FALSE;FALSE;acs;3;2.71;5.03;0.6;97;0.37;NA;NA;10;0
137;FALSE;FALSE;ras;1;3.65;1.91;0.29;91;NA;16;NA;7;1
138;FALSE;FALSE;as;3;1.15;6.91;0.79;43;NA;NA;NA;30;0
139;FALSE;FALSE;eas;0;4.9;4.41;0.54;19;NA;NA;107;NA;NA
140;FALSE;FALSE;acs;2;2.4;9.41;0.04;67;0.18;NA;NA;19;1
141;FALSE;FALSE;eas;3;4.27;0.66;0.41;55;NA;NA;201;47;0
142;FALSE;FALSE;as;1;1.77;5.66;0.91;7;NA;NA;NA;24;1
143;FALSE;FALSE;mmas;2;3.02;3.16;0.66;31;NA;NA;NA;13;1
144;FALSE;FALSE;ras;0;0.52;8.16;0.17;79;NA;78;NA;NA;NA
145;FALSE;FALSE;eas;1;2.55;8.47;0.75;88;NA;NA;271;46;0
146;FALSE;FALSE;acs;3;0.05;3.47;0.26;40;0.65;NA;NA;23;1
147;FALSE;FALSE;mmas;2;1.3;0.97;0.51;64;NA;NA;NA;35;0
148;FALSE;FALSE;ras;0;3.8;5.97;0.01;16;NA;100;NA;NA;NA
149;FALSE;FALSE;mmas;3;4.43;9.72;0.88;76;NA;NA;NA;6;1
150;FALSE;FALSE;acs;1;1.93;4.72;0.38;28;0.03;NA;NA;29;0
151;FALSE;FALSE;as;0;0.68;2.22;0.63;100;NA;NA;NA;NA;NA
152;FALSE;FALSE;eas;2;3.18;7.22;0.14;52;NA;NA;177;40;0
153;FALSE;FALSE;mmas;2;0.37;5.34;0.45;94;NA;NA;NA;20;0
154;FALSE;FALSE;acs;0;2.87;0.34;0.94;46;0.46;NA;NA;NA;NA
155;FALSE;FALSE;as;1;4.12;2.84;0.2;70;NA;NA;NA;9;0
156;FALSE;FALSE;ras;3;1.62;7.84;0.69;22;NA;69;NA;32;1
157;FALSE;FALSE;mmas;0;2.24;6.59;0.32;58;NA;NA;NA;NA;NA
158;FALSE;FALSE;ras;2;4.74;1.59;0.82;10;NA;32;NA;14;0
159;FALSE;FALSE;as;3;3.49;4.09;0.07;82;NA;NA;NA;49;1
160;FALSE;FALSE;eas;1;0.99;9.09;0.57;34;NA;NA;318;26;0
161;FALSE;FALSE;mmas;1;0.6;4.25;0.37;75;NA;NA;NA;14;0
162;FALSE;FALSE;ras;3;3.1;9.25;0.86;27;NA;86;NA;37;1
163;FALSE;FALSE;acs;0;1.85;1.75;0.62;51;0.2;NA;NA;NA;NA
164;FALSE;FALSE;eas;2;4.35;6.75;0.12;99;NA;NA;400;25;0
165;FALSE;FALSE;mmas;0;3.73;5.5;0.24;63;NA;NA;NA;NA;NA
166;FALSE;FALSE;acs;2;1.23;0.5;0.74;15;0.57;NA;NA;8;0
167;FALSE;FALSE;as;3;2.48;3;0.49;87;NA;NA;NA;42;1
168;FALSE;FALSE;eas;1;4.98;8;0.99;39;NA;NA;681;19;0
169;FALSE;FALSE;acs;3;4.04;4.88;0.18;33;0.88;NA;NA;17;1
170;FALSE;FALSE;eas;1;1.54;9.88;0.68;81;NA;NA;634;40;0
171;FALSE;FALSE;ras;0;0.29;7.38;0.43;9;NA;55;NA;NA;NA
172;FALSE;FALSE;as;2;2.79;2.38;0.92;57;NA;NA;NA;28;0
173;FALSE;FALSE;as;0;4.66;1.13;0.8;93;NA;NA;NA;NA;NA
174;FALSE;FALSE;eas;2;2.16;6.13;0.31;45;NA;NA;541;45;0
175;FALSE;FALSE;ras;1;3.41;3.63;0.06;21;NA;43;NA;34;0
176;FALSE;FALSE;mmas;3;0.91;8.63;0.55;69;NA;NA;NA;11;1
177;FALSE;FALSE;ras;2;4.51;2.69;0.58;78;NA;2;NA;32;1
178;FALSE;FALSE;as;0;2.01;7.69;0.09;30;NA;NA;NA;NA;NA
179;FALSE;FALSE;eas;3;3.26;0.19;0.34;6;NA;NA;705;21;0
