CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;mmas;2;0.94;1.87;0.59;77;NA;NA;NA;32;0
2;FALSE;FALSE;ras;0;3.44;6.87;0.1;29;NA;71;NA;NA;NA
3;FALSE;FALSE;as;1;4.69;9.37;0.84;53;NA;NA;NA;43;0
4;FALSE;FALSE;eas;3;2.19;4.37;0.34;5;NA;NA;11;20;1
5;FALSE;FALSE;as;3;2.82;8.12;0.96;89;NA;NA;NA;15;1
6;FALSE;FALSE;ras;1;0.32;3.12;0.47;41;NA;34;NA;38;0
7;FALSE;FALSE;acs;2;4.07;5.62;0.22;17;0.96;NA;NA;49;0
8;FALSE;FALSE;mmas;0;1.57;0.62;0.72;65;NA;NA;NA;NA;NA
9;FALSE;FALSE;eas;3;3.76;3.75;0.03;59;NA;NA;152;41;1
10;FALSE;FALSE;acs;1;1.26;8.75;0.53;11;0.15;NA;NA;18;0
11;FALSE;FALSE;as;0;0.01;6.25;0.28;83;NA;NA;NA;NA;NA
12;FALSE;FALSE;ras;2;2.51;1.25;0.78;35;NA;2;NA;6;0
13;FALSE;FALSE;acs;3;0.63;10;0.65;47;0.53;NA;NA;35;1
14;FALSE;FALSE;mmas;1;3.13;5;0.16;95;NA;NA;NA;12;0
15;FALSE;FALSE;eas;0;4.38;2.5;0.9;23;NA;NA;245;NA;NA
16;FALSE;FALSE;as;2;1.88;7.5;0.41;71;NA;NA;NA;23;0
17;FALSE;FALSE;eas;2;3.6;9.68;0.31;44;NA;NA;222;45;1
18;FALSE;FALSE;acs;0;1.1;4.68;0.81;92;0.68;NA;NA;NA;NA
19;FALSE;FALSE;ras;3;4.85;7.18;0.56;68;NA;87;NA;10;0
20;FALSE;FALSE;as;1;2.35;2.18;0.07;20;NA;NA;NA;33;1
21;FALSE;FALSE;eas;1;2.97;5.93;0.68;80;NA;NA;128;39;1
22;FALSE;FALSE;as;3;0.47;0.93;0.19;32;NA;NA;NA;16;0
23;FALSE;FALSE;ras;2;1.72;3.43;0.93;56;NA;24;NA;28;1
24;FALSE;FALSE;mmas;0;4.22;8.43;0.44;8;NA;NA;NA;NA;NA
25;FALSE;FALSE;acs;1;3.91;0.31;0.37;74;0.87;NA;NA;13;1
26;TRUE;FALSE;mmas;3;1.41;5.31;0.87;26;NA;NA;NA;36;0
27;FALSE;FALSE;ras;2;0.16;7.81;0.13;98;NA;18;NA;25;1
28;FALSE;FALSE;as;0;2.66;2.81;0.62;50;NA;NA;NA;NA;NA
29;FALSE;FALSE;acs;3;3.29;1.56;0.5;86;0.49;NA;NA;42;0
30;FALSE;FALSE;eas;1;0.79;6.56;0.99;38;NA;NA;81;19;1
31;FALSE;FALSE;ras;0;2.04;9.06;0.25;62;NA;55;NA;NA;NA
32;FALSE;FALSE;mmas;2;4.54;4.06;0.75;14;NA;NA;NA;7;1
33;FALSE;FALSE;as;0;1.33;3.9;0.95;46;NA;NA;NA;NA;NA
34;FALSE;FALSE;eas;2;3.83;8.9;0.45;94;NA;NA;749;20;1
35;FALSE;FALSE;mmas;3;2.58;6.4;0.7;22;NA;NA;NA;31;0
36;FALSE;FALSE;acs;1;0.08;1.4;0.2;70;0.6;NA;NA;8;1
37;FALSE;FALSE;ras;0;3.21;7.65;0.33;58;NA;98;NA;NA;NA
38;FALSE;FALSE;as;2;0.71;2.65;0.82;10;NA;NA;NA;14;1
39;FALSE;FALSE;acs;3;1.96;0.15;0.08;82;0.23;NA;NA;48;0
40;FALSE;FALSE;eas;1;4.46;5.15;0.58;34;NA;NA;468;25;1
41;FALSE;FALSE;eas;2;2.27;8.28;0.14;52;NA;NA;609;40;1
42;FALSE;FALSE;acs;0;4.77;3.28;0.64;100;0.92;NA;NA;NA;NA
43;FALSE;FALSE;ras;3;1.02;5.78;0.89;76;NA;66;NA;5;0
44;FALSE;FALSE;mmas;1;3.52;0.78;0.39;28;NA;NA;NA;28;1
45;FALSE;FALSE;ras;1;1.65;7.03;0.76;88;NA;4;NA;46;1
46;TRUE;FALSE;as;3;4.15;2.03;0.27;40;NA;NA;NA;23;0
47;TRUE;FALSE;acs;2;2.9;4.53;0.51;64;0.29;NA;NA;34;1
48;FALSE;FALSE;mmas;0;0.4;9.53;0.02;16;NA;NA;NA;NA;NA
49;FALSE;FALSE;acs;0;2.43;5.47;0.48;37;0.07;NA;NA;NA;NA
50;FALSE;FALSE;mmas;2;4.93;0.47;0.98;85;NA;NA;NA;38;0
51;FALSE;FALSE;eas;3;3.68;2.97;0.24;13;NA;NA;398;27;1
52;FALSE;FALSE;as;1;1.18;7.97;0.73;61;NA;NA;NA;50;0
53;FALSE;FALSE;mmas;3;1.8;9.22;0.61;97;NA;NA;NA;10;1
54;FALSE;FALSE;ras;1;4.3;4.22;0.11;49;NA;13;NA;33;0
55;FALSE;FALSE;acs;2;0.55;6.72;0.36;25;0.7;NA;NA;44;0
56;FALSE;FALSE;eas;0;3.05;1.72;0.85;73;NA;NA;679;NA;NA
57;FALSE;FALSE;as;2;3.37;6.09;0.05;67;NA;NA;NA;18;0
58;FALSE;FALSE;eas;0;0.87;1.09;0.54;19;NA;NA;632;NA;NA
59;FALSE;FALSE;mmas;1;2.12;3.59;0.3;91;NA;NA;NA;7;0
60;FALSE;FALSE;ras;3;4.62;8.59;0.79;43;NA;57;NA;30;1
61;FALSE;FALSE;eas;3;0.24;4.84;0.42;55;NA;NA;538;47;1
62;FALSE;FALSE;acs;1;2.74;9.84;0.92;7;0.39;NA;NA;24;0
63;FALSE;FALSE;ras;2;1.49;2.34;0.67;31;NA;45;NA;12;0
64;FALSE;FALSE;as;0;3.99;7.34;0.17;79;NA;NA;NA;NA;NA
65;FALSE;FALSE;acs;0;0.51;8.2;0.97;80;0.46;NA;NA;NA;NA
66;FALSE;FALSE;mmas;2;3.01;3.2;0.48;32;NA;NA;NA;36;1
67;TRUE;FALSE;ras;3;4.26;0.7;0.72;56;NA;11;NA;24;0
68;FALSE;FALSE;as;1;1.76;5.7;0.23;8;NA;NA;NA;47;1
69;FALSE;FALSE;mmas;3;1.14;6.95;0.1;44;NA;NA;NA;7;0
70;FALSE;FALSE;ras;1;3.64;1.95;0.6;92;NA;73;NA;30;1
71;FALSE;FALSE;acs;2;2.39;9.45;0.85;68;0.83;NA;NA;42;1
72;FALSE;FALSE;eas;0;4.89;4.45;0.35;20;NA;NA;486;NA;NA
73;FALSE;FALSE;as;2;3.95;7.58;0.54;26;NA;NA;NA;21;1
74;FALSE;FALSE;eas;0;1.45;2.58;0.04;74;NA;NA;439;NA;NA
75;FALSE;FALSE;mmas;1;0.2;0.08;0.78;50;NA;NA;NA;10;1
76;FALSE;FALSE;acs;3;2.7;5.08;0.29;98;0.64;NA;NA;33;0
77;TRUE;FALSE;acs;1;4.58;6.33;0.41;62;0.02;NA;NA;27;1
78;FALSE;FALSE;eas;3;2.08;1.33;0.91;14;NA;NA;720;50;0
79;FALSE;FALSE;as;0;3.33;8.83;0.66;38;NA;NA;NA;NA;NA
80;FALSE;FALSE;ras;2;0.83;3.83;0.17;86;NA;92;NA;16;1
81;FALSE;FALSE;as;3;3.48;4.14;0.75;77;NA;NA;NA;26;1
82;FALSE;FALSE;eas;1;0.98;9.14;0.26;29;NA;NA;697;49;0
83;FALSE;FALSE;acs;2;4.73;1.64;0.01;5;0.17;NA;NA;37;0
84;FALSE;FALSE;mmas;0;2.23;6.64;0.51;53;NA;NA;NA;NA;NA
85;FALSE;FALSE;mmas;1;4.11;2.89;0.88;65;NA;NA;NA;32;0
86;FALSE;FALSE;ras;3;1.61;7.89;0.38;17;NA;20;NA;9;1
87;FALSE;FALSE;acs;0;2.86;0.39;0.13;41;0.55;NA;NA;NA;NA
88;FALSE;FALSE;eas;2;0.36;5.39;0.63;89;NA;NA;415;43;0
89;FALSE;FALSE;mmas;3;4.42;9.76;0.2;71;NA;NA;NA;29;1
90;FALSE;FALSE;ras;1;1.92;4.76;0.69;23;NA;52;NA;6;0
91;FALSE;FALSE;as;0;0.67;2.26;0.44;95;NA;NA;NA;NA;NA
92;FALSE;FALSE;eas;3;0.72;2.64;0.8;38;NA;NA;601;45;0
93;FALSE;FALSE;eas;2;2.55;7.11;0.6;39;NA;NA;211;16;0
94;FALSE;FALSE;mmas;1;2.93;0.36;0.32;39;NA;NA;NA;6;0
95;FALSE;FALSE;as;3;2.18;4.99;0.88;14;NA;NA;NA;47;1
96;FALSE;FALSE;eas;0;3.06;5.54;0.66;64;NA;NA;301;NA;NA
97;FALSE;FALSE;ras;0;3.24;0.49;0.58;47;NA;64;NA;NA;NA
98;FALSE;FALSE;acs;3;3.2;7.33;0.81;73;0.4;NA;NA;25;1
99;FALSE;FALSE;as;3;4.35;1.53;0.74;60;NA;NA;NA;15;1
100;FALSE;FALSE;mmas;3;3.95;4.24;0.44;77;NA;NA;NA;10;1
101;FALSE;FALSE;mmas;3;2.11;5.97;0.75;96;NA;NA;NA;35;1
102;FALSE;FALSE;acs;0;4.66;7.28;0.81;54;0.02;NA;NA;NA;NA
103;FALSE;FALSE;as;3;3.83;2.58;0.87;38;NA;NA;NA;17;1
104;FALSE;FALSE;mmas;3;2.08;7.46;0.77;24;NA;NA;NA;21;1
105;FALSE;FALSE;mmas;2;3.9;0.6;0.39;52;NA;NA;NA;25;1
106;FALSE;FALSE;as;1;2.46;6.65;0.32;42;NA;NA;NA;43;1
107;FALSE;FALSE;acs;2;3.33;4.57;0.13;19;0.02;NA;NA;37;1
108;FALSE;FALSE;eas;3;4.78;5.89;0.62;53;NA;NA;139;43;0
109;FALSE;FALSE;ras;2;4.5;5.69;0.15;57;NA;9;NA;31;1
110;FALSE;FALSE;mmas;2;4.1;0.1;0.78;41;NA;NA;NA;21;0
111;TRUE;FALSE;acs;3;4.58;2.74;0.62;76;0.62;NA;NA;38;1
112;FALSE;FALSE;mmas;2;4.92;8.9;0.99;53;NA;NA;NA;13;0
113;FALSE;FALSE;ras;3;3.41;7.44;0.79;6;NA;25;NA;15;0
114;FALSE;FALSE;as;3;1.63;1.06;0.32;6;NA;NA;NA;13;1
115;FALSE;FALSE;ras;2;4.4;6.47;0.88;45;NA;36;NA;24;1
116;FALSE;FALSE;ras;2;1.31;1.81;0.13;47;NA;15;NA;23;0
117;FALSE;FALSE;eas;3;0.82;5.15;0.97;21;NA;NA;708;38;1
118;FALSE;FALSE;as;3;4.79;4.05;0.66;72;NA;NA;NA;37;1
119;FALSE;FALSE;as;3;0.05;4.26;0.56;17;NA;NA;NA;44;0
120;FALSE;FALSE;eas;1;3.82;6.2;0.48;54;NA;NA;291;8;1
