CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;TRUE;acs;3;4.85;3.96;1;6;0.58;NA;NA;36;1
2;FALSE;eas;1;2.35;8.96;0.5;54;NA;NA;698;13;0
3;FALSE;mmas;2;3.6;1.46;0.25;78;NA;NA;NA;25;0
4;FALSE;ras;0;1.1;6.46;0.75;30;NA;50;NA;NA;NA
5;FALSE;acs;1;2.98;2.71;0.87;42;0.2;NA;NA;19;0
6;FALSE;mmas;3;0.48;7.71;0.38;90;NA;NA;NA;42;1
7;FALSE;as;0;4.23;0.21;0.13;66;NA;NA;NA;NA;NA
8;FALSE;ras;2;1.73;5.21;0.63;18;NA;88;NA;7;0
9;FALSE;mmas;0;2.66;5.83;0.93;84;NA;NA;NA;NA;NA
10;FALSE;acs;2;0.16;0.83;0.44;36;0.89;NA;NA;45;0
11;FALSE;eas;1;3.91;8.33;0.19;12;NA;NA;651;33;0
12;FALSE;as;3;1.41;3.33;0.69;60;NA;NA;NA;10;1
13;FALSE;ras;3;3.29;9.58;0.07;48;NA;19;NA;16;1
14;FALSE;as;1;0.79;4.58;0.56;96;NA;NA;NA;39;0
15;FALSE;acs;0;2.04;2.08;0.32;24;0.26;NA;NA;NA;NA
16;FALSE;eas;2;4.54;7.08;0.81;72;NA;NA;557;28;0
17;FALSE;mmas;0;1.57;8.65;0.78;9;NA;NA;NA;NA;NA
18;FALSE;ras;2;4.07;3.65;0.28;57;NA;97;NA;23;1
19;FALSE;acs;1;0.32;6.15;0.04;81;0.8;NA;NA;12;1
20;FALSE;eas;3;2.82;1.15;0.53;33;NA;NA;581;35;0
21;FALSE;eas;0;3.45;4.9;0.41;93;NA;NA;487;NA;NA
22;FALSE;as;2;0.95;9.9;0.9;45;NA;NA;NA;6;1
23;FALSE;mmas;1;4.7;2.4;0.66;21;NA;NA;NA;18;1
24;FALSE;acs;3;2.2;7.4;0.16;69;0.42;NA;NA;41;0
25;FALSE;ras;0;4.38;9.27;0.59;63;NA;28;NA;NA;NA
26;FALSE;mmas;2;1.88;4.27;0.1;15;NA;NA;NA;49;1
27;FALSE;eas;3;0.63;1.77;0.84;87;NA;NA;721;15;0
28;FALSE;as;1;3.13;6.77;0.35;39;NA;NA;NA;38;1
29;TRUE;as;3;3.76;5.52;0.47;27;NA;NA;NA;20;0
30;FALSE;ras;1;1.26;0.52;0.97;75;NA;66;NA;43;1
31;FALSE;acs;2;2.51;8.02;0.72;99;0.11;NA;NA;32;1
32;FALSE;eas;0;0.01;3.02;0.22;51;NA;NA;440;NA;NA
33;FALSE;mmas;0;1.34;6.93;0.52;77;NA;NA;NA;NA;NA
34;TRUE;acs;2;3.84;1.93;0.02;29;0.66;NA;NA;40;0
35;FALSE;as;3;2.59;4.43;0.76;53;NA;NA;NA;5;1
36;FALSE;ras;1;0.09;9.43;0.27;5;NA;99;NA;28;0
37;FALSE;eas;2;0.71;5.68;0.64;65;NA;NA;171;34;0
38;FALSE;acs;0;3.21;0.68;0.15;17;0.03;NA;NA;NA;NA
39;FALSE;mmas;1;4.46;3.18;0.89;89;NA;NA;NA;46;0
40;FALSE;ras;3;1.96;8.18;0.39;41;NA;36;NA;23;1
41;FALSE;eas;2;2.9;6.3;0.95;23;NA;NA;30;14;0
42;FALSE;as;0;0.4;1.3;0.46;71;NA;NA;NA;NA;NA
43;FALSE;mmas;3;4.15;8.8;0.21;95;NA;NA;NA;48;1
44;FALSE;ras;1;1.65;3.8;0.7;47;NA;92;NA;25;0
45;FALSE;as;2;2.27;0.05;0.33;83;NA;NA;NA;20;0
46;FALSE;mmas;2;4.34;0.39;0.05;61;NA;NA;NA;36;0
47;TRUE;acs;3;2.96;2.13;0.99;32;0.74;NA;NA;12;1
48;FALSE;eas;1;3.73;3.17;0.84;14;NA;NA;106;24;0
49;FALSE;as;0;4.44;4.42;0.24;45;NA;NA;NA;NA;NA
50;FALSE;acs;3;2.24;4.51;0.43;85;0.97;NA;NA;25;1
51;FALSE;mmas;0;3.65;5.06;0.46;46;NA;NA;NA;NA;NA
52;FALSE;acs;2;1.75;3.88;0.26;58;0.83;NA;NA;31;0
53;FALSE;eas;1;4.22;0.82;0.87;30;NA;NA;188;17;0
54;FALSE;acs;0;2.88;1.47;0.35;19;0.69;NA;NA;NA;NA
