EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;6;1266229796;--competition 3 --problem 5 --dimensions 30;0.3845179246014
2;32;1850115553;--competition 3 --problem 31 --dimensions 30;83.5182136563334
3;44;1964914796;--competition 3 --problem 43 --dimensions 30;809.224949847411
4;20;951346451;--competition 3 --problem 19 --dimensions 30;38.8262439792608
5;11;1671055518;--competition 3 --problem 10 --dimensions 30;19.7963117825568
6;45;1400840980;--competition 3 --problem 44 --dimensions 30;601.549757689025
7;21;114403798;--competition 3 --problem 20 --dimensions 30;14252.1970780264
8;4;1197914976;--competition 3 --problem 3 --dimensions 30;32.9808500420154
9;1;602965200;--competition 3 --problem 0 --dimensions 30;0.306044520859778
10;26;2080670986;--competition 3 --problem 25 --dimensions 30;0.161688035417893
11;9;1977136992;--competition 3 --problem 8 --dimensions 30;19.8806730915135
12;13;2041931534;--competition 3 --problem 12 --dimensions 30;1.09737782220866
13;30;981636765;--competition 3 --problem 29 --dimensions 30;2.7901875507105
14;18;748209350;--competition 3 --problem 17 --dimensions 30;0.47434198629815
15;8;1775038547;--competition 3 --problem 7 --dimensions 30;2.25264945282164
16;50;1725178303;--competition 3 --problem 49 --dimensions 30;264.281959086732
17;48;1026003986;--competition 3 --problem 47 --dimensions 30;856.385034976123
18;29;1727683989;--competition 3 --problem 28 --dimensions 30;97.290328235139
19;38;421348314;--competition 3 --problem 37 --dimensions 30;49993.4460265801
20;39;110970394;--competition 3 --problem 38 --dimensions 30;3.11399343705823
21;17;408579534;--competition 3 --problem 16 --dimensions 30;0.020362871620764
