CONFIG_ID;IS_ELITE;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;176;6;0;20;NA;0.94;0.5;0.05
2;FALSE;77;3;1;NA;NA;2.19;1.75;0.5
3;FALSE;127;1;2;NA;NA;0.31;2.37;0.28
4;FALSE;27;5;1;NA;2;1.56;1.12;0.73
5;FALSE;2;0;0;NA;NA;2.5;2.06;0.39
6;TRUE;102;4;2;NA;NA;1.25;0.81;0.84
7;FALSE;151;2;1;NA;NA;0.62;1.44;0.62
8;FALSE;52;5;2;NA;6;1.87;0.19;0.17
9;FALSE;189;0;1;NA;NA;1.09;2.22;0.34
10;FALSE;89;3;0;NA;NA;2.34;0.97;0.79
11;FALSE;39;1;2;NA;NA;1.72;1.59;0.56
12;FALSE;139;5;0;NA;3;0.47;0.34;0.11
13;FALSE;114;2;0;NA;NA;0.78;1.28;0.67
14;TRUE;64;1;1;NA;NA;1.41;1.9;0.45
15;TRUE;164;4;2;NA;NA;0.16;0.65;0.9
16;TRUE;71;4;1;NA;NA;0.7;1.51;0.87
17;FALSE;170;0;0;NA;NA;1.95;0.26;0.42
18;FALSE;21;2;0;NA;NA;0.08;0.89;0.65
19;FALSE;95;0;2;NA;NA;0.39;0.58;0.31
20;FALSE;195;3;1;NA;NA;1.64;1.83;0.76
21;FALSE;145;1;1;NA;NA;2.27;1.2;0.53
22;FALSE;46;5;0;NA;5;1.02;2.45;0.08
23;TRUE;133;4;0;NA;NA;2.11;1.67;0.7
24;FALSE;33;1;2;NA;NA;0.86;0.42;0.25
25;FALSE;83;6;1;12;NA;0.23;2.29;0.03
26;FALSE;183;3;2;NA;NA;1.48;1.04;0.48
27;FALSE;58;2;0;NA;NA;1.17;0.73;0.59
28;FALSE;158;5;1;NA;2;2.42;1.98;0.14
29;FALSE;8;3;2;NA;NA;0.55;1.36;0.81
30;FALSE;108;0;0;NA;NA;1.8;0.11;0.36
31;FALSE;105;2;2;NA;NA;0.9;1.94;0.72
32;FALSE;5;5;1;NA;10;2.15;0.69;0.27
33;FALSE;187;0;2;NA;NA;1.86;2.08;0.8
34;FALSE;41;4;1;NA;NA;0.55;1.5;0.49
35;FALSE;89;4;0;NA;NA;2.26;0.93;0.7
36;FALSE;140;4;1;NA;NA;0.71;1.97;0.38
37;FALSE;156;4;2;NA;NA;0.3;0.79;0.88
38;TRUE;87;4;0;NA;NA;2.02;1.92;0.81
39;FALSE;40;4;2;NA;NA;1.45;0.91;0.85
40;FALSE;57;5;2;NA;2;0.94;1.5;0.47
41;FALSE;178;4;2;NA;NA;0.34;0.21;0.7
42;TRUE;43;1;0;NA;NA;1.83;1.42;0.88
43;FALSE;165;3;0;NA;NA;2.08;2.44;0.75
44;FALSE;130;3;2;NA;NA;1.32;2.04;0.62
45;FALSE;177;5;1;NA;7;1.61;1.15;0.33
46;FALSE;21;6;1;6;NA;0.14;0.76;0.86
47;FALSE;128;0;1;NA;NA;2.03;1.36;0.79
48;FALSE;50;5;1;NA;2;2.22;2.21;0.85
49;FALSE;159;4;0;NA;NA;1.98;1.44;0.87
50;FALSE;46;0;2;NA;NA;1.24;2.4;0.63
51;FALSE;159;1;0;NA;NA;0.45;0.58;0.89
52;FALSE;69;4;2;NA;NA;0.55;1.51;0.59
53;FALSE;145;1;2;NA;NA;1.64;1.05;0.87
54;FALSE;100;0;2;NA;NA;0.59;0.54;0.62
55;FALSE;165;4;1;NA;NA;0.62;0.32;0.85
56;FALSE;175;5;2;NA;2;0.84;0.32;0.59
57;FALSE;162;1;0;NA;NA;0.29;1.79;0.56
58;FALSE;87;5;0;NA;3;0.63;1.52;0.46
59;FALSE;116;0;2;NA;NA;1.03;2.24;0.28
60;FALSE;103;5;0;NA;3;2.48;1.94;0.53
61;TRUE;123;4;2;NA;NA;2;2.06;0.81
62;TRUE;137;4;0;NA;NA;2.16;1.77;0.73
63;FALSE;145;3;2;NA;NA;0.72;1.75;0.59
64;FALSE;132;1;2;NA;NA;1.12;1.34;0.9
65;FALSE;142;4;0;NA;NA;2.33;1.75;0.87
66;FALSE;83;4;0;NA;NA;1.62;1.12;0.61
67;FALSE;126;6;0;11;NA;1.46;2.24;0.51
68;FALSE;111;4;0;NA;NA;2.33;2.1;0.83
69;FALSE;115;4;2;NA;NA;0.92;0.14;0.88
70;FALSE;123;4;0;NA;NA;1.68;0.98;0.57
71;FALSE;99;4;2;NA;NA;1.18;1.27;0.85
72;FALSE;19;1;2;NA;NA;2.39;1.49;0.75
73;FALSE;139;4;1;NA;NA;2.41;1.89;0.56
74;FALSE;182;5;2;NA;6;1.25;0.25;0.74
75;TRUE;84;4;2;NA;NA;1.76;2.18;0.72
76;FALSE;130;3;0;NA;NA;1.6;1.46;0.82
77;FALSE;104;4;0;NA;NA;1.37;1.44;0.62
78;FALSE;4;4;0;NA;NA;1.95;2.46;0.85
79;FALSE;89;0;1;NA;NA;1.29;1.76;0.45
80;FALSE;81;4;2;NA;NA;0.48;0.51;0.68
81;FALSE;164;4;2;NA;NA;0.19;0.48;0.49
82;FALSE;95;4;1;NA;NA;1.48;2.25;0.51
83;FALSE;35;0;0;NA;NA;1.68;1.75;0.65
84;TRUE;151;4;0;NA;NA;2;1.57;0.65
85;FALSE;105;4;0;NA;NA;1.04;1.32;0.61
86;FALSE;93;5;0;NA;4;1.9;1.92;0.76
87;FALSE;86;4;2;NA;NA;2.19;2.1;0.84
88;FALSE;153;4;0;NA;NA;2.21;1.27;0.62
89;FALSE;113;4;0;NA;NA;2.28;1.31;0.85
90;FALSE;199;4;0;NA;NA;1.48;1.37;0.58
91;FALSE;157;4;0;NA;NA;1.96;0.52;0.62
92;FALSE;55;4;0;NA;NA;2.17;1.71;0.73
93;FALSE;61;4;0;NA;NA;2.49;1.87;0.85
94;FALSE;177;4;0;NA;NA;1.97;1.42;0.75
95;FALSE;162;2;0;NA;NA;1.61;1.63;0.75
96;FALSE;150;4;0;NA;NA;1.67;1.39;0.78
97;FALSE;168;4;0;NA;NA;1.74;1.69;0.64
98;FALSE;157;4;0;NA;NA;2.11;1.7;0.42
99;TRUE;90;4;0;NA;NA;1.66;2.3;0.57
100;TRUE;125;4;2;NA;NA;2.22;2.46;0.78
101;FALSE;136;4;0;NA;NA;1.61;1.66;0.64
102;FALSE;93;4;2;NA;NA;1.93;1.67;0.89
103;FALSE;173;4;0;NA;NA;2.15;1.5;0.72
104;FALSE;199;4;0;NA;NA;2.19;2.18;0.85
105;FALSE;60;4;2;NA;NA;1.42;2.14;0.75
106;FALSE;173;4;0;NA;NA;2.07;1.63;0.74
107;FALSE;91;4;2;NA;NA;1.78;2.09;0.83
108;FALSE;42;4;1;NA;NA;2.02;1.75;0.72
109;FALSE;93;4;0;NA;NA;1.62;2.12;0.9
110;FALSE;143;4;0;NA;NA;2.45;2.01;0.84
111;TRUE;134;4;0;NA;NA;1.97;1.85;0.75
