CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;ras;1;0.77;2.75;0.07;51;NA;50;NA;49;0
2;FALSE;as;3;3.27;7.75;0.57;99;NA;NA;NA;26;1
3;FALSE;mmas;0;2.02;0.25;0.81;75;NA;NA;NA;NA;NA
4;FALSE;acs;2;4.52;5.25;0.32;27;0.94;NA;NA;37;0
5;FALSE;mmas;2;0.15;1.5;0.94;87;NA;NA;NA;43;0
6;FALSE;ras;0;2.65;6.5;0.44;39;NA;62;NA;NA;NA
7;FALSE;as;1;3.9;9;0.69;63;NA;NA;NA;31;0
8;TRUE;eas;3;1.4;4;0.2;15;NA;NA;497;8;1
9;FALSE;acs;3;0.46;9.63;0.88;45;0.5;NA;NA;46;1
10;FALSE;mmas;1;2.96;4.63;0.38;93;NA;NA;NA;23;0
11;FALSE;as;2;1.71;7.13;0.13;69;NA;NA;NA;11;0
12;FALSE;eas;0;4.21;2.13;0.63;21;NA;NA;731;NA;NA
13;FALSE;acs;1;2.33;8.38;1;9;0.13;NA;NA;6;0
14;FALSE;eas;3;4.83;3.38;0.5;57;NA;NA;450;29;1
15;FALSE;as;0;1.08;5.88;0.26;81;NA;NA;NA;NA;NA
16;FALSE;ras;2;3.58;0.88;0.75;33;NA;18;NA;17;0
17;FALSE;as;0;3.74;3.06;0.91;42;NA;NA;NA;NA;NA
18;FALSE;eas;2;1.24;8.06;0.41;90;NA;NA;614;16;1
19;FALSE;mmas;3;2.49;5.56;0.66;18;NA;NA;NA;50;0
20;FALSE;acs;1;4.99;0.56;0.16;66;0.85;NA;NA;27;1
21;FALSE;eas;1;0.61;6.81;0.54;30;NA;NA;521;10;1
22;FALSE;acs;3;3.11;1.81;0.04;78;0.47;NA;NA;33;0
23;FALSE;ras;0;1.86;9.31;0.29;54;NA;65;NA;NA;NA
24;FALSE;mmas;2;4.36;4.31;0.78;6;NA;NA;NA;21;1
25;FALSE;eas;1;3.43;6.19;0.85;84;NA;NA;380;30;1
26;FALSE;as;3;0.93;1.19;0.35;36;NA;NA;NA;7;0
27;TRUE;ras;2;2.18;3.69;0.6;60;NA;9;NA;42;1
28;FALSE;mmas;0;4.68;8.69;0.1;12;NA;NA;NA;NA;NA
29;FALSE;eas;2;2.8;9.94;0.23;48;NA;NA;661;36;1
30;FALSE;acs;0;0.3;4.94;0.72;96;0.66;NA;NA;NA;NA
31;FALSE;ras;3;4.05;7.44;0.97;72;NA;97;NA;24;0
32;FALSE;as;1;1.55;2.44;0.47;24;NA;NA;NA;47;1
33;FALSE;as;2;3.04;5.72;0.46;74;NA;NA;NA;5;0
34;FALSE;eas;0;0.54;0.72;0.95;26;NA;NA;368;NA;NA
35;FALSE;mmas;1;1.79;3.22;0.21;98;NA;NA;NA;16;0
36;FALSE;ras;3;4.29;8.22;0.71;50;NA;73;NA;39;1
37;FALSE;ras;2;2.41;1.97;0.83;38;NA;36;NA;22;0
38;FALSE;as;0;4.91;6.97;0.33;86;NA;NA;NA;NA;NA
39;FALSE;acs;1;3.66;9.47;0.58;14;0.39;NA;NA;11;0
40;FALSE;mmas;3;1.16;4.47;0.09;62;NA;NA;NA;34;1
41;TRUE;mmas;3;2.1;8.85;0.89;92;NA;NA;NA;19;1
42;FALSE;ras;1;4.6;3.85;0.4;44;NA;4;NA;42;0
43;FALSE;acs;2;0.85;6.35;0.15;20;0.7;NA;NA;31;0
44;FALSE;eas;0;3.35;1.35;0.64;68;NA;NA;228;NA;NA
45;FALSE;mmas;2;3.97;0.1;0.52;80;NA;NA;NA;48;0
46;FALSE;as;1;1.94;3.08;0.22;40;NA;NA;NA;25;1
47;TRUE;acs;1;2.9;5.61;0.88;55;0.64;NA;NA;20;0
48;FALSE;ras;1;1.78;8.85;0.52;20;NA;83;NA;5;1
49;FALSE;eas;3;0.39;9.72;0.31;16;NA;NA;665;12;0
50;FALSE;mmas;1;0.92;3.5;0.33;54;NA;NA;NA;9;1
51;FALSE;acs;2;0.91;4.4;0.62;89;0.17;NA;NA;42;0
52;FALSE;as;2;2.41;1.85;0.38;38;NA;NA;NA;7;0
53;FALSE;ras;2;2.31;4.06;0.16;53;NA;6;NA;35;0
54;FALSE;ras;1;0.86;4.73;0.76;64;NA;38;NA;31;1
55;FALSE;acs;3;1.23;2.17;0.38;68;0.92;NA;NA;43;1
56;FALSE;eas;3;2.36;8.35;0.85;13;NA;NA;304;13;1
57;FALSE;ras;2;2.74;5.72;0.28;34;NA;38;NA;47;1
58;FALSE;mmas;2;0.95;0.04;0.53;20;NA;NA;NA;23;1
59;FALSE;ras;0;0.88;4.16;0.49;40;NA;73;NA;NA;NA
60;FALSE;acs;3;3.42;5.75;0.28;81;0.28;NA;NA;21;1
61;FALSE;mmas;2;4.24;0.43;0.81;62;NA;NA;NA;44;1
62;FALSE;ras;3;0.28;1.98;0.7;76;NA;40;NA;36;1
63;FALSE;ras;2;3.23;0.29;0.23;26;NA;1;NA;15;0
64;FALSE;eas;3;2.81;8.61;0.45;21;NA;NA;463;36;0
65;TRUE;as;3;4.3;6.74;0.84;59;NA;NA;NA;12;1
66;FALSE;eas;3;0.77;8.78;0.4;13;NA;NA;495;32;1
67;FALSE;mmas;0;1.17;1.63;0.48;22;NA;NA;NA;NA;NA
68;FALSE;eas;3;0.45;3.54;0.86;30;NA;NA;406;7;1
69;FALSE;mmas;0;2.31;5.81;0.51;30;NA;NA;NA;NA;NA
70;FALSE;mmas;3;0.25;3.05;0.59;7;NA;NA;NA;45;0
71;FALSE;mmas;3;0.96;6.44;0.21;21;NA;NA;NA;26;0
72;FALSE;as;1;4.56;4.29;0.24;14;NA;NA;NA;23;1
73;FALSE;eas;3;1.14;0.15;0.05;27;NA;NA;510;9;1
74;FALSE;acs;0;0.59;6.46;0.17;90;0.72;NA;NA;NA;NA
75;FALSE;mmas;2;2.65;6.25;0.7;60;NA;NA;NA;49;1
76;FALSE;acs;2;4.05;1.44;0.18;7;0.98;NA;NA;20;1
77;FALSE;ras;1;1.51;8.85;0.71;79;NA;26;NA;37;0
78;FALSE;ras;0;0.83;4.21;0.66;41;NA;51;NA;NA;NA
79;FALSE;eas;2;2.28;2.15;0.31;23;NA;NA;590;7;1
80;FALSE;as;1;2.64;6.23;0.31;60;NA;NA;NA;29;1
81;FALSE;eas;3;0.19;3.2;0.25;55;NA;NA;75;46;0
82;FALSE;eas;0;2.45;4.98;0.84;41;NA;NA;566;NA;NA
83;FALSE;mmas;3;1.97;8.31;0.99;88;NA;NA;NA;13;1
84;FALSE;ras;0;2.75;6.59;0.22;39;NA;22;NA;NA;NA
85;FALSE;as;2;1.33;6.98;0.44;65;NA;NA;NA;25;0
86;FALSE;eas;3;0.7;6.89;0.35;33;NA;NA;707;30;0
87;FALSE;acs;3;0.07;0.92;0.04;50;0.81;NA;NA;34;0
88;FALSE;mmas;3;2.71;8.69;0.61;81;NA;NA;NA;36;0
89;FALSE;mmas;3;0.99;9.18;0.77;63;NA;NA;NA;36;1
90;FALSE;ras;1;4.54;6.72;0.64;33;NA;49;NA;23;1
91;FALSE;eas;1;4.36;3.82;0.19;21;NA;NA;646;13;1
92;FALSE;mmas;3;1.24;7.31;0.85;96;NA;NA;NA;40;1
93;FALSE;ras;1;2.34;6.6;0.27;82;NA;67;NA;18;1
94;FALSE;eas;3;0.69;5.31;0.11;20;NA;NA;481;11;0
95;FALSE;eas;3;1.5;3.61;0.22;25;NA;NA;593;10;0
96;TRUE;acs;3;2.44;5.7;0.33;17;0.87;NA;NA;22;1
97;FALSE;ras;2;2.62;2.54;0.69;92;NA;18;NA;48;1
98;FALSE;as;1;4.98;8.41;0.66;83;NA;NA;NA;19;1
99;FALSE;ras;2;0.79;7.34;0.84;62;NA;45;NA;18;0
100;FALSE;ras;0;1.57;4.16;0.57;88;NA;35;NA;NA;NA
101;FALSE;ras;2;2;5.69;0.69;48;NA;21;NA;44;1
102;FALSE;mmas;3;3.09;7.51;0.95;91;NA;NA;NA;21;1
103;FALSE;mmas;3;1.29;6.27;0.55;53;NA;NA;NA;20;1
104;FALSE;mmas;1;2.41;3.53;0.94;44;NA;NA;NA;11;1
105;FALSE;as;3;2.29;9.18;0.86;58;NA;NA;NA;39;1
106;FALSE;eas;0;4.17;5.43;0.09;17;NA;NA;134;NA;NA
107;FALSE;ras;1;3.08;5.7;0.43;53;NA;28;NA;49;1
108;FALSE;eas;3;1.55;6.67;0.79;51;NA;NA;344;6;1
109;FALSE;mmas;3;2.57;4.46;0.52;64;NA;NA;NA;23;1
110;FALSE;eas;3;0.81;3.8;0.39;43;NA;NA;558;14;1
111;FALSE;ras;0;2.73;5.65;0.21;98;NA;5;NA;NA;NA
112;FALSE;acs;3;0.68;6.61;0.6;27;0.84;NA;NA;8;1
113;FALSE;acs;1;2.28;7.89;0.58;49;0.83;NA;NA;24;1
114;FALSE;ras;2;0.23;4.58;0.82;51;NA;2;NA;26;1
115;FALSE;eas;0;1.35;6.38;0.49;60;NA;NA;369;NA;NA
116;FALSE;acs;2;3.19;4.39;0.98;46;0.73;NA;NA;44;0
117;FALSE;eas;3;1.14;5.74;0.12;26;NA;NA;502;10;1
118;FALSE;eas;3;0.23;5.82;0.47;14;NA;NA;575;9;0
119;FALSE;ras;3;1.95;4.87;0.68;97;NA;2;NA;46;1
120;FALSE;eas;3;2.6;6.79;0.22;22;NA;NA;537;14;1
121;FALSE;ras;2;3.51;1.8;0.5;48;NA;57;NA;28;1
122;FALSE;mmas;1;2.73;8.45;0.92;64;NA;NA;NA;11;1
123;TRUE;acs;2;2.03;4.11;0.78;51;0.78;NA;NA;20;0
124;FALSE;mmas;1;4.23;7.83;0.89;53;NA;NA;NA;15;1
125;FALSE;ras;3;0.44;5.71;0.3;24;NA;30;NA;17;1
126;FALSE;eas;3;3.92;1.95;0.63;18;NA;NA;186;21;1
127;FALSE;mmas;3;4.65;5.94;0.33;32;NA;NA;NA;5;1
128;FALSE;acs;0;2.7;3.57;0.51;42;0.88;NA;NA;NA;NA
129;FALSE;eas;2;1.06;7.98;0.95;73;NA;NA;620;10;0
130;FALSE;acs;1;2.29;5.97;0.7;81;0.85;NA;NA;35;0
131;TRUE;acs;3;2.19;7.08;0.24;8;0;NA;NA;14;1
132;FALSE;acs;3;1.56;5.32;0.3;56;0.74;NA;NA;30;1
133;FALSE;acs;1;2.78;5.93;0.85;42;0.81;NA;NA;22;0
134;FALSE;acs;2;4.18;3.84;0.8;72;0.58;NA;NA;7;0
135;FALSE;acs;3;1.86;6.09;0.4;27;0.95;NA;NA;31;1
136;FALSE;acs;1;1.5;4.15;0.65;25;0.42;NA;NA;23;0
137;FALSE;eas;2;3.43;2.25;0.66;61;NA;NA;37;26;1
138;FALSE;acs;1;3.19;2.17;0.75;60;0.43;NA;NA;6;0
139;FALSE;acs;3;1.8;3.51;0.22;9;0.76;NA;NA;24;1
140;FALSE;acs;3;2.56;8.08;0.44;25;0.44;NA;NA;20;1
141;FALSE;acs;2;2.34;3.88;0.63;53;0.76;NA;NA;18;0
142;FALSE;acs;2;4.09;4.68;0.96;57;0.69;NA;NA;25;1
143;FALSE;acs;2;3.23;0.2;0.71;73;0.55;NA;NA;42;0
144;FALSE;acs;2;1.92;2.56;0.76;65;0.87;NA;NA;20;0
145;FALSE;acs;1;1.1;1.06;0.68;65;0.43;NA;NA;27;0
146;FALSE;acs;3;2.66;7.47;0.55;18;0.8;NA;NA;22;1
147;FALSE;eas;3;2.54;5.95;0.32;22;NA;NA;716;9;1
148;FALSE;acs;3;2.9;8.56;0.4;30;0.67;NA;NA;26;1
149;FALSE;acs;2;3.14;0.96;0.67;95;0.75;NA;NA;18;0
150;FALSE;eas;3;0.88;4.93;0.36;7;NA;NA;633;27;0
151;FALSE;acs;3;3.05;3.69;0.35;29;0.6;NA;NA;26;0
152;FALSE;acs;2;2.01;4.31;0.57;35;0.94;NA;NA;10;0
153;FALSE;acs;3;2.11;3.77;0.03;41;0.5;NA;NA;10;0
154;FALSE;ras;3;1.52;5.11;0.46;41;NA;18;NA;30;1
155;TRUE;acs;3;3.4;6.84;0.49;13;0.54;NA;NA;16;1
156;FALSE;as;2;3.89;2.1;0.54;80;NA;NA;NA;21;0
157;FALSE;acs;3;2.03;3.77;0.47;30;0.85;NA;NA;29;1
158;FALSE;mmas;3;3.91;8.18;0.28;46;NA;NA;NA;12;1
159;TRUE;acs;3;2.52;6.6;0.13;37;0.01;NA;NA;24;1
160;TRUE;acs;3;1.64;8.25;0.11;9;0.81;NA;NA;21;1
161;FALSE;acs;3;2.57;5.84;0.68;12;0.62;NA;NA;36;0
162;FALSE;acs;2;1.8;6.57;0.78;66;0.56;NA;NA;17;0
163;FALSE;acs;0;1.23;2.85;0.91;47;0.72;NA;NA;NA;NA
164;FALSE;acs;2;2.14;4.35;0.87;48;0.88;NA;NA;17;0
165;FALSE;acs;3;2.01;8.43;0.05;22;0.42;NA;NA;21;1
166;FALSE;acs;1;2.6;4.12;0.5;18;0.63;NA;NA;30;1
167;FALSE;acs;3;2.74;5.17;0.55;20;0.71;NA;NA;6;1
168;FALSE;acs;3;2.95;8.49;0.35;16;0.46;NA;NA;26;0
169;FALSE;acs;2;1.91;1.87;0.9;54;0.57;NA;NA;20;0
170;FALSE;acs;1;3.34;4.33;0.86;34;0.64;NA;NA;21;0
171;FALSE;eas;3;2.58;9.2;0.16;13;NA;NA;363;26;1
172;FALSE;acs;3;1.2;7.29;0.15;20;0.8;NA;NA;21;1
173;FALSE;acs;3;2.98;8.62;0.24;10;0.8;NA;NA;14;1
174;FALSE;acs;3;3;9.56;0.28;33;0.22;NA;NA;14;1
175;FALSE;acs;3;2.31;8.74;0.08;11;0.97;NA;NA;26;1
176;FALSE;acs;3;3.29;8.19;0.41;16;0.48;NA;NA;17;1
177;TRUE;acs;3;3.4;7.64;0.22;43;0.3;NA;NA;21;1
178;FALSE;eas;3;2.92;6.65;0.3;24;NA;NA;504;18;1
179;TRUE;acs;3;2.45;6.09;0.17;26;0.42;NA;NA;15;1
180;FALSE;acs;3;1.23;7.53;0.19;21;0.54;NA;NA;14;1
181;FALSE;acs;3;1.66;8.43;0.09;19;0.79;NA;NA;24;1
182;FALSE;acs;3;1.01;7.83;0.19;10;0.04;NA;NA;8;1
183;FALSE;ras;3;1.99;6.83;0.03;22;NA;45;NA;24;1
184;FALSE;acs;3;3.26;6.92;0.61;20;0.59;NA;NA;19;1
185;FALSE;acs;3;2.34;9.27;0.25;13;0.83;NA;NA;17;1
186;TRUE;acs;3;2.34;7.84;0.09;9;0.11;NA;NA;18;1
187;FALSE;acs;3;1.24;8.36;0.08;23;0.99;NA;NA;16;1
188;FALSE;eas;3;2.08;5.98;0.14;15;NA;NA;492;22;1
189;FALSE;acs;3;2.78;4.99;0.24;25;0.18;NA;NA;19;1
190;FALSE;acs;3;1.72;7.8;0.2;27;0.71;NA;NA;21;1
191;FALSE;acs;3;3.29;6.87;0.35;21;0.53;NA;NA;19;1
192;FALSE;acs;3;1.46;9.24;0.33;7;0.61;NA;NA;15;1
193;FALSE;acs;3;2.65;7.86;0.09;13;0.81;NA;NA;20;1
194;FALSE;acs;3;2.6;7.46;0.22;13;0.1;NA;NA;6;1
195;FALSE;acs;3;2.33;8.68;0.04;17;0.87;NA;NA;13;1
196;FALSE;eas;3;2.81;6.13;0.12;28;NA;NA;462;35;1
197;FALSE;acs;3;3.52;5.64;0.25;42;0.28;NA;NA;28;1
198;FALSE;acs;3;1.6;6.84;0.13;15;0.57;NA;NA;11;1
199;FALSE;ras;3;1.76;8.38;0.17;5;NA;7;NA;16;1
200;FALSE;acs;3;1.93;9.53;0.07;29;0.79;NA;NA;16;1
201;FALSE;acs;3;2.06;6.52;0.12;55;0.04;NA;NA;26;1
202;FALSE;acs;3;1.91;5.93;0.29;20;0.65;NA;NA;33;1
203;FALSE;acs;3;2;8.91;0.17;6;0.08;NA;NA;7;1
204;FALSE;acs;3;1.09;9.42;0.27;19;0.86;NA;NA;13;1
205;FALSE;acs;3;2.2;7.99;0.23;8;0.05;NA;NA;17;1
206;FALSE;acs;3;1.74;7.75;0.09;9;0.89;NA;NA;22;1
207;FALSE;acs;3;1.74;7.81;0.03;11;0.37;NA;NA;28;1
208;FALSE;acs;3;2.33;8.07;0.07;14;0.68;NA;NA;19;1
209;FALSE;acs;3;1.4;7.51;0.19;19;0.39;NA;NA;19;1
210;FALSE;acs;3;1.69;7.02;0.12;7;0.03;NA;NA;16;1
211;FALSE;acs;3;1.58;8.12;0.03;18;0.73;NA;NA;25;1
212;FALSE;acs;3;2.5;7.02;0.24;12;0.04;NA;NA;14;1
213;FALSE;acs;3;2.25;8;0.13;6;0.46;NA;NA;23;1
214;TRUE;acs;3;2.33;5.94;0.31;20;0.3;NA;NA;17;1
215;FALSE;acs;3;1.54;8.48;0.17;16;0.96;NA;NA;22;1
216;FALSE;acs;3;2.18;7.17;0.17;18;0.26;NA;NA;17;1
217;FALSE;acs;3;1.43;7.91;0.22;5;0.02;NA;NA;9;1
218;FALSE;acs;3;1.95;7.09;0.26;17;0.2;NA;NA;13;1
219;FALSE;acs;3;3.79;8.28;0.33;46;0.51;NA;NA;21;1
220;FALSE;acs;3;4.09;8.8;0.29;63;0.4;NA;NA;33;1
221;FALSE;acs;3;2.7;8.14;0.23;11;0.26;NA;NA;10;1
222;FALSE;acs;3;2.76;7.08;0.18;12;0.22;NA;NA;21;1
223;FALSE;acs;3;2.94;6.19;0.2;25;0.65;NA;NA;21;1
224;FALSE;acs;3;2.9;8.08;0.17;23;0.14;NA;NA;25;1
225;FALSE;acs;3;3.45;7.44;0.22;40;0.29;NA;NA;24;1
226;FALSE;acs;3;2.38;7.55;0.15;8;0.03;NA;NA;12;1
227;FALSE;acs;3;3.33;7.04;0.32;44;0.48;NA;NA;16;1
228;FALSE;acs;3;1.7;6.73;0.28;28;0.34;NA;NA;19;1
229;FALSE;acs;3;2.55;7.76;0.34;15;0.27;NA;NA;8;1
230;FALSE;acs;3;4.23;8.15;0.31;39;0.17;NA;NA;17;1
231;FALSE;acs;3;2.43;6.7;0.09;24;0.43;NA;NA;15;1
232;FALSE;acs;3;2.05;5.59;0.21;16;0.06;NA;NA;11;1
233;FALSE;acs;3;2.25;7.12;0.31;21;0.09;NA;NA;17;1
234;FALSE;acs;3;3.39;6.12;0.08;19;0.7;NA;NA;15;1
235;FALSE;acs;3;1.01;8.41;0.07;9;0.75;NA;NA;23;1
236;FALSE;acs;3;3.31;9.02;0.17;22;0.2;NA;NA;21;1
237;FALSE;acs;3;1.95;8.12;0.17;11;0.6;NA;NA;22;1
238;FALSE;acs;3;1.72;7.48;0.22;15;0.65;NA;NA;13;1
239;TRUE;acs;3;3.33;7.9;0.19;42;0.03;NA;NA;23;1
240;FALSE;acs;3;2.11;4.23;0.15;18;0.45;NA;NA;5;1
241;FALSE;acs;3;1.69;9.73;0.24;12;0.84;NA;NA;18;1
242;TRUE;acs;3;2.39;6.3;0.17;27;0.09;NA;NA;13;1
243;FALSE;acs;3;3.1;8.31;0.34;47;0.25;NA;NA;23;1
244;FALSE;acs;3;2.2;8.22;0.2;29;0.03;NA;NA;10;1
245;FALSE;acs;3;2.65;5.47;0.25;28;0.56;NA;NA;14;1
246;FALSE;acs;0;2.36;7.3;0.33;10;0.22;NA;NA;NA;NA
247;FALSE;acs;3;2.22;6.6;0.21;16;0.36;NA;NA;13;1
248;FALSE;acs;3;2.16;7.33;0.28;11;0.28;NA;NA;9;1
249;TRUE;acs;3;3.01;7.26;0.19;43;0.41;NA;NA;21;1
250;FALSE;acs;3;2.46;6.24;0.19;20;0.21;NA;NA;10;1
251;FALSE;eas;3;2.98;9.14;0.18;38;NA;NA;284;21;1
252;FALSE;acs;3;2.91;7.33;0.25;43;0.36;NA;NA;21;1
253;FALSE;acs;3;2.36;6.94;0.29;37;0.1;NA;NA;14;1
254;FALSE;acs;3;3.44;7.61;0.15;39;0.12;NA;NA;27;1
255;FALSE;acs;3;2.59;6.18;0.38;11;0.4;NA;NA;15;1
256;FALSE;acs;3;3.1;6.27;0.25;44;0.48;NA;NA;20;1
257;FALSE;acs;3;3.83;8.07;0.3;38;0.1;NA;NA;27;1
258;TRUE;acs;3;2.05;5.72;0.18;36;0.16;NA;NA;13;1
259;FALSE;acs;3;1.92;7.09;0.14;28;0.23;NA;NA;14;1
260;FALSE;acs;3;2.86;6.7;0.16;44;0.27;NA;NA;21;1
261;FALSE;acs;3;3.14;7.72;0.22;44;0.03;NA;NA;25;1
262;FALSE;acs;3;2.84;6.47;0.31;15;0.38;NA;NA;15;1
263;FALSE;acs;3;3.45;6.59;0.19;46;0.39;NA;NA;22;1
264;TRUE;acs;3;2.35;5.92;0.12;34;0.26;NA;NA;19;1
265;FALSE;acs;3;2.49;5.67;0.41;24;0.3;NA;NA;19;1
266;FALSE;acs;3;2.63;6.51;0.24;45;0.57;NA;NA;24;1
267;FALSE;acs;3;2.24;7.16;0.16;25;0.21;NA;NA;13;1
268;FALSE;acs;3;2.54;6.68;0.34;47;0.51;NA;NA;23;1
269;FALSE;acs;3;3.12;5.95;0.23;40;0.45;NA;NA;21;1
270;FALSE;acs;3;3.13;9.06;0.21;46;0.52;NA;NA;20;1
271;FALSE;acs;3;2.17;7.53;0.07;26;0.11;NA;NA;9;1
272;TRUE;acs;3;2.36;7.87;0.1;19;0.27;NA;NA;15;1
273;FALSE;acs;3;3.37;7.56;0.22;33;0.19;NA;NA;20;1
274;FALSE;acs;3;2.93;7.13;0.21;33;0.42;NA;NA;23;1
275;FALSE;acs;3;2.46;7.2;0.07;25;0.07;NA;NA;14;1
276;FALSE;acs;3;3.39;8.42;0.15;44;0.12;NA;NA;17;1
277;FALSE;acs;3;2.39;5.51;0.32;15;0.12;NA;NA;22;1
278;FALSE;acs;3;2.86;6.39;0.16;42;0.55;NA;NA;22;1
279;FALSE;acs;3;2.99;6.62;0.2;38;0.49;NA;NA;21;1
280;FALSE;acs;3;3.26;7.96;0.25;43;0.41;NA;NA;20;1
281;FALSE;acs;3;2.66;7.69;0.21;52;0.37;NA;NA;26;1
282;FALSE;acs;3;2.55;7.71;0.1;37;0.17;NA;NA;25;1
283;FALSE;acs;3;3.22;7.01;0.1;39;0.33;NA;NA;21;1
284;FALSE;acs;3;2.49;7.42;0.2;49;0.3;NA;NA;20;1
285;FALSE;acs;3;3.2;6.91;0.19;41;0.52;NA;NA;23;1
286;FALSE;acs;3;2.8;9.09;0.41;40;0.24;NA;NA;26;1
287;TRUE;acs;3;2.96;7.39;0.15;44;0.34;NA;NA;16;1
288;FALSE;acs;3;1.89;6.98;0.12;22;0.15;NA;NA;11;1
289;FALSE;acs;3;1.88;7.14;0.38;25;0.28;NA;NA;20;1
290;FALSE;acs;3;2.54;6.89;0.26;29;0.25;NA;NA;12;1
291;FALSE;acs;3;3.03;8.33;0.08;44;0.15;NA;NA;13;1
292;FALSE;acs;3;2.8;7.56;0.1;37;0.26;NA;NA;16;1
293;FALSE;acs;3;2.86;7.98;0.14;41;0.5;NA;NA;19;1
294;FALSE;acs;3;2.57;7.79;0.14;16;0.27;NA;NA;17;1
295;FALSE;acs;3;2.61;7.33;0.26;42;0.4;NA;NA;20;1
296;FALSE;acs;3;2.83;7.92;0.15;44;0.39;NA;NA;15;1
297;FALSE;acs;3;2.63;7.64;0.16;42;0.43;NA;NA;20;1
298;FALSE;acs;3;2.64;7.81;0.07;16;0.42;NA;NA;15;1
299;FALSE;acs;3;3.09;7.53;0.22;43;0.27;NA;NA;23;1
300;FALSE;acs;3;1.79;7.82;0.07;15;0.24;NA;NA;14;1
301;FALSE;acs;3;3.04;6;0.2;41;0.5;NA;NA;21;1
302;FALSE;acs;3;2.26;7.86;0.21;21;0.34;NA;NA;16;1
303;FALSE;acs;3;2.67;7.7;0.12;20;0.21;NA;NA;13;1
304;FALSE;acs;3;2.15;8.28;0.09;20;0.32;NA;NA;13;1
305;FALSE;acs;3;3.12;6.41;0.09;55;0.13;NA;NA;15;1
306;FALSE;acs;3;2.54;5.53;0.14;36;0.19;NA;NA;20;1
307;FALSE;acs;3;2.99;7.86;0.14;42;0.33;NA;NA;18;1
308;FALSE;acs;3;2.46;8.05;0.13;11;0.23;NA;NA;19;1
309;FALSE;acs;3;2.62;7.87;0.16;24;0.15;NA;NA;17;1
310;FALSE;acs;3;3.15;8.83;0.2;44;0.47;NA;NA;16;1
311;FALSE;acs;3;3.24;7.46;0.22;42;0.4;NA;NA;22;1
312;FALSE;acs;3;2.65;6.91;0.15;50;0.24;NA;NA;17;1
