EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;199;504573387;2000-503.tsp;32193389
2;294;1007057382;2000-716.tsp;32236403
3;321;1956119107;2000-802.tsp;32920371
4;398;1087946959;2000-938.tsp;32215316
5;348;1128821490;2000-829.tsp;32428059
6;192;1611590185;2000-437.tsp;32628066
7;224;1675494595;2000-528.tsp;32753048
8;57;837357959;2000-204.tsp;32314241
9;173;381953828;2000-418.tsp;32890172
10;395;1394168806;2000-935.tsp;32394402
11;315;941805929;2000-737.tsp;32510192
12;231;192986028;2000-535.tsp;32501458
13;275;635462356;2000-638.tsp;32260910
14;27;1030207531;2000-123.tsp;32443167
15;223;117259319;2000-527.tsp;32704448
16;119;1115184076;2000-314.tsp;32336475
17;87;1765820093;2000-231.tsp;32919353
18;109;1974759677;2000-305.tsp;32605739
19;180;55491304;2000-425.tsp;32598445
20;302;30643084;2000-724.tsp;32710941
21;79;2102737581;2000-224.tsp;32739725
22;84;1410693112;2000-229.tsp;32329765
23;48;772026769;2000-16.tsp;32747126
24;369;147350522;2000-909.tsp;32655650
25;314;528510063;2000-736.tsp;32470639
