CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;acs;3;1.22;7.69;0.38;96;0.83;NA;NA;14;0
2;FALSE;FALSE;mmas;1;3.72;2.69;0.87;48;NA;NA;NA;37;1
3;FALSE;FALSE;as;2;2.47;5.19;0.62;24;NA;NA;NA;49;1
4;FALSE;FALSE;eas;0;4.97;0.19;0.13;72;NA;NA;20;NA;NA
5;FALSE;FALSE;eas;3;4.35;3.94;0.99;12;NA;NA;301;20;0
6;FALSE;FALSE;acs;1;1.85;8.94;0.5;60;0.46;NA;NA;43;1
7;FALSE;FALSE;ras;2;3.1;1.44;0.25;84;NA;1;NA;31;1
8;FALSE;FALSE;mmas;0;0.6;6.44;0.75;36;NA;NA;NA;NA;NA
9;FALSE;FALSE;mmas;2;0.91;0.81;0.44;30;NA;NA;NA;6;1
10;FALSE;FALSE;ras;0;3.41;5.81;0.93;78;NA;69;NA;NA;NA
11;FALSE;FALSE;eas;3;2.16;3.31;0.69;54;NA;NA;254;40;0
12;FALSE;FALSE;as;1;4.66;8.31;0.19;6;NA;NA;NA;17;1
13;TRUE;FALSE;acs;2;4.03;7.06;0.81;66;0.64;NA;NA;23;1
14;FALSE;FALSE;eas;0;1.53;2.06;0.31;18;NA;NA;161;NA;NA
15;FALSE;FALSE;as;3;2.78;9.56;0.07;42;NA;NA;NA;34;0
16;FALSE;FALSE;ras;1;0.28;4.56;0.56;90;NA;32;NA;11;1
17;FALSE;FALSE;acs;1;4.19;2.37;0.65;27;0.55;NA;NA;36;0
18;FALSE;FALSE;mmas;3;1.69;7.37;0.16;75;NA;NA;NA;13;1
19;FALSE;FALSE;ras;2;0.44;9.87;0.9;51;NA;16;NA;47;0
20;FALSE;FALSE;as;0;2.94;4.87;0.41;99;NA;NA;NA;NA;NA
21;TRUE;FALSE;acs;3;3.57;1.12;0.53;39;0.17;NA;NA;18;1
22;FALSE;FALSE;eas;1;1.07;6.12;0.04;87;NA;NA;231;41;0
23;FALSE;FALSE;ras;0;2.32;8.62;0.78;15;NA;54;NA;NA;NA
24;FALSE;FALSE;mmas;2;4.82;3.62;0.28;63;NA;NA;NA;30;0
25;FALSE;FALSE;mmas;0;3.88;9.25;0.59;57;NA;NA;NA;NA;NA
26;FALSE;FALSE;acs;2;1.38;4.25;0.1;9;0.36;NA;NA;10;0
27;FALSE;FALSE;as;3;0.13;1.75;0.84;81;NA;NA;NA;44;1
28;FALSE;FALSE;eas;1;2.63;6.75;0.35;33;NA;NA;372;21;0
29;FALSE;FALSE;eas;2;3.25;8;0.72;93;NA;NA;90;27;0
30;FALSE;FALSE;acs;0;0.75;3;0.22;45;0.99;NA;NA;NA;NA
31;FALSE;FALSE;as;1;2;0.5;0.96;69;NA;NA;NA;16;0
32;FALSE;FALSE;ras;3;4.5;5.5;0.47;21;NA;85;NA;39;1
33;FALSE;FALSE;ras;3;0.83;6.59;0.11;26;NA;68;NA;32;1
34;FALSE;FALSE;mmas;1;3.33;1.59;0.61;74;NA;NA;NA;9;0
35;FALSE;FALSE;acs;0;4.58;4.09;0.36;50;0.72;NA;NA;NA;NA
36;FALSE;FALSE;eas;2;2.08;9.09;0.86;98;NA;NA;454;21;0
37;FALSE;FALSE;mmas;0;0.21;7.84;0.98;62;NA;NA;NA;NA;NA
38;FALSE;FALSE;acs;2;2.71;2.84;0.48;14;0.1;NA;NA;15;0
39;FALSE;FALSE;ras;1;1.46;5.34;0.24;38;NA;5;NA;26;0
40;FALSE;FALSE;as;3;3.96;0.34;0.73;86;NA;NA;NA;49;1
41;TRUE;FALSE;mmas;3;3.02;5.97;0.3;68;NA;NA;NA;6;1
42;FALSE;FALSE;ras;1;0.52;0.97;0.79;20;NA;12;NA;29;0
43;FALSE;FALSE;as;0;1.77;3.47;0.05;92;NA;NA;NA;NA;NA
44;FALSE;FALSE;eas;2;4.27;8.47;0.55;44;NA;NA;501;41;0
45;FALSE;FALSE;eas;1;4.89;7.22;0.42;80;NA;NA;594;47;0
46;TRUE;FALSE;acs;3;2.39;2.22;0.92;32;0.41;NA;NA;24;1
47;FALSE;FALSE;as;2;1.14;4.72;0.18;56;NA;NA;NA;35;0
48;FALSE;FALSE;ras;0;3.64;9.72;0.67;8;NA;99;NA;NA;NA
49;FALSE;FALSE;ras;3;4.74;8.78;0.21;89;NA;58;NA;8;0
50;FALSE;FALSE;mmas;1;2.24;3.78;0.7;41;NA;NA;NA;31;1
51;FALSE;FALSE;as;2;3.49;6.28;0.95;17;NA;NA;NA;42;1
52;FALSE;FALSE;eas;0;0.99;1.28;0.45;65;NA;NA;383;NA;NA
53;FALSE;FALSE;ras;2;1.61;0.03;0.33;77;NA;46;NA;36;1
54;FALSE;FALSE;as;0;4.11;5.03;0.82;29;NA;NA;NA;NA;NA
55;FALSE;FALSE;acs;1;2.86;7.53;0.08;53;0.19;NA;NA;48;1
56;FALSE;FALSE;mmas;3;0.36;2.53;0.58;5;NA;NA;NA;25;0
57;FALSE;FALSE;as;1;0.68;9.4;0.27;11;NA;NA;NA;22;1
58;FALSE;FALSE;eas;3;3.18;4.4;0.76;59;NA;NA;618;45;0
59;FALSE;FALSE;mmas;2;4.43;1.9;0.02;35;NA;NA;NA;11;1
60;FALSE;FALSE;acs;0;1.93;6.9;0.52;83;0.25;NA;NA;NA;NA
61;FALSE;FALSE;eas;0;2.55;0.65;0.14;23;NA;NA;524;NA;NA
62;FALSE;FALSE;acs;2;0.05;5.65;0.64;71;0.88;NA;NA;16;1
63;FALSE;FALSE;ras;1;3.8;3.15;0.89;95;NA;15;NA;5;1
64;FALSE;FALSE;as;3;1.3;8.15;0.39;47;NA;NA;NA;28;0
65;FALSE;FALSE;mmas;0;2.35;9.95;0.24;81;NA;NA;NA;NA;NA
66;FALSE;FALSE;ras;2;4.85;4.95;0.74;33;NA;61;NA;29;0
67;FALSE;FALSE;acs;1;1.1;7.45;0.99;9;0.07;NA;NA;40;0
68;FALSE;FALSE;eas;3;3.6;2.45;0.49;57;NA;NA;108;17;1
69;FALSE;FALSE;mmas;1;4.23;1.2;0.37;93;NA;NA;NA;35;0
70;TRUE;FALSE;acs;3;1.73;6.2;0.86;45;0.7;NA;NA;12;1
71;FALSE;FALSE;as;2;0.48;8.7;0.12;69;NA;NA;NA;46;0
72;FALSE;FALSE;ras;0;2.98;3.7;0.62;21;NA;23;NA;NA;NA
73;FALSE;FALSE;acs;0;3.92;8.08;0.43;39;0.39;NA;NA;NA;NA
74;FALSE;FALSE;mmas;2;1.42;3.08;0.93;87;NA;NA;NA;9;0
75;FALSE;FALSE;as;1;2.67;5.58;0.68;63;NA;NA;NA;20;0
76;FALSE;FALSE;eas;3;0.17;0.58;0.18;15;NA;NA;61;43;1
77;FALSE;FALSE;acs;2;3.29;9.33;0.31;27;0.76;NA;NA;26;0
78;FALSE;FALSE;eas;0;0.79;4.33;0.8;75;NA;NA;342;NA;NA
79;FALSE;FALSE;as;3;4.54;6.83;0.55;99;NA;NA;NA;38;1
80;FALSE;FALSE;ras;1;2.04;1.83;0.06;51;NA;80;NA;15;0
81;FALSE;FALSE;eas;1;4.39;9.64;0.83;84;NA;NA;178;19;1
82;FALSE;FALSE;as;3;1.89;4.64;0.34;36;NA;NA;NA;42;0
83;FALSE;FALSE;mmas;0;3.14;7.14;0.09;12;NA;NA;NA;NA;NA
84;FALSE;FALSE;ras;2;0.64;2.14;0.58;60;NA;64;NA;7;1
85;FALSE;FALSE;mmas;2;3.76;5.89;0.21;48;NA;NA;NA;25;1
86;FALSE;FALSE;acs;0;1.26;0.89;0.71;96;0.6;NA;NA;NA;NA
87;FALSE;FALSE;as;1;0.01;3.39;0.46;24;NA;NA;NA;13;1
88;FALSE;FALSE;ras;3;2.51;8.39;0.96;72;NA;26;NA;36;0
89;FALSE;FALSE;acs;1;3.45;4.01;0.15;66;0.92;NA;NA;39;1
90;FALSE;FALSE;mmas;3;0.95;9.01;0.65;18;NA;NA;NA;16;0
91;FALSE;FALSE;acs;3;1.1;7.27;0.85;36;0.35;NA;NA;8;1
92;FALSE;FALSE;acs;1;0.93;5.68;0.6;10;0.41;NA;NA;19;1
93;FALSE;FALSE;eas;3;2.78;1.26;0.75;61;NA;NA;713;35;0
94;FALSE;FALSE;acs;2;2.24;1.65;0.91;65;0.59;NA;NA;11;0
95;FALSE;FALSE;mmas;3;0.9;9.06;0.74;96;NA;NA;NA;24;0
96;FALSE;FALSE;acs;1;3.11;5.77;0.46;62;0.19;NA;NA;8;1
97;FALSE;FALSE;as;1;3.68;9.14;0.56;24;NA;NA;NA;29;0
98;FALSE;FALSE;acs;1;2.63;0.92;0.75;43;0.66;NA;NA;28;1
99;FALSE;FALSE;as;3;1.16;5.04;0.57;90;NA;NA;NA;28;1
100;FALSE;FALSE;mmas;2;0.62;5.05;0.35;10;NA;NA;NA;31;0
101;FALSE;FALSE;as;1;4.32;4.83;0.95;80;NA;NA;NA;28;1
102;FALSE;FALSE;eas;0;4.71;7.3;0.76;30;NA;NA;374;NA;NA
103;FALSE;FALSE;ras;1;3.98;8.81;0.11;60;NA;57;NA;39;0
104;FALSE;FALSE;ras;2;1.34;5.8;0.87;65;NA;79;NA;13;1
105;FALSE;FALSE;acs;0;0.47;4.23;0.1;57;0.25;NA;NA;NA;NA
106;FALSE;FALSE;acs;1;2.83;5.82;0.69;48;0.68;NA;NA;38;1
107;FALSE;FALSE;acs;3;0.13;4.88;0.5;37;0.13;NA;NA;18;0
108;FALSE;FALSE;acs;3;0.46;2.02;0.8;46;0.25;NA;NA;12;0
109;FALSE;FALSE;acs;2;2.78;8.39;0.92;94;0.84;NA;NA;22;1
110;FALSE;FALSE;as;2;3.37;2.92;0.76;6;NA;NA;NA;16;0
111;FALSE;FALSE;eas;0;2.72;6.86;0.48;34;NA;NA;449;NA;NA
112;FALSE;FALSE;as;3;2.9;4.66;0.96;62;NA;NA;NA;26;0
113;FALSE;FALSE;acs;0;1.28;6.08;0.93;16;0.34;NA;NA;NA;NA
114;FALSE;FALSE;mmas;3;1.54;5.42;0.96;17;NA;NA;NA;21;1
115;FALSE;FALSE;mmas;0;3.54;6.09;0.21;72;NA;NA;NA;NA;NA
116;FALSE;FALSE;mmas;3;2.16;9.09;0.6;54;NA;NA;NA;14;1
117;FALSE;FALSE;eas;3;0.12;5;0.75;42;NA;NA;619;32;1
118;FALSE;FALSE;acs;2;1.92;9.67;0.98;96;0.07;NA;NA;30;1
119;FALSE;FALSE;mmas;3;1.4;5.22;0.95;67;NA;NA;NA;39;1
120;FALSE;FALSE;mmas;3;0.17;1.54;0.46;24;NA;NA;NA;6;1
121;FALSE;FALSE;eas;0;1.33;4.64;0.81;78;NA;NA;66;NA;NA
122;FALSE;FALSE;ras;0;2.21;6.77;0.91;27;NA;94;NA;NA;NA
123;FALSE;FALSE;ras;3;2.94;3.84;0.84;23;NA;52;NA;39;1
124;FALSE;FALSE;acs;2;4.28;0.53;0.98;29;0.47;NA;NA;21;0
125;FALSE;FALSE;acs;3;1.14;4.99;0.18;69;0.9;NA;NA;9;1
126;FALSE;FALSE;eas;3;1.65;6.13;0.31;20;NA;NA;230;13;0
127;FALSE;FALSE;as;3;0.49;2.73;0.5;75;NA;NA;NA;24;0
128;FALSE;FALSE;ras;1;3.14;6.33;0.23;24;NA;12;NA;12;0
129;FALSE;FALSE;eas;2;0.81;1.35;0.83;73;NA;NA;450;39;0
130;TRUE;FALSE;acs;3;3.16;0.79;0.86;63;0.6;NA;NA;16;1
131;FALSE;FALSE;mmas;0;4.98;6.15;0.52;33;NA;NA;NA;NA;NA
132;FALSE;FALSE;mmas;3;2.94;9.8;0.41;38;NA;NA;NA;11;0
133;FALSE;FALSE;as;0;4.9;6.17;0.66;47;NA;NA;NA;NA;NA
134;FALSE;FALSE;acs;2;1.31;5.2;0.75;38;0.76;NA;NA;8;0
135;FALSE;FALSE;acs;0;3.53;8.77;0.76;64;0.39;NA;NA;NA;NA
136;FALSE;FALSE;as;2;0.64;4.14;0.76;49;NA;NA;NA;5;1
137;TRUE;FALSE;acs;3;2.55;2.81;0.56;40;0.53;NA;NA;29;1
138;FALSE;FALSE;mmas;3;2.73;2.6;0.71;30;NA;NA;NA;7;1
139;FALSE;FALSE;acs;3;2.93;3.67;0.52;87;0;NA;NA;6;0
140;FALSE;FALSE;acs;2;4.22;1.51;0.83;46;0.32;NA;NA;7;1
141;FALSE;FALSE;as;3;1.73;4.42;0.93;45;NA;NA;NA;29;1
142;FALSE;FALSE;acs;3;4.66;4;0.57;74;0.37;NA;NA;30;1
143;FALSE;FALSE;acs;1;3.43;6.74;0.57;23;0.39;NA;NA;18;0
144;FALSE;FALSE;eas;3;4.59;3.79;0.29;78;NA;NA;732;7;0
145;FALSE;FALSE;acs;3;2.16;8.85;0.61;23;0.93;NA;NA;5;0
146;FALSE;FALSE;acs;0;1.77;0.38;0.44;61;0.56;NA;NA;NA;NA
147;FALSE;FALSE;as;1;0.2;8.69;0.88;57;NA;NA;NA;17;1
148;FALSE;FALSE;acs;0;3.33;3.48;0.11;54;0.69;NA;NA;NA;NA
149;FALSE;FALSE;mmas;3;3.63;6.42;0.34;55;NA;NA;NA;38;0
150;FALSE;FALSE;as;1;0.95;5.11;0.47;38;NA;NA;NA;17;0
151;FALSE;FALSE;as;1;0.44;4.38;0.54;14;NA;NA;NA;18;0
152;FALSE;FALSE;acs;2;4.28;5.51;0.54;80;0.3;NA;NA;21;1
153;FALSE;FALSE;as;3;1.88;5.34;0.54;41;NA;NA;NA;9;1
154;FALSE;FALSE;ras;1;3.14;0.18;0.38;53;NA;55;NA;19;1
155;FALSE;FALSE;acs;1;1.94;0.86;0.3;80;0.11;NA;NA;39;0
156;FALSE;FALSE;acs;0;2.26;0.75;0.23;38;0.33;NA;NA;NA;NA
157;FALSE;FALSE;mmas;2;3.39;5.81;0.22;59;NA;NA;NA;11;0
158;FALSE;FALSE;ras;1;2.36;1.5;0.72;71;NA;2;NA;15;1
159;FALSE;FALSE;ras;3;3.91;7.07;0.67;59;NA;49;NA;46;1
160;FALSE;FALSE;ras;3;3.26;5.15;0.2;89;NA;86;NA;37;0
161;TRUE;FALSE;acs;3;3.57;7.45;0.65;56;0.72;NA;NA;21;0
162;FALSE;FALSE;ras;3;1.62;5.16;0.49;37;NA;57;NA;31;0
163;FALSE;FALSE;acs;1;4.21;2.49;0.17;13;0.69;NA;NA;33;1
164;FALSE;FALSE;ras;3;1.48;7.68;0.72;85;NA;94;NA;25;1
165;FALSE;FALSE;eas;3;2.33;0.1;0.83;82;NA;NA;601;29;1
166;FALSE;FALSE;eas;2;2.31;1.38;0.55;67;NA;NA;396;17;1
167;FALSE;FALSE;acs;2;2.68;5.42;0.4;14;0.17;NA;NA;22;0
168;FALSE;FALSE;eas;3;1.72;9.56;0.51;99;NA;NA;411;19;1
169;FALSE;FALSE;as;3;2.29;0.71;0.88;70;NA;NA;NA;18;0
170;FALSE;FALSE;mmas;2;0.32;5.01;0.48;71;NA;NA;NA;40;1
171;FALSE;FALSE;eas;1;2.43;6.05;0.51;51;NA;NA;91;27;0
172;FALSE;FALSE;acs;2;2.01;2.77;0.83;26;0.17;NA;NA;30;1
173;FALSE;FALSE;eas;3;3.84;4.14;0.9;55;NA;NA;358;35;1
174;FALSE;FALSE;as;3;2.09;3.61;0.43;49;NA;NA;NA;19;0
175;FALSE;FALSE;acs;0;2.37;4.66;0.6;32;0.59;NA;NA;NA;NA
176;FALSE;FALSE;acs;3;2.38;7.98;0.92;42;0.82;NA;NA;5;0
177;FALSE;FALSE;acs;3;1.11;1.36;0.7;48;0.09;NA;NA;14;1
178;FALSE;FALSE;acs;1;2.83;9.25;0.82;91;0.83;NA;NA;8;1
179;FALSE;FALSE;acs;3;1.09;0.27;0.78;40;0.09;NA;NA;19;0
180;FALSE;FALSE;ras;3;1.2;4.21;0.71;56;NA;82;NA;30;1
181;FALSE;FALSE;as;2;4.43;8.8;0.48;20;NA;NA;NA;22;0
182;FALSE;FALSE;acs;0;3.35;0.13;0.97;28;0.41;NA;NA;NA;NA
183;FALSE;FALSE;ras;2;3.3;4.79;0.61;81;NA;89;NA;15;0
184;FALSE;FALSE;mmas;3;2.97;7.4;0.97;84;NA;NA;NA;44;1
185;FALSE;FALSE;as;3;0.6;9.02;0.97;33;NA;NA;NA;14;1
186;FALSE;FALSE;as;3;4.03;8.01;0.38;55;NA;NA;NA;14;1
187;FALSE;FALSE;acs;0;1.49;2.38;0.44;31;0.39;NA;NA;NA;NA
188;FALSE;FALSE;eas;3;3.37;7.51;0.57;39;NA;NA;715;33;1
189;TRUE;FALSE;acs;3;4.03;6.21;0.93;6;0.65;NA;NA;28;1
190;FALSE;FALSE;acs;3;3.64;2.71;0.6;63;0.54;NA;NA;26;1
191;FALSE;FALSE;mmas;3;2.15;1.21;0.61;56;NA;NA;NA;25;0
192;FALSE;FALSE;acs;3;2.71;0.59;0.49;38;0.43;NA;NA;41;1
