EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;332;1852684646;2000-813.tsp;32650110
2;233;921852081;2000-537.tsp;32781634
3;56;477309050;2000-203.tsp;32354427
4;131;1370167441;2000-325.tsp;32436261
5;189;108725283;2000-434.tsp;32417762
6;222;852808423;2000-526.tsp;32481455
7;57;1294701937;2000-204.tsp;32360764
8;229;1585268640;2000-533.tsp;32619078
9;30;615533662;2000-126.tsp;32693414
10;287;205357845;2000-709.tsp;32091591
11;305;1113386886;2000-727.tsp;32493975
12;97;835280626;2000-240.tsp;32262426
13;385;1494325655;2000-925.tsp;32801466
14;71;388100919;2000-217.tsp;32155891
15;379;760005680;2000-919.tsp;32365611
16;306;306957375;2000-728.tsp;32477460
17;5;1477667139;2000-103.tsp;32779235
18;347;1687326898;2000-828.tsp;32340939
19;338;1369023232;2000-819.tsp;32552052
20;32;199372732;2000-128.tsp;32262987
21;226;1075555232;2000-530.tsp;32860423
