EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;119;1021108190;2000-314.tsp;32390860
2;28;1099838394;2000-124.tsp;32497041
3;95;590061240;2000-239.tsp;32702258
4;68;2008903455;2000-214.tsp;32664390
5;325;1852559258;2000-806.tsp;32947891
6;226;1830975095;2000-530.tsp;32860423
7;321;1754831421;2000-802.tsp;32957115
8;308;1425180555;2000-730.tsp;32361419
9;108;1470586104;2000-304.tsp;32574687
10;229;1899740125;2000-533.tsp;32619078
11;329;1720458637;2000-810.tsp;32370033
12;277;441647870;2000-640.tsp;32256792
13;112;763342177;2000-308.tsp;32514112
14;51;914916219;2000-19.tsp;32429659
15;359;1953947054;2000-840.tsp;32688712
16;349;959751069;2000-830.tsp;32366130
17;169;199672142;2000-414.tsp;32766041
18;356;2724552;2000-837.tsp;32240681
19;111;141944393;2000-307.tsp;32509372
20;338;1707229053;2000-819.tsp;32552052
21;230;1787550522;2000-534.tsp;32544014
22;385;1507251547;2000-925.tsp;32801466
23;244;1964448782;2000-607.tsp;32725155
24;182;986846101;2000-427.tsp;32573141
25;81;1607884397;2000-226.tsp;32806971
