CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;eas;2;0.9;4.86;0.39;55;NA;NA;293;49;1
2;FALSE;FALSE;as;0;3.4;9.86;0.88;7;NA;NA;NA;NA;NA
3;FALSE;FALSE;mmas;3;2.15;2.36;0.63;31;NA;NA;NA;15;0
4;FALSE;FALSE;ras;1;4.65;7.36;0.14;79;NA;58;NA;38;1
5;FALSE;FALSE;mmas;1;0.28;1.11;0.51;19;NA;NA;NA;44;1
6;FALSE;FALSE;acs;3;2.78;6.11;0.02;67;0.03;NA;NA;21;0
7;FALSE;FALSE;as;2;4.03;8.61;0.76;43;NA;NA;NA;32;1
8;FALSE;FALSE;ras;0;1.53;3.61;0.26;91;NA;46;NA;NA;NA
9;FALSE;FALSE;as;1;1.84;5.49;0.45;37;NA;NA;NA;12;1
10;TRUE;FALSE;ras;3;4.34;0.49;0.94;85;NA;15;NA;35;0
11;FALSE;FALSE;acs;0;0.59;7.99;0.7;61;0.84;NA;NA;NA;NA
12;FALSE;FALSE;eas;2;3.09;2.99;0.2;13;NA;NA;246;24;1
13;FALSE;FALSE;eas;1;3.72;1.74;0.82;73;NA;NA;152;18;1
14;FALSE;FALSE;as;3;1.22;6.74;0.33;25;NA;NA;NA;41;0
15;FALSE;FALSE;mmas;0;4.97;4.24;0.08;49;NA;NA;NA;NA;NA
16;FALSE;FALSE;acs;2;2.47;9.24;0.57;97;0.47;NA;NA;6;1
17;FALSE;FALSE;mmas;1;2.62;7.67;0.36;58;NA;NA;NA;34;0
18;FALSE;FALSE;ras;3;0.12;2.67;0.85;10;NA;12;NA;11;1
19;FALSE;FALSE;as;2;1.37;0.17;0.11;82;NA;NA;NA;45;0
20;FALSE;FALSE;eas;0;3.87;5.17;0.6;34;NA;NA;223;NA;NA
21;FALSE;FALSE;ras;2;3.25;6.42;0.73;22;NA;99;NA;28;0
22;FALSE;FALSE;as;0;0.75;1.42;0.23;70;NA;NA;NA;NA;NA
23;FALSE;FALSE;eas;3;4.5;8.92;0.48;94;NA;NA;129;16;1
24;FALSE;FALSE;acs;1;2;3.92;0.97;46;0.37;NA;NA;39;0
25;FALSE;FALSE;ras;1;1.06;9.55;0.05;16;NA;68;NA;14;0
26;FALSE;FALSE;mmas;3;3.56;4.55;0.54;64;NA;NA;NA;37;1
27;FALSE;FALSE;eas;0;2.31;7.05;0.79;88;NA;NA;363;NA;NA
28;FALSE;FALSE;acs;2;4.81;2.05;0.29;40;0.56;NA;NA;25;0
29;FALSE;FALSE;eas;3;1.68;8.3;0.17;52;NA;NA;82;42;1
30;FALSE;FALSE;as;1;4.18;3.3;0.67;100;NA;NA;NA;19;0
31;FALSE;FALSE;mmas;2;0.43;5.8;0.91;76;NA;NA;NA;8;0
32;FALSE;FALSE;acs;0;2.93;0.8;0.42;28;0.19;NA;NA;NA;NA
33;FALSE;FALSE;eas;1;3.79;2.2;0.93;24;NA;NA;398;50;1
34;FALSE;FALSE;acs;3;1.29;7.2;0.43;72;0.26;NA;NA;27;0
35;FALSE;FALSE;mmas;2;0.04;9.7;0.68;48;NA;NA;NA;39;1
36;FALSE;FALSE;ras;0;2.54;4.7;0.19;96;NA;1;NA;NA;NA
37;FALSE;FALSE;mmas;3;3.17;0.95;0.8;36;NA;NA;NA;10;0
38;FALSE;FALSE;acs;1;0.67;5.95;0.31;84;0.89;NA;NA;33;1
39;FALSE;FALSE;as;0;1.92;8.45;0.56;12;NA;NA;NA;NA;NA
40;FALSE;FALSE;eas;2;4.42;3.45;0.06;60;NA;NA;680;44;1
41;FALSE;FALSE;mmas;2;1.61;4.08;0.37;6;NA;NA;NA;19;1
42;FALSE;FALSE;acs;0;4.11;9.08;0.87;54;0.58;NA;NA;NA;NA
43;FALSE;FALSE;ras;3;0.36;1.58;0.62;78;NA;32;NA;30;0
