EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;198;2006097543;2000-502.tsp;NA
2;160;692395803;2000-405.tsp;NA
3;126;820848628;2000-320.tsp;NA
4;108;1055102375;2000-304.tsp;NA
5;84;1505489904;2000-229.tsp;NA
6;11;1835749132;2000-109.tsp;NA
7;45;45532021;2000-14.tsp;NA
8;85;1103729182;2000-23.tsp;NA
9;68;1938461895;2000-214.tsp;NA
10;129;798567558;2000-323.tsp;NA
11;60;1884307594;2000-207.tsp;NA
12;329;1820213801;2000-810.tsp;NA
13;116;1817566871;2000-311.tsp;NA
14;18;1296138280;2000-115.tsp;NA
15;136;1062193877;2000-33.tsp;NA
16;41;144083318;2000-136.tsp;NA
17;262;1847463942;2000-625.tsp;NA
18;250;1526370176;2000-613.tsp;NA
19;277;1838069473;2000-640.tsp;NA
20;371;99091004;2000-911.tsp;NA
21;29;45011812;2000-125.tsp;NA
22;173;1950470410;2000-418.tsp;NA
