EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;68;2084433250;2000-214.tsp;32612028
2;188;1205793383;2000-433.tsp;32192860
3;127;1427763502;2000-321.tsp;32479649
4;346;1175431509;2000-827.tsp;32378193
5;36;1757830723;2000-131.tsp;32658052
6;314;645086795;2000-736.tsp;32470639
7;382;1811069748;2000-922.tsp;32797346
8;29;1929535123;2000-125.tsp;32497796
9;244;974819280;2000-607.tsp;32701424
10;260;1950740894;2000-623.tsp;32603892
11;116;1750290513;2000-311.tsp;32959659
12;356;105390968;2000-837.tsp;32208886
13;354;267028593;2000-835.tsp;32692416
14;386;1177554896;2000-926.tsp;32132200
15;40;1338248767;2000-135.tsp;32731118
16;336;350967355;2000-817.tsp;32536774
17;85;405131877;2000-23.tsp;32639292
18;80;1044446075;2000-225.tsp;32476248
19;179;52844350;2000-424.tsp;32581340
20;236;1886731207;2000-540.tsp;32473943
21;226;869825380;2000-530.tsp;32829281
22;58;1320052410;2000-205.tsp;32467593
23;230;456606768;2000-534.tsp;32507838
