CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;acs;3;1.91;9.44;0.49;87;0.13;NA;NA;45;1
2;FALSE;FALSE;mmas;1;4.41;4.44;0.99;39;NA;NA;NA;22;0
3;FALSE;FALSE;eas;0;3.16;1.94;0.24;63;NA;NA;198;NA;NA
4;FALSE;FALSE;as;2;0.66;6.94;0.74;15;NA;NA;NA;11;0
5;FALSE;FALSE;eas;3;2.54;3.19;0.86;27;NA;NA;105;28;1
6;FALSE;FALSE;acs;1;0.04;8.19;0.37;75;0.5;NA;NA;5;0
7;FALSE;FALSE;mmas;0;1.29;5.69;0.61;51;NA;NA;NA;NA;NA
8;FALSE;FALSE;ras;2;3.79;0.69;0.12;99;NA;96;NA;17;0
9;FALSE;FALSE;as;3;4.1;7.57;0.18;33;NA;NA;NA;25;1
10;FALSE;FALSE;ras;1;1.6;2.57;0.68;81;NA;65;NA;48;0
11;FALSE;FALSE;mmas;0;0.35;0.07;0.43;9;NA;NA;NA;NA;NA
12;FALSE;FALSE;acs;2;2.85;5.07;0.92;57;0.32;NA;NA;37;0
13;FALSE;FALSE;mmas;2;2.22;1.32;0.31;45;NA;NA;NA;43;0
14;FALSE;FALSE;ras;0;4.72;6.32;0.8;93;NA;27;NA;NA;NA
15;FALSE;FALSE;eas;3;0.97;3.82;0.55;69;NA;NA;58;8;1
16;FALSE;FALSE;as;1;3.47;8.82;0.06;21;NA;NA;NA;31;0
17;FALSE;FALSE;eas;1;4.25;6.01;0.46;42;NA;NA;175;30;1
18;FALSE;FALSE;as;3;1.75;1.01;0.95;90;NA;NA;NA;7;0
19;FALSE;FALSE;ras;2;0.5;3.51;0.21;18;NA;80;NA;41;1
20;FALSE;FALSE;mmas;0;3;8.51;0.71;66;NA;NA;NA;NA;NA
21;FALSE;FALSE;as;1;1.13;2.26;0.83;54;NA;NA;NA;47;1
22;FALSE;FALSE;ras;3;3.63;7.26;0.34;6;NA;18;NA;24;0
23;FALSE;FALSE;eas;2;4.88;9.76;0.58;78;NA;NA;269;35;1
24;FALSE;FALSE;acs;0;2.38;4.76;0.09;30;0.04;NA;NA;NA;NA
25;FALSE;FALSE;ras;2;1.44;7.88;0.77;36;NA;87;NA;15;1
