CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;TRUE;FALSE;acs;3;4.85;3.96;1;6;0.58;NA;NA;36;1
2;FALSE;FALSE;eas;1;2.35;8.96;0.5;54;NA;NA;698;13;0
3;FALSE;FALSE;mmas;2;3.6;1.46;0.25;78;NA;NA;NA;25;0
4;FALSE;FALSE;ras;0;1.1;6.46;0.75;30;NA;50;NA;NA;NA
5;FALSE;FALSE;acs;1;2.98;2.71;0.87;42;0.2;NA;NA;19;0
6;FALSE;FALSE;mmas;3;0.48;7.71;0.38;90;NA;NA;NA;42;1
7;FALSE;FALSE;as;0;4.23;0.21;0.13;66;NA;NA;NA;NA;NA
8;FALSE;FALSE;ras;2;1.73;5.21;0.63;18;NA;88;NA;7;0
9;FALSE;FALSE;mmas;0;2.66;5.83;0.93;84;NA;NA;NA;NA;NA
10;FALSE;FALSE;acs;2;0.16;0.83;0.44;36;0.89;NA;NA;45;0
11;FALSE;FALSE;eas;1;3.91;8.33;0.19;12;NA;NA;651;33;0
12;FALSE;FALSE;as;3;1.41;3.33;0.69;60;NA;NA;NA;10;1
13;FALSE;FALSE;ras;3;3.29;9.58;0.07;48;NA;19;NA;16;1
14;FALSE;FALSE;as;1;0.79;4.58;0.56;96;NA;NA;NA;39;0
15;FALSE;FALSE;acs;0;2.04;2.08;0.32;24;0.26;NA;NA;NA;NA
16;FALSE;FALSE;eas;2;4.54;7.08;0.81;72;NA;NA;557;28;0
17;FALSE;FALSE;mmas;0;1.57;8.65;0.78;9;NA;NA;NA;NA;NA
18;FALSE;FALSE;ras;2;4.07;3.65;0.28;57;NA;97;NA;23;1
19;FALSE;FALSE;acs;1;0.32;6.15;0.04;81;0.8;NA;NA;12;1
20;FALSE;FALSE;eas;3;2.82;1.15;0.53;33;NA;NA;581;35;0
21;FALSE;FALSE;eas;0;3.45;4.9;0.41;93;NA;NA;487;NA;NA
22;FALSE;FALSE;as;2;0.95;9.9;0.9;45;NA;NA;NA;6;1
23;FALSE;FALSE;mmas;1;4.7;2.4;0.66;21;NA;NA;NA;18;1
24;FALSE;FALSE;acs;3;2.2;7.4;0.16;69;0.42;NA;NA;41;0
25;FALSE;FALSE;ras;0;4.38;9.27;0.59;63;NA;28;NA;NA;NA
26;FALSE;FALSE;mmas;2;1.88;4.27;0.1;15;NA;NA;NA;49;1
27;FALSE;FALSE;eas;3;0.63;1.77;0.84;87;NA;NA;721;15;0
28;FALSE;FALSE;as;1;3.13;6.77;0.35;39;NA;NA;NA;38;1
29;FALSE;FALSE;as;3;3.76;5.52;0.47;27;NA;NA;NA;20;0
30;FALSE;FALSE;ras;1;1.26;0.52;0.97;75;NA;66;NA;43;1
31;FALSE;FALSE;acs;2;2.51;8.02;0.72;99;0.11;NA;NA;32;1
32;FALSE;FALSE;eas;0;0.01;3.02;0.22;51;NA;NA;440;NA;NA
33;FALSE;FALSE;mmas;0;1.34;6.93;0.52;77;NA;NA;NA;NA;NA
34;TRUE;FALSE;acs;2;3.84;1.93;0.02;29;0.66;NA;NA;40;0
35;FALSE;FALSE;as;3;2.59;4.43;0.76;53;NA;NA;NA;5;1
36;FALSE;FALSE;ras;1;0.09;9.43;0.27;5;NA;99;NA;28;0
37;FALSE;FALSE;eas;2;0.71;5.68;0.64;65;NA;NA;171;34;0
38;FALSE;FALSE;acs;0;3.21;0.68;0.15;17;0.03;NA;NA;NA;NA
39;FALSE;FALSE;mmas;1;4.46;3.18;0.89;89;NA;NA;NA;46;0
40;FALSE;FALSE;ras;3;1.96;8.18;0.39;41;NA;36;NA;23;1
41;FALSE;FALSE;eas;2;2.9;6.3;0.95;23;NA;NA;30;14;0
42;FALSE;FALSE;as;0;0.4;1.3;0.46;71;NA;NA;NA;NA;NA
43;FALSE;FALSE;mmas;3;4.15;8.8;0.21;95;NA;NA;NA;48;1
44;FALSE;FALSE;ras;1;1.65;3.8;0.7;47;NA;92;NA;25;0
45;FALSE;FALSE;as;2;2.27;0.05;0.33;83;NA;NA;NA;20;0
46;FALSE;FALSE;ras;0;4.77;5.05;0.83;35;NA;5;NA;NA;NA
47;TRUE;FALSE;acs;3;1.02;2.55;0.58;11;0.84;NA;NA;31;1
48;FALSE;FALSE;eas;1;3.52;7.55;0.08;59;NA;NA;311;8;0
49;FALSE;FALSE;as;1;2.12;5.36;0.24;32;NA;NA;NA;33;1
50;FALSE;FALSE;eas;3;4.62;0.36;0.73;80;NA;NA;335;10;0
51;FALSE;FALSE;acs;0;0.87;7.86;0.98;56;1;NA;NA;NA;NA
52;FALSE;FALSE;mmas;2;3.37;2.86;0.49;8;NA;NA;NA;44;1
53;FALSE;FALSE;eas;0;3.99;4.11;0.36;44;NA;NA;53;NA;NA
54;FALSE;FALSE;acs;2;1.49;9.11;0.86;92;0.37;NA;NA;38;1
55;FALSE;FALSE;mmas;3;0.24;6.61;0.11;20;NA;NA;NA;27;0
56;FALSE;FALSE;ras;1;2.74;1.61;0.61;68;NA;83;NA;50;1
57;FALSE;FALSE;ras;3;3.68;5.99;0.3;74;NA;39;NA;47;0
58;FALSE;FALSE;mmas;1;1.18;0.99;0.8;26;NA;NA;NA;24;1
59;FALSE;FALSE;as;2;4.93;8.49;0.55;50;NA;NA;NA;13;1
60;FALSE;FALSE;eas;0;2.43;3.49;0.05;98;NA;NA;100;NA;NA
61;FALSE;FALSE;as;0;3.06;9.74;0.67;14;NA;NA;NA;NA;NA
62;FALSE;FALSE;ras;2;0.56;4.74;0.18;62;NA;52;NA;18;1
63;FALSE;FALSE;mmas;3;1.81;2.24;0.92;38;NA;NA;NA;30;0
64;FALSE;FALSE;acs;1;4.31;7.24;0.42;86;0.56;NA;NA;7;1
65;FALSE;FALSE;acs;2;4.5;5.91;0.22;41;0.49;NA;NA;29;0
66;FALSE;FALSE;eas;0;2;0.91;0.71;89;NA;NA;622;NA;NA
67;FALSE;FALSE;ras;1;0.75;3.41;0.46;17;NA;25;NA;41;0
68;FALSE;FALSE;as;3;3.25;8.41;0.96;65;NA;NA;NA;18;1
69;TRUE;FALSE;eas;3;1.38;4.66;0.34;29;NA;NA;528;12;1
70;FALSE;FALSE;as;1;3.88;9.66;0.83;77;NA;NA;NA;35;0
71;FALSE;FALSE;mmas;2;0.13;2.16;0.59;53;NA;NA;NA;47;0
72;FALSE;FALSE;acs;0;2.63;7.16;0.09;5;0.87;NA;NA;NA;NA
73;FALSE;FALSE;ras;2;3.56;0.29;0.77;11;NA;43;NA;27;0
74;FALSE;FALSE;mmas;0;1.06;5.29;0.28;59;NA;NA;NA;NA;NA
75;FALSE;FALSE;acs;1;2.31;7.79;0.52;35;0.68;NA;NA;15;0
76;FALSE;FALSE;eas;3;4.81;2.79;0.03;83;NA;NA;387;38;1
77;FALSE;FALSE;acs;3;0.44;9.04;0.65;23;0.05;NA;NA;44;1
78;FALSE;FALSE;mmas;1;2.94;4.04;0.15;71;NA;NA;NA;21;0
79;FALSE;FALSE;as;2;1.69;6.54;0.4;95;NA;NA;NA;9;0
80;FALSE;FALSE;ras;0;4.19;1.54;0.9;47;NA;81;NA;NA;NA
81;FALSE;FALSE;eas;2;1.22;8.72;0.12;74;NA;NA;598;5;1
82;FALSE;FALSE;as;0;3.72;3.72;0.62;26;NA;NA;NA;NA;NA
83;FALSE;FALSE;acs;1;4.97;1.22;0.37;98;0.34;NA;NA;16;1
84;FALSE;FALSE;mmas;3;2.47;6.22;0.86;50;NA;NA;NA;39;0
85;FALSE;FALSE;mmas;2;4.34;4.97;0.74;38;NA;NA;NA;22;1
86;FALSE;FALSE;ras;0;1.84;9.97;0.25;86;NA;90;NA;NA;NA
87;FALSE;FALSE;eas;1;0.59;7.47;0.99;14;NA;NA;505;11;1
88;TRUE;FALSE;acs;3;3.09;2.47;0.49;62;0.96;NA;NA;34;0
89;FALSE;FALSE;as;1;1.53;1.85;0.06;44;NA;NA;NA;42;1
90;FALSE;FALSE;ras;3;4.03;6.85;0.56;92;NA;71;NA;19;0
91;FALSE;FALSE;acs;0;0.28;4.35;0.8;68;0.15;NA;NA;NA;NA
92;FALSE;FALSE;eas;2;3.08;3.27;0.72;46;NA;NA;635;8;0
93;FALSE;FALSE;mmas;0;2.72;5.03;0.55;12;NA;NA;NA;NA;NA
94;FALSE;FALSE;mmas;2;4.94;5.76;0.83;20;NA;NA;NA;26;1
95;FALSE;FALSE;ras;2;3.75;2.53;0.33;35;NA;99;NA;32;0
96;FALSE;FALSE;acs;3;2.9;2.84;0.18;70;0.74;NA;NA;38;0
97;FALSE;FALSE;eas;1;1.7;3.46;0.72;14;NA;NA;742;41;1
98;FALSE;FALSE;mmas;3;0.14;3.28;0.16;49;NA;NA;NA;12;1
99;FALSE;FALSE;ras;3;1.87;4.75;0.31;41;NA;47;NA;31;0
100;FALSE;FALSE;eas;2;1.6;3.39;0.47;28;NA;NA;607;28;1
101;FALSE;FALSE;mmas;3;1.9;6.19;0.94;42;NA;NA;NA;44;1
102;FALSE;FALSE;ras;2;2.21;9.32;0.85;40;NA;34;NA;37;0
103;FALSE;FALSE;eas;2;2.19;3.68;0.36;42;NA;NA;193;47;1
104;FALSE;FALSE;ras;0;1.43;4.36;0.7;41;NA;92;NA;NA;NA
105;FALSE;FALSE;ras;3;1.78;8.39;0.49;50;NA;81;NA;6;1
106;FALSE;FALSE;ras;0;1.24;3.15;0.28;53;NA;4;NA;NA;NA
107;TRUE;FALSE;acs;3;4.02;5.48;0.97;24;0.71;NA;NA;38;1
108;FALSE;FALSE;acs;1;4.11;5;0.48;18;0.51;NA;NA;43;0
109;FALSE;FALSE;as;0;1;2.36;0.64;54;NA;NA;NA;NA;NA
110;FALSE;FALSE;ras;3;1.32;3.91;0.49;56;NA;47;NA;17;0
111;FALSE;FALSE;mmas;1;4.38;7.04;0.24;28;NA;NA;NA;46;0
112;FALSE;FALSE;eas;1;3.44;1.65;0.78;38;NA;NA;675;36;1
113;FALSE;FALSE;acs;1;3.55;5.05;0.36;18;0.52;NA;NA;39;0
114;FALSE;FALSE;acs;1;4.69;3.97;0.8;14;0.9;NA;NA;6;0
115;FALSE;FALSE;ras;3;2.12;8.52;0.73;30;NA;42;NA;21;0
116;FALSE;FALSE;as;2;4.06;4.59;0.2;17;NA;NA;NA;49;0
117;FALSE;FALSE;mmas;1;4.17;1.8;0.69;48;NA;NA;NA;37;1
118;FALSE;FALSE;acs;1;3.14;4.9;0.05;33;0.92;NA;NA;32;1
119;FALSE;FALSE;eas;2;4.74;6.34;0.36;77;NA;NA;223;34;0
120;FALSE;FALSE;acs;2;1.59;4.67;0.04;27;0.52;NA;NA;47;1
121;FALSE;FALSE;mmas;3;3.57;2.69;0.44;47;NA;NA;NA;19;1
122;FALSE;FALSE;as;3;4.27;4.34;0.98;16;NA;NA;NA;17;0
123;FALSE;FALSE;acs;3;2.27;1.33;0.54;69;0.83;NA;NA;40;0
124;FALSE;FALSE;acs;3;3.98;4.11;0.94;82;0.6;NA;NA;40;1
125;FALSE;FALSE;acs;3;0.07;4.07;0.71;7;0.55;NA;NA;15;1
126;FALSE;FALSE;ras;0;0.91;2.48;0.27;12;NA;77;NA;NA;NA
127;FALSE;FALSE;ras;2;0.83;7.94;0.99;50;NA;91;NA;29;1
128;FALSE;FALSE;acs;1;3.15;6.69;0.93;18;0.46;NA;NA;32;1
129;FALSE;FALSE;ras;1;1.91;0.8;0.29;74;NA;89;NA;28;1
130;FALSE;FALSE;mmas;2;3.69;5.12;0.02;16;NA;NA;NA;43;0
131;FALSE;FALSE;acs;3;3.5;7.55;0.71;19;0.91;NA;NA;45;0
132;FALSE;FALSE;as;3;1.56;4.28;0.31;26;NA;NA;NA;23;1
133;TRUE;FALSE;acs;3;3.14;0.66;0.44;5;0.87;NA;NA;9;0
134;FALSE;FALSE;as;3;2.52;3.68;0.56;99;NA;NA;NA;43;1
135;FALSE;FALSE;ras;3;4.47;4.41;0.63;36;NA;88;NA;31;0
136;FALSE;FALSE;ras;0;4.66;4.86;0.37;68;NA;3;NA;NA;NA
137;FALSE;FALSE;as;3;1.23;5.21;0.57;6;NA;NA;NA;40;0
138;FALSE;FALSE;ras;1;1.72;6.93;0.47;43;NA;26;NA;26;1
139;FALSE;FALSE;mmas;3;0.99;1.99;0.41;50;NA;NA;NA;22;0
140;FALSE;FALSE;ras;3;4.84;4.71;0.23;16;NA;78;NA;28;0
141;FALSE;FALSE;acs;3;2.57;9.59;0.06;26;0.2;NA;NA;41;0
142;FALSE;FALSE;eas;2;1.62;5.54;0.65;69;NA;NA;588;15;0
143;FALSE;FALSE;mmas;1;1.73;4.01;0.25;22;NA;NA;NA;20;0
144;FALSE;FALSE;as;3;0.78;4.75;0.41;88;NA;NA;NA;16;1
145;FALSE;FALSE;acs;2;4.32;7.58;0.19;68;0.65;NA;NA;38;0
146;FALSE;FALSE;as;0;4.64;2.15;0.61;72;NA;NA;NA;NA;NA
147;FALSE;FALSE;mmas;2;3.33;0;0.86;10;NA;NA;NA;49;1
148;FALSE;FALSE;as;3;2.83;9.3;0.88;37;NA;NA;NA;10;1
149;FALSE;FALSE;eas;3;3.48;4.1;0.62;9;NA;NA;417;9;1
150;FALSE;FALSE;as;3;3.98;2.17;0.12;74;NA;NA;NA;33;0
151;FALSE;FALSE;eas;2;1.84;2.33;0.33;53;NA;NA;179;29;0
152;FALSE;FALSE;mmas;1;0.54;2.5;0.56;27;NA;NA;NA;15;1
153;FALSE;FALSE;ras;2;2;2.02;0.85;62;NA;68;NA;34;1
