CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;eas;2;1.43;0.39;0.28;47;NA;NA;199;5;1
2;FALSE;acs;0;3.93;5.39;0.78;95;0.25;NA;NA;NA;NA
3;FALSE;mmas;1;2.68;7.89;0.03;23;NA;NA;NA;17;1
4;FALSE;ras;3;0.18;2.89;0.53;71;NA;100;NA;40;0
5;TRUE;acs;2;3.31;6.64;0.9;59;0.62;NA;NA;22;1
6;FALSE;mmas;0;0.81;1.64;0.41;11;NA;NA;NA;NA;NA
7;FALSE;ras;1;2.06;4.14;0.65;83;NA;37;NA;11;1
8;FALSE;as;3;4.56;9.14;0.16;35;NA;NA;NA;34;0
9;FALSE;acs;3;1.74;8.52;0.47;77;0.94;NA;NA;14;0
10;FALSE;eas;1;4.24;3.52;0.96;29;NA;NA;58;37;1
11;FALSE;ras;0;2.99;1.02;0.22;53;NA;69;NA;NA;NA
12;FALSE;as;2;0.49;6.02;0.71;5;NA;NA;NA;48;1
13;FALSE;mmas;3;3.62;4.77;0.84;17;NA;NA;NA;20;0
14;FALSE;acs;1;1.12;9.77;0.34;65;0.31;NA;NA;43;1
15;FALSE;as;0;2.37;7.27;0.59;41;NA;NA;NA;NA;NA
16;FALSE;eas;2;4.87;2.27;0.1;89;NA;NA;339;31;1
17;FALSE;ras;1;4.4;6.96;0.5;50;NA;47;NA;21;0
18;FALSE;mmas;3;1.9;1.96;0.99;98;NA;NA;NA;44;1
19;FALSE;acs;2;0.65;4.46;0.25;26;0.41;NA;NA;9;0
20;FALSE;eas;0;3.15;9.46;0.75;74;NA;NA;316;NA;NA
21;FALSE;as;1;0.02;0.71;0.87;62;NA;NA;NA;15;0
22;TRUE;eas;3;2.52;5.71;0.37;14;NA;NA;35;38;1
23;FALSE;mmas;2;3.77;8.21;0.62;86;NA;NA;NA;27;0
24;FALSE;acs;0;1.27;3.21;0.13;38;0.78;NA;NA;NA;NA
25;FALSE;as;0;4.71;3.83;0.31;80;NA;NA;NA;NA;NA
26;FALSE;ras;2;2.21;8.83;0.81;32;NA;16;NA;47;0
27;FALSE;mmas;3;0.96;6.33;0.06;56;NA;NA;NA;12;1
28;FALSE;acs;1;3.46;1.33;0.56;8;0.72;NA;NA;35;0
29;FALSE;eas;0;0.34;7.58;0.93;20;NA;NA;269;NA;NA
30;FALSE;as;2;2.84;2.58;0.44;68;NA;NA;NA;30;0
31;TRUE;ras;3;4.09;0.08;0.68;44;NA;78;NA;18;1
32;FALSE;mmas;1;1.59;5.08;0.19;92;NA;NA;NA;41;0
33;FALSE;eas;1;0.41;4.92;0.61;36;NA;NA;445;32;1
34;FALSE;acs;3;2.91;9.92;0.11;84;0.67;NA;NA;9;0
35;FALSE;ras;0;1.66;2.42;0.36;60;NA;86;NA;NA;NA
36;FALSE;mmas;2;4.16;7.42;0.85;12;NA;NA;NA;43;1
37;FALSE;acs;1;4.79;8.67;0.24;72;0.05;NA;NA;49;1
38;FALSE;mmas;3;2.29;3.67;0.73;24;NA;NA;NA;26;0
39;FALSE;as;0;3.54;6.17;0.98;48;NA;NA;NA;NA;NA
40;TRUE;eas;2;1.04;1.17;0.48;96;NA;NA;726;38;1
41;FALSE;eas;2;2.6;1.8;0.17;42;NA;NA;585;12;1
42;FALSE;acs;0;0.1;6.8;0.67;90;0.48;NA;NA;NA;NA
43;TRUE;ras;3;3.85;4.3;0.92;66;NA;55;NA;46;0
44;FALSE;as;1;1.35;9.3;0.42;18;NA;NA;NA;23;1
45;FALSE;ras;2;1.98;5.55;0.54;54;NA;42;NA;17;1
46;FALSE;ras;0;0.91;6.25;0.71;86;NA;40;NA;NA;NA
47;FALSE;mmas;0;3.6;1.43;0.48;56;NA;NA;NA;NA;NA
