EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;68;405447520;2000-214.tsp;32612028
2;188;1985541088;2000-433.tsp;32192860
3;127;1227243254;2000-321.tsp;32479649
4;346;1625451962;2000-827.tsp;32378193
5;36;1829515897;2000-131.tsp;32658052
6;314;2033924670;2000-736.tsp;32470639
7;382;1632976187;2000-922.tsp;32797346
8;29;1315917051;2000-125.tsp;32497796
9;244;440427067;2000-607.tsp;32701424
10;260;653339755;2000-623.tsp;32603892
11;116;767324381;2000-311.tsp;32959659
12;356;2030882258;2000-837.tsp;32208886
13;354;588677556;2000-835.tsp;32692416
14;386;529711143;2000-926.tsp;32132200
15;40;239235668;2000-135.tsp;32731118
