EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;68;405447520;2000-214.tsp;NA
2;188;1985541088;2000-433.tsp;NA
3;127;1227243254;2000-321.tsp;NA
4;346;1625451962;2000-827.tsp;NA
5;36;1829515897;2000-131.tsp;NA
6;314;2033924670;2000-736.tsp;NA
7;382;1632976187;2000-922.tsp;NA
8;29;1315917051;2000-125.tsp;NA
9;244;440427067;2000-607.tsp;NA
10;260;653339755;2000-623.tsp;NA
11;116;767324381;2000-311.tsp;NA
12;356;2030882258;2000-837.tsp;NA
13;354;588677556;2000-835.tsp;NA
14;386;529711143;2000-926.tsp;NA
15;40;239235668;2000-135.tsp;NA
16;336;1737891670;2000-817.tsp;NA
