EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;50;1003845712;2000-18.tsp;NA
2;325;298466939;2000-806.tsp;NA
3;200;1172643947;2000-504.tsp;NA
4;282;1000664165;2000-704.tsp;NA
5;29;1075994872;2000-125.tsp;NA
6;386;1062706256;2000-926.tsp;NA
7;263;2139604999;2000-626.tsp;NA
8;149;2095761030;2000-35.tsp;NA
9;127;163345548;2000-321.tsp;NA
10;284;606099628;2000-706.tsp;NA
11;244;989635037;2000-607.tsp;NA
12;387;1793625715;2000-927.tsp;NA
13;253;1736126945;2000-616.tsp;NA
14;106;224616894;2000-302.tsp;NA
15;273;1283238536;2000-636.tsp;NA
16;338;213414111;2000-819.tsp;NA
17;121;2030297268;2000-316.tsp;NA
