CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;ras;1;1.8;0.88;0.38;91;NA;16;NA;18;0
2;FALSE;as;3;4.3;5.88;0.88;43;NA;NA;NA;41;1
3;FALSE;mmas;0;0.55;3.38;0.63;19;NA;NA;NA;NA;NA
4;FALSE;acs;2;3.05;8.38;0.14;67;0.61;NA;NA;6;0
5;FALSE;mmas;2;2.43;4.63;0.51;31;NA;NA;NA;24;0
6;FALSE;ras;0;4.93;9.63;0.01;79;NA;78;NA;NA;NA
7;FALSE;as;1;3.68;7.13;0.75;7;NA;NA;NA;12;0
8;FALSE;eas;3;1.18;2.13;0.26;55;NA;NA;438;35;1
9;FALSE;mmas;0;1.49;7.75;0.32;37;NA;NA;NA;NA;NA
10;FALSE;ras;2;3.99;2.75;0.82;85;NA;47;NA;50;0
11;FALSE;acs;1;0.24;5.25;0.57;61;0.3;NA;NA;38;0
12;TRUE;eas;3;2.74;0.25;0.07;13;NA;NA;485;15;1
13;FALSE;mmas;1;4.62;1.5;0.2;49;NA;NA;NA;44;0
14;FALSE;acs;3;2.12;6.5;0.69;97;0.92;NA;NA;21;1
15;FALSE;as;2;0.87;9;0.45;25;NA;NA;NA;32;0
16;FALSE;eas;0;3.37;4;0.94;73;NA;NA;579;NA;NA
17;FALSE;eas;1;1.96;9.94;0.91;88;NA;NA;415;34;1
18;TRUE;acs;3;4.46;4.94;0.41;40;0.08;NA;NA;11;0
19;FALSE;mmas;2;3.21;2.44;0.66;64;NA;NA;NA;45;1
20;FALSE;ras;0;0.71;7.44;0.17;16;NA;100;NA;NA;NA
21;FALSE;ras;2;1.34;6.19;0.04;52;NA;38;NA;28;1
22;FALSE;as;0;3.84;1.19;0.54;100;NA;NA;NA;NA;NA
23;FALSE;mmas;3;0.09;8.69;0.79;76;NA;NA;NA;17;0
24;FALSE;acs;1;2.59;3.69;0.29;28;0.7;NA;NA;40;1
25;FALSE;eas;1;4.15;8.06;0.72;34;NA;NA;555;14;1
26;FALSE;as;3;1.65;3.06;0.23;82;NA;NA;NA;37;0
27;FALSE;mmas;0;2.9;5.56;0.48;58;NA;NA;NA;NA;NA
28;FALSE;acs;2;0.4;0.56;0.97;10;0.39;NA;NA;25;1
29;FALSE;ras;3;3.52;9.31;0.6;22;NA;69;NA;42;0
30;FALSE;as;1;1.02;4.31;0.1;70;NA;NA;NA;19;1
31;FALSE;eas;2;4.77;6.81;0.35;94;NA;NA;649;8;1
32;FALSE;acs;0;2.27;1.81;0.85;46;0.77;NA;NA;NA;NA
33;FALSE;ras;1;0.48;9.16;0.83;39;NA;49;NA;9;1
34;FALSE;as;3;2.98;4.16;0.34;87;NA;NA;NA;32;0
35;FALSE;acs;2;4.23;1.66;0.58;15;0.13;NA;NA;20;1
36;FALSE;mmas;0;1.73;6.66;0.09;63;NA;NA;NA;NA;NA
37;FALSE;ras;3;2.35;7.91;0.96;27;NA;86;NA;49;0
38;FALSE;mmas;1;4.85;2.91;0.46;75;NA;NA;NA;26;1
39;FALSE;acs;0;3.6;0.41;0.71;51;0.5;NA;NA;NA;NA
40;FALSE;eas;2;1.1;5.41;0.21;99;NA;NA;262;14;1
41;TRUE;mmas;3;3.91;9.78;0.65;69;NA;NA;NA;23;0
42;FALSE;ras;1;1.41;4.78;0.15;21;NA;42;NA;46;1
43;FALSE;eas;2;2.66;7.28;0.4;45;NA;NA;309;34;1
44;FALSE;as;0;0.16;2.28;0.89;93;NA;NA;NA;NA;NA
45;FALSE;acs;3;0.79;3.53;0.03;33;0.31;NA;NA;6;0
46;FALSE;as;2;2.72;7.78;0.52;54;NA;NA;NA;7;1
47;FALSE;mmas;0;3.48;3.45;0.22;41;NA;NA;NA;NA;NA
48;FALSE;mmas;2;3.55;9.92;0.8;27;NA;NA;NA;13;0
49;FALSE;as;3;3.59;4.87;0.55;10;NA;NA;NA;8;0
50;FALSE;ras;0;0.17;1.82;0.69;96;NA;50;NA;NA;NA
51;FALSE;eas;3;4.6;5.59;0.61;16;NA;NA;520;7;0
52;FALSE;ras;2;3.94;5.24;0.32;11;NA;39;NA;50;1
53;FALSE;mmas;0;2.72;7.86;0.02;29;NA;NA;NA;NA;NA
54;FALSE;as;2;3.05;1.86;0.25;23;NA;NA;NA;9;1
55;FALSE;acs;1;2.74;1.75;0.97;26;0.32;NA;NA;16;1
56;FALSE;eas;2;3.65;0.77;0.08;46;NA;NA;413;13;0
57;FALSE;mmas;3;3.5;1.44;0.33;7;NA;NA;NA;24;0
58;FALSE;as;1;1.07;2.26;0.17;13;NA;NA;NA;19;0
59;FALSE;eas;3;1.86;0.57;0.41;90;NA;NA;419;5;1
60;FALSE;acs;2;4.51;2.85;0.45;35;0.57;NA;NA;8;1
61;FALSE;as;3;1.92;5.51;0.8;48;NA;NA;NA;6;1
62;FALSE;eas;3;3.73;3.16;0.7;51;NA;NA;434;18;1
63;FALSE;mmas;1;3.01;9.5;0.51;17;NA;NA;NA;37;0
64;FALSE;mmas;1;3.09;0.18;0.09;35;NA;NA;NA;42;0
65;TRUE;eas;3;2.04;4.59;0.16;30;NA;NA;305;21;1
66;FALSE;mmas;3;0.57;1.79;0.12;20;NA;NA;NA;7;1
67;FALSE;acs;3;3.7;5.95;0.64;72;0.19;NA;NA;41;0
68;FALSE;eas;1;1.52;4.51;0.01;21;NA;NA;633;27;1
69;FALSE;eas;2;4.79;7.84;0.61;46;NA;NA;726;21;0
70;FALSE;ras;1;4.26;6.31;0.03;70;NA;8;NA;26;0
71;FALSE;mmas;1;2.2;6.08;0.61;37;NA;NA;NA;33;1
72;FALSE;as;2;2.69;6.69;0.57;71;NA;NA;NA;21;0
73;FALSE;ras;3;4.16;3.76;0.56;6;NA;38;NA;6;0
74;FALSE;acs;3;4.51;4.93;0.06;53;0.18;NA;NA;26;1
75;FALSE;eas;2;4.38;3.44;0.45;82;NA;NA;360;28;0
76;FALSE;acs;1;4.38;9.68;0.61;83;0.28;NA;NA;38;0
77;FALSE;ras;3;3.56;5.53;0.65;26;NA;42;NA;10;0
78;FALSE;acs;3;2.26;0.57;0.29;12;0.51;NA;NA;43;0
79;TRUE;acs;3;4.51;3.69;0.49;40;0.14;NA;NA;18;1
80;FALSE;as;3;3.18;4.66;0.08;61;NA;NA;NA;13;0
81;FALSE;acs;3;3.18;4.25;0.86;16;0.12;NA;NA;16;0
82;FALSE;as;3;4.68;6;0.22;75;NA;NA;NA;27;1
83;FALSE;eas;1;1.87;2.95;0.24;46;NA;NA;403;24;1
84;FALSE;ras;2;1.42;4.21;0.45;83;NA;89;NA;18;1
85;FALSE;mmas;3;2.09;0.58;0.47;50;NA;NA;NA;25;1
86;TRUE;mmas;3;2.41;8.72;0.6;76;NA;NA;NA;16;0
87;TRUE;acs;3;3.79;2.89;0.49;20;0.92;NA;NA;15;1
88;FALSE;acs;3;4.79;6.43;0.46;27;0.29;NA;NA;28;1
89;FALSE;mmas;3;4.34;5.38;0.64;62;NA;NA;NA;6;0
90;FALSE;eas;2;2.38;6.02;0.56;27;NA;NA;639;19;1
91;FALSE;eas;3;2.79;3.64;0.36;6;NA;NA;14;12;1
92;FALSE;acs;0;4.58;3.07;0.75;41;0.21;NA;NA;NA;NA
93;FALSE;acs;1;2.78;5.4;0.42;39;0.12;NA;NA;14;0
94;TRUE;acs;3;4.78;6.35;0.75;67;0.05;NA;NA;25;0
95;TRUE;mmas;3;1.03;6.17;0.83;69;NA;NA;NA;31;1
96;FALSE;acs;3;0.82;5.27;0.31;47;0.95;NA;NA;41;1
