EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;50;1003845712;2000-18.tsp;32522981
2;325;298466939;2000-806.tsp;32947891
3;200;1172643947;2000-504.tsp;32379944
4;282;1000664165;2000-704.tsp;32563733
5;29;1075994872;2000-125.tsp;32526183
6;386;1062706256;2000-926.tsp;32170325
7;263;2139604999;2000-626.tsp;32373993
8;149;2095761030;2000-35.tsp;32322162
9;127;163345548;2000-321.tsp;32519420
10;284;606099628;2000-706.tsp;32163058
11;244;989635037;2000-607.tsp;32725155
12;387;1793625715;2000-927.tsp;32688274
13;253;1736126945;2000-616.tsp;32422077
14;106;224616894;2000-302.tsp;32548523
15;273;1283238536;2000-636.tsp;32514538
16;338;213414111;2000-819.tsp;32552052
17;121;2030297268;2000-316.tsp;32621671
18;40;2058568752;2000-135.tsp;32741730
19;357;516964384;2000-838.tsp;32794096
20;250;408644119;2000-613.tsp;32751133
21;192;491888625;2000-437.tsp;32670303
22;100;6242104;2000-27.tsp;32804705
