CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;TRUE;FALSE;acs;3;4.85;3.96;1;6;0.58;NA;NA;36;1
2;FALSE;FALSE;eas;1;2.35;8.96;0.5;54;NA;NA;698;13;0
3;FALSE;FALSE;mmas;2;3.6;1.46;0.25;78;NA;NA;NA;25;0
4;FALSE;FALSE;ras;0;1.1;6.46;0.75;30;NA;50;NA;NA;NA
5;FALSE;FALSE;acs;1;2.98;2.71;0.87;42;0.2;NA;NA;19;0
6;FALSE;FALSE;mmas;3;0.48;7.71;0.38;90;NA;NA;NA;42;1
7;FALSE;FALSE;as;0;4.23;0.21;0.13;66;NA;NA;NA;NA;NA
8;FALSE;FALSE;ras;2;1.73;5.21;0.63;18;NA;88;NA;7;0
9;FALSE;FALSE;mmas;0;2.66;5.83;0.93;84;NA;NA;NA;NA;NA
10;FALSE;FALSE;acs;2;0.16;0.83;0.44;36;0.89;NA;NA;45;0
11;FALSE;FALSE;eas;1;3.91;8.33;0.19;12;NA;NA;651;33;0
12;FALSE;FALSE;as;3;1.41;3.33;0.69;60;NA;NA;NA;10;1
13;FALSE;FALSE;ras;3;3.29;9.58;0.07;48;NA;19;NA;16;1
14;FALSE;FALSE;as;1;0.79;4.58;0.56;96;NA;NA;NA;39;0
15;FALSE;FALSE;acs;0;2.04;2.08;0.32;24;0.26;NA;NA;NA;NA
16;FALSE;FALSE;eas;2;4.54;7.08;0.81;72;NA;NA;557;28;0
17;FALSE;FALSE;mmas;0;1.57;8.65;0.78;9;NA;NA;NA;NA;NA
18;FALSE;FALSE;ras;2;4.07;3.65;0.28;57;NA;97;NA;23;1
19;FALSE;FALSE;acs;1;0.32;6.15;0.04;81;0.8;NA;NA;12;1
20;FALSE;FALSE;eas;3;2.82;1.15;0.53;33;NA;NA;581;35;0
21;FALSE;FALSE;eas;0;3.45;4.9;0.41;93;NA;NA;487;NA;NA
22;FALSE;FALSE;as;2;0.95;9.9;0.9;45;NA;NA;NA;6;1
23;FALSE;FALSE;mmas;1;4.7;2.4;0.66;21;NA;NA;NA;18;1
24;FALSE;FALSE;acs;3;2.2;7.4;0.16;69;0.42;NA;NA;41;0
25;FALSE;FALSE;ras;0;4.38;9.27;0.59;63;NA;28;NA;NA;NA
26;FALSE;FALSE;mmas;2;1.88;4.27;0.1;15;NA;NA;NA;49;1
27;FALSE;FALSE;eas;3;0.63;1.77;0.84;87;NA;NA;721;15;0
28;FALSE;FALSE;as;1;3.13;6.77;0.35;39;NA;NA;NA;38;1
29;TRUE;FALSE;as;3;3.76;5.52;0.47;27;NA;NA;NA;20;0
30;FALSE;FALSE;ras;1;1.26;0.52;0.97;75;NA;66;NA;43;1
31;FALSE;FALSE;acs;2;2.51;8.02;0.72;99;0.11;NA;NA;32;1
32;FALSE;FALSE;eas;0;0.01;3.02;0.22;51;NA;NA;440;NA;NA
33;FALSE;FALSE;mmas;0;1.34;6.93;0.52;77;NA;NA;NA;NA;NA
34;TRUE;FALSE;acs;2;3.84;1.93;0.02;29;0.66;NA;NA;40;0
35;FALSE;FALSE;as;3;2.59;4.43;0.76;53;NA;NA;NA;5;1
36;FALSE;FALSE;ras;1;0.09;9.43;0.27;5;NA;99;NA;28;0
37;FALSE;FALSE;eas;2;0.71;5.68;0.64;65;NA;NA;171;34;0
38;FALSE;FALSE;acs;0;3.21;0.68;0.15;17;0.03;NA;NA;NA;NA
39;FALSE;FALSE;mmas;1;4.46;3.18;0.89;89;NA;NA;NA;46;0
40;FALSE;FALSE;ras;3;1.96;8.18;0.39;41;NA;36;NA;23;1
41;FALSE;FALSE;eas;2;2.9;6.3;0.95;23;NA;NA;30;14;0
42;FALSE;FALSE;as;0;0.4;1.3;0.46;71;NA;NA;NA;NA;NA
43;FALSE;FALSE;mmas;3;4.15;8.8;0.21;95;NA;NA;NA;48;1
44;FALSE;FALSE;ras;1;1.65;3.8;0.7;47;NA;92;NA;25;0
45;FALSE;FALSE;as;2;2.27;0.05;0.33;83;NA;NA;NA;20;0
46;TRUE;FALSE;acs;3;4.26;3.98;0.06;38;0.61;NA;NA;14;0
47;TRUE;FALSE;acs;3;2.96;1.94;0.63;38;0.31;NA;NA;32;1
48;FALSE;FALSE;eas;1;3.73;1.01;0.79;62;NA;NA;229;45;1
49;FALSE;FALSE;as;0;4.44;6.54;0.73;23;NA;NA;NA;NA;NA
50;FALSE;FALSE;as;1;2.16;1.82;0.4;31;NA;NA;NA;11;0
51;FALSE;FALSE;acs;0;3.57;8.65;0.91;50;0.28;NA;NA;NA;NA
52;FALSE;FALSE;as;3;1.67;2.8;0.58;95;NA;NA;NA;17;0
53;FALSE;FALSE;eas;3;4.3;3.65;0.02;51;NA;NA;616;42;1
54;FALSE;FALSE;mmas;0;2.96;7.83;0.25;54;NA;NA;NA;NA;NA
55;TRUE;FALSE;ras;3;2.57;2.13;0.91;35;NA;54;NA;30;1
56;FALSE;FALSE;ras;2;2.97;9.62;0.02;94;NA;23;NA;40;0
57;FALSE;FALSE;ras;1;4.3;5.19;0.52;57;NA;86;NA;26;0
58;FALSE;FALSE;ras;3;2.05;3.17;0.53;34;NA;59;NA;13;1
59;FALSE;FALSE;eas;1;3.98;4.42;0.69;27;NA;NA;513;25;0
60;FALSE;FALSE;eas;1;3.02;4.1;0.4;66;NA;NA;504;47;0
61;FALSE;FALSE;as;0;3.48;0.77;0.77;62;NA;NA;NA;NA;NA
62;FALSE;FALSE;acs;0;4.27;7.42;0.54;8;0.82;NA;NA;NA;NA
63;FALSE;FALSE;mmas;1;3.65;5.58;0.83;21;NA;NA;NA;19;1
64;FALSE;FALSE;eas;3;4.22;7.61;0.28;12;NA;NA;2;37;1
65;FALSE;FALSE;acs;1;4.05;8.79;0.59;16;0.87;NA;NA;29;0
66;FALSE;FALSE;ras;3;4.58;4.58;0.37;5;NA;1;NA;25;1
67;FALSE;FALSE;ras;3;4.4;2.25;0.55;21;NA;2;NA;25;0
68;FALSE;FALSE;ras;2;3.55;9.18;0.93;10;NA;47;NA;6;0
69;FALSE;FALSE;ras;2;2.1;0.47;0.03;42;NA;43;NA;25;1
70;FALSE;FALSE;as;2;3.56;7.47;0.45;87;NA;NA;NA;31;1
71;FALSE;FALSE;acs;2;3.28;0.34;0.89;10;0.26;NA;NA;27;1
72;TRUE;FALSE;ras;3;3.11;1.96;0.58;54;NA;57;NA;39;0
73;FALSE;FALSE;eas;1;0.62;4.03;0.06;68;NA;NA;215;39;0
74;FALSE;FALSE;ras;3;3.04;8.45;0.17;44;NA;57;NA;17;1
75;FALSE;FALSE;as;2;2.67;6.21;0.99;17;NA;NA;NA;32;1
76;FALSE;FALSE;acs;2;4.24;0.5;0.84;32;0.75;NA;NA;8;0
77;FALSE;FALSE;mmas;3;1.46;2.22;0.04;66;NA;NA;NA;35;1
78;FALSE;FALSE;ras;3;4.9;2.74;0.67;14;NA;55;NA;30;0
79;FALSE;FALSE;eas;2;4.79;3.57;0.27;5;NA;NA;736;36;1
80;FALSE;FALSE;acs;2;3.24;1.61;0.3;60;0.32;NA;NA;30;0
81;FALSE;FALSE;ras;2;3.51;1.4;0.74;23;NA;24;NA;35;1
82;FALSE;FALSE;ras;2;3.3;2.12;0.87;21;NA;50;NA;32;1
83;FALSE;FALSE;ras;0;3.11;5.71;0.98;39;NA;19;NA;NA;NA
84;FALSE;FALSE;ras;2;2.65;5.09;0.67;78;NA;80;NA;19;0
85;FALSE;FALSE;as;3;1.93;8.15;0.88;16;NA;NA;NA;23;0
86;FALSE;FALSE;as;0;4.46;4.73;0.07;36;NA;NA;NA;NA;NA
87;FALSE;FALSE;as;1;1.6;2.93;0.15;83;NA;NA;NA;36;0
88;FALSE;FALSE;acs;3;3.37;3.47;0.14;38;0.33;NA;NA;21;1
89;FALSE;FALSE;eas;0;2.08;5.14;0.97;32;NA;NA;745;NA;NA
90;FALSE;FALSE;acs;3;2.24;2.05;0.28;55;0.41;NA;NA;11;0
91;FALSE;FALSE;ras;0;2.42;6.55;0.86;9;NA;50;NA;NA;NA
92;FALSE;FALSE;eas;2;4.92;5.2;0.51;47;NA;NA;203;14;1
93;FALSE;FALSE;mmas;3;3.67;0.91;0.37;14;NA;NA;NA;28;1
94;FALSE;FALSE;eas;2;2.44;8.24;0.58;69;NA;NA;655;10;1
95;TRUE;FALSE;acs;3;1.4;3.74;0.73;33;0.38;NA;NA;27;1
96;FALSE;FALSE;acs;0;4.15;0.22;0.72;49;0.64;NA;NA;NA;NA
97;FALSE;FALSE;as;3;3.69;2.71;0.04;50;NA;NA;NA;28;1
98;FALSE;FALSE;as;2;2.13;1.33;0.74;57;NA;NA;NA;33;1
99;FALSE;FALSE;ras;2;1.4;1.51;0.94;50;NA;51;NA;23;1
100;FALSE;FALSE;ras;3;2.78;4.56;0.78;46;NA;54;NA;30;0
101;FALSE;FALSE;acs;3;1.45;1.91;0.69;87;0.23;NA;NA;36;0
102;FALSE;FALSE;acs;3;3.86;1.78;0.31;65;0.82;NA;NA;24;0
103;FALSE;FALSE;ras;3;2.99;2.21;0.26;28;NA;87;NA;33;1
104;FALSE;FALSE;acs;3;0.93;3.66;0.91;48;0.04;NA;NA;30;1
105;FALSE;FALSE;ras;3;4.68;4.21;0.28;14;NA;8;NA;13;0
106;FALSE;FALSE;acs;3;2.64;3.47;0.41;24;0.19;NA;NA;6;1
107;FALSE;FALSE;acs;3;3.91;4.59;0.02;34;0.31;NA;NA;14;0
108;FALSE;FALSE;eas;3;3.82;5.75;0.56;30;NA;NA;407;20;1
109;FALSE;FALSE;acs;0;1.94;4.47;0.68;23;0.44;NA;NA;NA;NA
110;FALSE;FALSE;ras;3;1.82;2.75;0.53;29;NA;23;NA;20;1
111;TRUE;FALSE;acs;3;3.92;4.1;0.17;48;0.75;NA;NA;16;0
112;FALSE;FALSE;ras;3;2.39;2.62;0.73;29;NA;97;NA;9;1
113;FALSE;FALSE;acs;3;4.94;3.71;0.36;23;0.84;NA;NA;17;0
114;FALSE;FALSE;acs;3;2.43;0.1;0.68;5;0.55;NA;NA;41;1
115;TRUE;FALSE;acs;3;1.91;3.96;0.44;56;0.76;NA;NA;23;0
116;FALSE;FALSE;as;3;3.54;7.01;0.24;9;NA;NA;NA;17;1
117;FALSE;FALSE;mmas;2;3.65;7.74;0.06;41;NA;NA;NA;8;0
118;FALSE;FALSE;acs;2;1.11;2.5;0.99;19;0.52;NA;NA;21;1
119;FALSE;FALSE;mmas;3;4.3;6.41;0.41;29;NA;NA;NA;17;0
120;FALSE;FALSE;ras;2;3.16;1.29;0.67;70;NA;59;NA;36;1
121;FALSE;FALSE;ras;3;2.74;2.21;0.84;8;NA;100;NA;24;1
122;FALSE;FALSE;mmas;3;4.06;6.02;0.17;7;NA;NA;NA;14;0
123;FALSE;FALSE;acs;2;3.88;6.83;0.64;6;0.59;NA;NA;21;1
124;FALSE;FALSE;as;3;3.38;4.28;0.03;19;NA;NA;NA;17;0
125;FALSE;FALSE;acs;0;1.4;2.67;0.69;5;0.08;NA;NA;NA;NA
126;FALSE;FALSE;as;0;4.06;3.73;0.17;16;NA;NA;NA;NA;NA
127;FALSE;FALSE;acs;3;2.74;6.46;0.08;58;0.96;NA;NA;20;1
128;FALSE;FALSE;ras;3;3.02;1.39;0.57;87;NA;53;NA;25;0
129;FALSE;FALSE;acs;3;3.35;4.1;0.43;79;0.33;NA;NA;21;0
130;FALSE;FALSE;acs;3;0.42;3.5;0.31;62;0.53;NA;NA;16;0
131;FALSE;FALSE;acs;3;1.6;2.63;0.1;11;0.5;NA;NA;12;0
132;FALSE;FALSE;acs;3;3.97;4.59;0.31;22;0.64;NA;NA;15;0
133;FALSE;FALSE;acs;3;4.83;3.39;0.15;26;0.6;NA;NA;6;0
134;FALSE;FALSE;acs;3;4.22;4.02;0.03;51;0.56;NA;NA;16;0
135;FALSE;FALSE;ras;3;4.23;1.05;0.59;59;NA;75;NA;24;0
136;FALSE;FALSE;acs;1;2.57;4.64;0.29;40;0.46;NA;NA;29;0
137;FALSE;FALSE;acs;3;4.47;3.45;0.29;78;0.84;NA;NA;16;0
138;FALSE;FALSE;acs;3;1.53;6.66;0.79;52;0.63;NA;NA;26;1
139;FALSE;FALSE;acs;3;0.91;3.39;0.61;50;0.82;NA;NA;23;0
140;FALSE;FALSE;acs;3;4.86;5.35;0.11;32;0.67;NA;NA;8;0
141;FALSE;FALSE;acs;3;4.26;3.79;0.38;64;0.59;NA;NA;30;0
142;FALSE;FALSE;acs;3;3.62;6.9;0.47;61;0.03;NA;NA;18;0
143;FALSE;FALSE;acs;3;4.91;4.89;0.03;46;0.68;NA;NA;21;0
144;FALSE;FALSE;acs;3;3.3;4.57;0.11;76;0.61;NA;NA;28;0
145;FALSE;FALSE;ras;3;0.71;4.28;0.65;24;NA;94;NA;27;1
146;FALSE;FALSE;as;3;3.82;4.47;0.42;56;NA;NA;NA;19;0
147;FALSE;FALSE;acs;3;3.8;2.35;0.05;73;0.66;NA;NA;13;0
148;FALSE;FALSE;acs;1;3.99;6.36;0.54;56;0.64;NA;NA;34;0
149;FALSE;FALSE;acs;3;0.72;5.21;0.4;78;0.52;NA;NA;28;0
150;FALSE;FALSE;acs;3;2.1;4.36;0.38;29;0.75;NA;NA;21;0
151;TRUE;FALSE;acs;3;3.33;4.43;0.23;44;0.21;NA;NA;25;0
152;FALSE;FALSE;acs;2;4.09;7.06;0.28;58;0.39;NA;NA;18;0
153;FALSE;FALSE;acs;3;3.29;5.32;0.02;37;0.11;NA;NA;23;0
