EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;119;1837910495;2000-314.tsp;32390860
2;28;373954250;2000-124.tsp;32497041
3;95;1188204775;2000-239.tsp;32702258
4;68;765356281;2000-214.tsp;32664390
5;325;1262051184;2000-806.tsp;32947891
6;226;1321059655;2000-530.tsp;32860423
7;321;844963387;2000-802.tsp;32957115
8;308;380972832;2000-730.tsp;32361419
9;108;718694983;2000-304.tsp;32574687
10;229;929950266;2000-533.tsp;32619078
11;329;1605214750;2000-810.tsp;32370033
12;277;1887655522;2000-640.tsp;32256792
13;112;953787958;2000-308.tsp;32514112
14;51;722703460;2000-19.tsp;32429659
15;359;2016667761;2000-840.tsp;32688712
16;349;1206328879;2000-830.tsp;32366130
17;169;1742039628;2000-414.tsp;32766041
18;356;1613630361;2000-837.tsp;32240681
19;111;1583037941;2000-307.tsp;32509372
20;338;1258728772;2000-819.tsp;32552052
21;230;1158415123;2000-534.tsp;32544014
22;385;1605014596;2000-925.tsp;32801466
23;244;1079177050;2000-607.tsp;32725155
24;182;1014196621;2000-427.tsp;32573141
25;81;810706015;2000-226.tsp;32806971
26;281;877754515;2000-703.tsp;32264429
27;2;1232906577;2000-10.tsp;32519214
