CONFIG_ID;IS_ELITE;IS_BEST;particles;topology;modInfluence;branching;tSchedule;phi1;phi2;inertia
1;FALSE;FALSE;35;1;2;NA;NA;2.43;2.48;0.22
2;FALSE;FALSE;135;5;0;NA;9;1.18;1.23;0.67
3;FALSE;FALSE;85;6;0;18;NA;1.81;0.61;0.45
4;FALSE;FALSE;185;3;1;NA;NA;0.56;1.86;0.9
5;FALSE;FALSE;110;0;0;NA;NA;0.24;2.17;0.11
6;TRUE;FALSE;11;4;1;NA;NA;1.49;0.92;0.56
7;FALSE;FALSE;60;2;1;NA;NA;2.12;1.55;0.78
8;FALSE;FALSE;197;3;0;NA;NA;0.09;1.08;0.61
9;FALSE;FALSE;98;0;1;NA;NA;1.34;2.33;0.16
10;FALSE;FALSE;147;2;2;NA;NA;0.71;1.7;0.84
11;FALSE;FALSE;48;5;1;NA;10;1.96;0.45;0.39
12;FALSE;FALSE;172;1;1;NA;NA;1.02;2.01;0.05
13;FALSE;FALSE;73;4;2;NA;NA;2.27;0.76;0.5
14;TRUE;FALSE;23;2;0;NA;NA;1.65;1.39;0.73
15;FALSE;FALSE;54;5;1;NA;8;0.17;1.94;0.31
16;FALSE;FALSE;154;2;0;NA;NA;1.42;0.69;0.76
17;FALSE;FALSE;4;0;0;NA;NA;0.79;0.06;0.08
18;FALSE;FALSE;104;4;2;NA;NA;2.04;1.31;0.53
19;FALSE;FALSE;79;3;2;NA;NA;1.1;1;0.87
20;FALSE;FALSE;178;6;1;15;NA;2.35;2.25;0.42
21;FALSE;FALSE;29;4;0;NA;NA;0.48;1.62;0.64
22;FALSE;FALSE;129;1;2;NA;NA;1.73;0.37;0.19
23;FALSE;FALSE;166;4;1;NA;NA;1.57;1.47;0.47
24;FALSE;FALSE;67;1;0;NA;NA;0.32;0.22;0.02
25;FALSE;FALSE;116;2;1;NA;NA;2.2;0.84;0.7
26;FALSE;FALSE;191;0;2;NA;NA;1.88;0.53;0.14
27;FALSE;FALSE;91;3;1;NA;NA;0.63;1.78;0.59
28;FALSE;FALSE;141;5;0;NA;7;1.26;2.4;0.36
29;FALSE;FALSE;42;1;2;NA;NA;0.01;1.15;0.81
30;FALSE;FALSE;163;0;2;NA;NA;1.22;1.35;0.43
31;FALSE;FALSE;63;3;0;NA;NA;2.47;0.1;0.88
32;FALSE;FALSE;14;2;2;NA;NA;1.85;1.98;0.66
33;FALSE;FALSE;113;5;1;NA;3;0.6;0.73;0.21
34;FALSE;FALSE;188;4;2;NA;NA;0.28;0.41;0.77
35;FALSE;FALSE;88;1;1;NA;NA;1.53;1.66;0.32
36;FALSE;FALSE;39;6;1;10;NA;2.16;1.04;0.09
37;FALSE;FALSE;138;3;0;NA;NA;0.91;2.29;0.54
38;FALSE;FALSE;175;6;0;9;NA;0.75;0.88;0.15
39;FALSE;FALSE;76;2;2;NA;NA;2;2.13;0.6
40;FALSE;FALSE;26;4;1;NA;NA;1.38;0.26;0.83
41;FALSE;FALSE;126;0;2;NA;NA;0.13;1.51;0.38
42;TRUE;FALSE;200;1;0;NA;NA;0.44;2.44;0.49
43;FALSE;FALSE;101;5;2;NA;6;1.69;1.19;0.04
44;FALSE;FALSE;51;0;0;NA;NA;2.31;1.82;0.26
45;FALSE;FALSE;150;3;1;NA;NA;1.06;0.57;0.71
46;FALSE;FALSE;82;5;2;NA;4;0.83;2.37;0.74
47;FALSE;FALSE;182;1;0;NA;NA;2.08;1.12;0.29
48;FALSE;FALSE;32;3;1;NA;NA;0.2;0.49;0.52
49;FALSE;FALSE;57;0;2;NA;NA;0.52;0.8;0.4
50;FALSE;FALSE;157;4;0;NA;NA;1.77;2.05;0.85
51;FALSE;FALSE;107;2;1;NA;NA;2.39;0.18;0.63
52;FALSE;FALSE;7;5;0;NA;5;1.14;1.43;0.18
53;FALSE;FALSE;144;0;1;NA;NA;1.61;0.96;0.24
54;FALSE;FALSE;45;3;2;NA;NA;0.36;2.21;0.69
55;FALSE;FALSE;94;2;0;NA;NA;0.99;0.33;0.46
56;FALSE;FALSE;194;5;1;NA;2;2.24;1.58;0.01
57;FALSE;FALSE;20;1;1;NA;NA;0.67;0.65;0.35
58;FALSE;FALSE;119;4;0;NA;NA;1.92;1.9;0.8
59;FALSE;FALSE;169;2;2;NA;NA;1.3;0.02;0.57
60;FALSE;FALSE;70;6;0;7;NA;0.05;1.27;0.12
61;FALSE;FALSE;152;6;1;6;NA;1.94;1.17;0.69
62;FALSE;FALSE;53;3;0;NA;NA;0.69;2.42;0.24
63;TRUE;FALSE;102;1;0;NA;NA;1.32;1.8;0.47
64;TRUE;FALSE;3;5;2;NA;10;0.07;0.55;0.02
65;FALSE;FALSE;127;4;0;NA;NA;2.26;0.24;0.13
66;FALSE;FALSE;36;5;0;NA;9;0.63;0.01;0.11
67;FALSE;FALSE;73;2;1;NA;NA;2.14;0.72;0.65
68;FALSE;FALSE;22;2;1;NA;NA;0.41;1.22;0.32
69;FALSE;FALSE;43;5;2;NA;8;0.48;0.68;0.02
70;FALSE;FALSE;69;4;0;NA;NA;1.38;1.62;0.62
71;FALSE;FALSE;124;0;0;NA;NA;1.2;1.43;0.67
72;FALSE;FALSE;129;4;2;NA;NA;0.25;2.02;0.43
73;FALSE;FALSE;31;3;1;NA;NA;2.17;0.85;0.41
74;FALSE;FALSE;182;0;2;NA;NA;1.33;2.3;0.37
75;FALSE;FALSE;102;2;0;NA;NA;1.63;0.22;0.24
