EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;68;530819061;2000-214.tsp;32664390
2;158;765775155;2000-403.tsp;32518474
3;347;326486431;2000-828.tsp;32340939
4;189;1428309720;2000-434.tsp;32417762
5;276;744175500;2000-639.tsp;32423441
6;305;1455297436;2000-727.tsp;32493975
7;266;369981219;2000-629.tsp;32701921
8;257;1442040378;2000-620.tsp;32506365
9;280;1008398106;2000-702.tsp;32398929
10;24;463940918;2000-120.tsp;32503354
11;198;897866684;2000-502.tsp;32637691
12;64;1718248960;2000-210.tsp;32456989
13;22;1258904498;2000-119.tsp;32465958
14;243;1931033498;2000-606.tsp;32585728
15;124;681552299;2000-319.tsp;32460590
16;302;566136725;2000-724.tsp;32761924
17;200;1467454846;2000-504.tsp;32379944
18;105;746457974;2000-301.tsp;32410369
19;123;330212658;2000-318.tsp;32428494
20;234;1559380970;2000-538.tsp;32668399
21;382;2011906020;2000-922.tsp;32842612
22;150;1404472762;2000-36.tsp;32636170
23;336;782146777;2000-817.tsp;32615996
24;147;55088202;2000-34.tsp;32492612
25;370;2062865938;2000-910.tsp;32225357
26;342;1364765137;2000-823.tsp;32538214
27;221;8895555;2000-525.tsp;32271873
