EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;385;299192313;2000-925.tsp;32801466
2;212;742493094;2000-516.tsp;32556799
3;339;1698549864;2000-820.tsp;32427404
4;27;845420067;2000-123.tsp;32474317
5;386;910196161;2000-926.tsp;32170325
6;396;837343272;2000-936.tsp;32442153
7;178;763366269;2000-423.tsp;32605612
8;255;483200788;2000-618.tsp;32195037
9;239;1586011495;2000-602.tsp;32685626
10;262;689218366;2000-625.tsp;32849192
11;169;2094603513;2000-414.tsp;32766041
12;113;1268401739;2000-309.tsp;32830754
13;107;1577861341;2000-303.tsp;32475742
14;326;1212336619;2000-807.tsp;32113853
15;357;1068861450;2000-838.tsp;32794096
16;223;918030334;2000-527.tsp;32729956
17;352;736541180;2000-833.tsp;32841797
18;139;589754898;2000-332.tsp;32484673
19;368;1997615501;2000-908.tsp;32751410
20;311;791469233;2000-733.tsp;32654657
21;236;214759959;2000-540.tsp;32533637
22;45;1608496535;2000-14.tsp;32660857
