EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;199;93598521;2000-503.tsp;32193389
2;302;1403882174;2000-724.tsp;32710941
3;223;516131392;2000-527.tsp;32704448
4;243;1472811099;2000-606.tsp;32550509
5;79;2124841642;2000-224.tsp;32739725
6;351;2119981777;2000-832.tsp;32778082
7;337;327112454;2000-818.tsp;32623282
8;173;1541289057;2000-418.tsp;32890172
9;89;249789155;2000-233.tsp;32318698
10;237;180426054;2000-6.tsp;32639893
11;265;1307866359;2000-628.tsp;32221803
12;96;972572752;2000-24.tsp;32396894
13;260;640811859;2000-623.tsp;32603892
14;121;200316220;2000-316.tsp;32555768
15;250;950798784;2000-613.tsp;32752354
16;36;13142932;2000-131.tsp;32658052
17;328;1571368431;2000-809.tsp;32348694
18;286;1147706488;2000-708.tsp;32717253
19;180;1717130511;2000-425.tsp;32598445
20;74;1869239034;2000-22.tsp;32817169
