EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;68;2084433250;2000-214.tsp;NA
2;188;1205793383;2000-433.tsp;NA
3;127;1427763502;2000-321.tsp;NA
4;346;1175431509;2000-827.tsp;NA
5;36;1757830723;2000-131.tsp;NA
6;314;645086795;2000-736.tsp;NA
7;382;1811069748;2000-922.tsp;NA
8;29;1929535123;2000-125.tsp;NA
9;244;974819280;2000-607.tsp;NA
10;260;1950740894;2000-623.tsp;NA
11;116;1750290513;2000-311.tsp;NA
12;356;105390968;2000-837.tsp;NA
13;354;267028593;2000-835.tsp;NA
14;386;1177554896;2000-926.tsp;NA
15;40;1338248767;2000-135.tsp;NA
16;336;350967355;2000-817.tsp;NA
17;85;405131877;2000-23.tsp;NA
18;80;1044446075;2000-225.tsp;NA
19;179;52844350;2000-424.tsp;NA
