CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;eas;1;1.88;2.65;0.53;21;NA;NA;83;40;1
2;FALSE;acs;3;4.38;7.65;0.04;69;0.27;NA;NA;17;0
3;FALSE;ras;0;0.63;0.15;0.28;93;NA;90;NA;NA;NA
4;FALSE;mmas;2;3.13;5.15;0.78;45;NA;NA;NA;29;1
5;FALSE;ras;2;1.25;1.4;0.41;57;NA;28;NA;46;1
6;FALSE;as;0;3.75;6.4;0.9;9;NA;NA;NA;NA;NA
7;FALSE;acs;1;2.5;8.9;0.16;81;0.9;NA;NA;34;1
8;FALSE;mmas;3;0;3.9;0.65;33;NA;NA;NA;11;0
9;FALSE;eas;2;4.69;0.78;0.22;15;NA;NA;224;26;1
10;FALSE;acs;0;2.19;5.78;0.72;63;0.58;NA;NA;NA;NA
11;FALSE;ras;3;3.44;3.28;0.96;87;NA;72;NA;37;0
12;FALSE;as;1;0.94;8.28;0.47;39;NA;NA;NA;14;1
13;FALSE;as;3;1.57;9.53;0.35;27;NA;NA;NA;43;0
14;FALSE;eas;1;4.07;4.53;0.84;75;NA;NA;130;20;1
15;FALSE;mmas;0;2.82;2.03;0.1;51;NA;NA;NA;NA;NA
16;FALSE;acs;2;0.32;7.03;0.59;99;0.21;NA;NA;8;1
17;FALSE;eas;0;3.29;8.59;0.62;30;NA;NA;247;NA;NA
18;FALSE;as;2;0.79;3.59;0.13;78;NA;NA;NA;50;0
19;TRUE;acs;3;2.04;1.09;0.87;6;0.74;NA;NA;16;1
20;FALSE;mmas;1;4.54;6.09;0.38;54;NA;NA;NA;39;0
21;FALSE;mmas;0;1.41;4.84;0.25;66;NA;NA;NA;NA;NA
22;FALSE;ras;2;3.91;9.84;0.75;18;NA;43;NA;33;0
23;FALSE;eas;3;2.66;7.34;0.5;90;NA;NA;153;21;1
24;FALSE;acs;1;0.16;2.34;1;42;0.12;NA;NA;44;0
25;FALSE;ras;0;4.85;2.97;0.44;24;NA;87;NA;NA;NA
26;FALSE;mmas;2;2.35;7.97;0.93;72;NA;NA;NA;7;0
27;FALSE;as;1;3.6;0.47;0.69;96;NA;NA;NA;19;0
28;FALSE;eas;3;1.1;5.47;0.19;48;NA;NA;13;42;1
29;FALSE;acs;2;2.97;4.22;0.31;36;0.8;NA;NA;24;0
30;FALSE;mmas;0;0.47;9.22;0.81;84;NA;NA;NA;NA;NA
31;FALSE;as;3;4.22;1.72;0.56;60;NA;NA;NA;36;1
32;FALSE;ras;1;1.72;6.72;0.07;12;NA;25;NA;13;0
33;FALSE;eas;2;1.18;2.19;0.36;8;NA;NA;587;19;1
34;FALSE;acs;0;3.68;7.19;0.86;56;0.82;NA;NA;NA;NA
35;FALSE;ras;3;2.43;4.69;0.61;80;NA;76;NA;31;0
36;FALSE;mmas;1;4.93;9.69;0.11;32;NA;NA;NA;8;1
37;FALSE;as;3;3.05;8.44;0.24;20;NA;NA;NA;48;0
38;FALSE;eas;1;0.55;3.44;0.73;68;NA;NA;493;25;1
39;FALSE;mmas;0;1.8;0.94;0.48;44;NA;NA;NA;NA;NA
40;FALSE;acs;2;4.3;5.94;0.98;92;0.44;NA;NA;14;1
41;FALSE;eas;2;2.74;0.31;0.05;62;NA;NA;728;39;1
42;FALSE;as;0;0.24;5.31;0.55;14;NA;NA;NA;NA;NA
43;FALSE;ras;1;1.49;7.81;0.3;86;NA;45;NA;28;1
44;FALSE;mmas;3;3.99;2.81;0.79;38;NA;NA;NA;5;0
45;FALSE;ras;0;4.61;1.56;0.18;98;NA;57;NA;NA;NA
46;FALSE;as;2;2.11;6.56;0.67;50;NA;NA;NA;34;1
47;FALSE;acs;3;0.86;9.06;0.42;74;0.01;NA;NA;22;0
48;FALSE;eas;1;3.36;4.06;0.92;26;NA;NA;446;45;1
49;FALSE;acs;0;1.02;4.37;0.02;17;0.16;NA;NA;NA;NA
50;FALSE;mmas;2;3.52;9.37;0.52;65;NA;NA;NA;12;0
51;FALSE;as;1;2.27;1.87;0.76;89;NA;NA;NA;24;0
52;FALSE;eas;3;4.77;6.87;0.27;41;NA;NA;376;47;1
53;FALSE;ras;1;2.89;5.62;0.39;5;NA;29;NA;6;0
54;FALSE;as;3;0.39;0.62;0.89;53;NA;NA;NA;29;1
55;FALSE;acs;2;1.64;3.12;0.14;29;0.54;NA;NA;18;0
56;FALSE;eas;0;4.14;8.12;0.64;77;NA;NA;657;NA;NA
57;FALSE;as;0;2.58;3.75;0.33;71;NA;NA;NA;NA;NA
58;FALSE;ras;2;0.08;8.75;0.83;23;NA;11;NA;38;0
59;FALSE;acs;1;3.83;1.25;0.58;47;0.35;NA;NA;49;0
60;FALSE;mmas;3;1.33;6.25;0.08;95;NA;NA;NA;26;1
61;FALSE;eas;0;1.96;10;0.95;35;NA;NA;610;NA;NA
62;FALSE;as;2;4.46;5;0.45;83;NA;NA;NA;44;0
63;FALSE;mmas;1;0.71;7.5;0.21;59;NA;NA;NA;32;0
64;FALSE;ras;3;3.21;2.5;0.7;11;NA;98;NA;9;1
65;FALSE;eas;3;1.84;8.2;0.68;92;NA;NA;206;44;0
66;FALSE;as;1;4.34;3.2;0.18;44;NA;NA;NA;21;1
67;FALSE;mmas;2;0.59;5.7;0.43;20;NA;NA;NA;10;1
68;FALSE;acs;0;3.09;0.7;0.93;68;0.05;NA;NA;NA;NA
69;FALSE;ras;1;1.21;9.45;0.55;56;NA;66;NA;15;1
70;FALSE;as;3;3.71;4.45;0.06;8;NA;NA;NA;38;0
71;FALSE;eas;0;2.46;6.95;0.31;32;NA;NA;112;NA;NA
72;FALSE;acs;2;4.96;1.95;0.8;80;0.67;NA;NA;27;1
73;FALSE;acs;3;0.28;2.58;0.37;62;0.86;NA;NA;12;0
74;FALSE;mmas;1;2.78;7.58;0.86;14;NA;NA;NA;35;1
75;FALSE;ras;0;4.03;5.08;0.12;86;NA;35;NA;NA;NA
76;FALSE;as;2;1.53;0.08;0.62;38;NA;NA;NA;47;1
77;FALSE;eas;3;4.65;8.83;0.99;50;NA;NA;347;18;0
78;FALSE;acs;1;2.15;3.83;0.49;98;0.48;NA;NA;41;1
79;FALSE;mmas;0;0.9;1.33;0.74;26;NA;NA;NA;NA;NA
80;FALSE;ras;2;3.4;6.33;0.24;74;NA;97;NA;30;1
81;FALSE;eas;1;0.12;1.01;0.03;71;NA;NA;276;43;0
82;TRUE;acs;3;2.62;6.01;0.52;23;0.14;NA;NA;20;1
83;FALSE;mmas;2;3.87;8.51;0.28;95;NA;NA;NA;31;0
84;FALSE;ras;0;1.37;3.51;0.77;47;NA;50;NA;NA;NA
85;FALSE;as;0;3.25;9.76;0.4;59;NA;NA;NA;NA;NA
86;FALSE;eas;2;0.75;4.76;0.89;11;NA;NA;183;48;0
87;FALSE;acs;1;4.5;7.26;0.65;35;0.51;NA;NA;37;0
88;FALSE;mmas;3;2;2.26;0.15;83;NA;NA;NA;14;1
89;FALSE;as;3;1.06;6.64;0.83;65;NA;NA;NA;40;1
90;FALSE;eas;1;3.56;1.64;0.34;17;NA;NA;323;17;0
91;FALSE;acs;2;4.28;9.53;0.39;19;0.13;NA;NA;18;1
92;FALSE;acs;3;0.77;9.64;0.71;75;0.37;NA;NA;5;0
93;FALSE;mmas;2;2.77;6.55;0.28;28;NA;NA;NA;27;0
94;FALSE;as;2;2.18;1.37;0.89;25;NA;NA;NA;37;0
95;FALSE;ras;0;4.17;5.53;0.17;10;NA;66;NA;NA;NA
96;FALSE;ras;2;0.78;7.94;0.39;25;NA;77;NA;16;0
97;FALSE;acs;0;1.92;1.61;0.64;46;0.96;NA;NA;NA;NA
98;FALSE;eas;1;0.55;4.85;0.23;35;NA;NA;731;37;0
99;FALSE;eas;3;1.49;6.47;0.79;59;NA;NA;188;30;1
100;FALSE;acs;2;0.7;3.62;0.85;25;0.55;NA;NA;5;1
101;FALSE;acs;1;2.34;2.12;0.43;12;0.06;NA;NA;38;1
102;FALSE;acs;3;2.06;9.34;0.37;5;0.2;NA;NA;41;0
103;FALSE;mmas;2;4;3.76;0.41;35;NA;NA;NA;22;1
104;FALSE;mmas;1;0.91;6.39;0.36;83;NA;NA;NA;9;0
105;FALSE;acs;3;0.47;2.56;0.4;51;0.82;NA;NA;22;1
106;FALSE;eas;1;2.89;0.5;0.37;50;NA;NA;288;15;1
107;FALSE;acs;3;0.07;4.15;0.94;30;0.67;NA;NA;28;0
108;FALSE;ras;1;1.28;2.21;0.48;27;NA;43;NA;18;0
109;FALSE;mmas;3;0.51;5.8;0.47;24;NA;NA;NA;15;1
110;FALSE;acs;1;1.24;6.33;0.13;43;0.32;NA;NA;25;1
111;FALSE;mmas;3;0.97;2.86;0.52;15;NA;NA;NA;17;1
