CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;acs;0;1.37;6.35;0.89;99;0.56;NA;NA;NA;NA
2;FALSE;mmas;2;3.87;1.35;0.39;51;NA;NA;NA;29;1
3;FALSE;as;1;0.12;8.85;0.14;27;NA;NA;NA;40;1
4;FALSE;eas;3;2.62;3.85;0.64;75;NA;NA;77;17;0
5;FALSE;acs;2;0.74;5.1;0.76;63;0.18;NA;NA;46;1
6;FALSE;eas;0;3.24;0.1;0.27;15;NA;NA;358;NA;NA
7;FALSE;as;3;1.99;7.6;0.02;39;NA;NA;NA;11;0
8;FALSE;ras;1;4.49;2.6;0.51;87;NA;57;NA;34;1
9;FALSE;acs;1;3.56;8.23;0.45;69;1;NA;NA;20;1
10;TRUE;mmas;3;1.06;3.23;0.95;21;NA;NA;NA;43;0
11;FALSE;ras;2;2.31;0.73;0.21;93;NA;76;NA;9;1
12;FALSE;as;0;4.81;5.73;0.7;45;NA;NA;NA;NA;NA
13;FALSE;eas;0;0.43;1.98;0.08;57;NA;NA;218;NA;NA
14;FALSE;as;2;2.93;6.98;0.58;9;NA;NA;NA;26;1
15;FALSE;mmas;1;1.68;4.48;0.82;33;NA;NA;NA;14;1
16;FALSE;ras;3;4.18;9.48;0.33;81;NA;13;NA;37;0
17;FALSE;ras;0;3.09;9.17;0.79;18;NA;29;NA;NA;NA
18;FALSE;as;2;0.59;4.17;0.3;66;NA;NA;NA;7;0
19;TRUE;acs;3;1.84;1.67;0.55;42;0.65;NA;NA;42;1
20;FALSE;eas;1;4.34;6.67;0.05;90;NA;NA;7;19;0
21;FALSE;ras;1;1.21;0.42;0.67;6;NA;66;NA;13;0
22;FALSE;mmas;3;3.71;5.42;0.17;54;NA;NA;NA;36;1
23;FALSE;as;0;2.46;2.92;0.42;78;NA;NA;NA;NA;NA
24;FALSE;eas;2;4.96;7.92;0.92;30;NA;NA;288;24;0
25;FALSE;ras;3;0.27;7.29;0.48;12;NA;10;NA;16;1
26;FALSE;mmas;1;2.77;2.29;0.98;60;NA;NA;NA;39;0
27;FALSE;eas;2;1.52;9.79;0.73;84;NA;NA;241;50;0
28;FALSE;acs;0;4.02;4.79;0.24;36;0.46;NA;NA;NA;NA
29;FALSE;acs;2;3.4;3.54;0.11;24;0.84;NA;NA;33;0
30;FALSE;mmas;0;0.9;8.54;0.61;72;NA;NA;NA;NA;NA
31;FALSE;ras;1;2.15;6.04;0.36;48;NA;72;NA;44;0
32;FALSE;as;3;4.65;1.04;0.86;96;NA;NA;NA;21;1
33;FALSE;ras;0;2.7;5.26;0.56;92;NA;2;NA;NA;NA
34;FALSE;mmas;2;0.2;0.26;0.07;44;NA;NA;NA;34;1
35;FALSE;as;1;3.95;7.76;0.31;20;NA;NA;NA;45;1
36;FALSE;eas;3;1.45;2.76;0.81;68;NA;NA;464;22;0
37;FALSE;eas;0;2.07;1.51;0.19;8;NA;NA;745;NA;NA
38;FALSE;acs;2;4.57;6.51;0.69;56;0.42;NA;NA;39;1
39;FALSE;ras;1;0.82;4.01;0.93;80;NA;90;NA;28;1
40;FALSE;as;3;3.32;9.01;0.44;32;NA;NA;NA;5;0
41;FALSE;as;2;1.76;5.89;0.99;14;NA;NA;NA;19;1
42;FALSE;eas;0;4.26;0.89;0.5;62;NA;NA;605;NA;NA
43;FALSE;acs;3;0.51;8.39;0.25;86;0.1;NA;NA;31;0
44;FALSE;mmas;1;3.01;3.39;0.75;38;NA;NA;NA;8;1
45;FALSE;mmas;0;1.13;7.14;0.87;50;NA;NA;NA;NA;NA
46;FALSE;ras;2;3.63;2.14;0.38;98;NA;71;NA;14;1
47;FALSE;acs;1;2.38;9.64;0.13;74;0.73;NA;NA;25;1
48;FALSE;eas;3;4.88;4.64;0.62;26;NA;NA;511;48;0
49;FALSE;mmas;3;2.23;6.82;0.28;59;NA;NA;NA;29;1
50;FALSE;acs;1;4.73;1.82;0.78;11;0.26;NA;NA;6;0
51;FALSE;as;0;3.48;4.32;0.04;83;NA;NA;NA;NA;NA
52;FALSE;ras;2;0.98;9.32;0.53;35;NA;62;NA;18;0
53;FALSE;eas;1;0.35;5.57;0.41;95;NA;NA;394;24;0
54;FALSE;acs;3;2.85;0.57;0.9;47;0.89;NA;NA;47;1
55;FALSE;mmas;2;4.1;3.07;0.16;71;NA;NA;NA;12;0
56;FALSE;ras;0;1.6;8.07;0.65;23;NA;24;NA;NA;NA
57;FALSE;eas;2;2.54;8.7;0.84;77;NA;NA;628;44;0
58;FALSE;acs;0;0.04;3.7;0.34;29;0.2;NA;NA;NA;NA
59;FALSE;ras;3;3.79;6.2;0.1;5;NA;43;NA;9;1
60;FALSE;as;1;1.29;1.2;0.59;53;NA;NA;NA;32;0
61;FALSE;as;3;0.67;2.45;0.72;89;NA;NA;NA;27;1
62;FALSE;eas;1;3.17;7.45;0.22;41;NA;NA;534;50;0
63;FALSE;mmas;0;4.42;9.95;0.96;65;NA;NA;NA;NA;NA
64;FALSE;acs;2;1.92;4.95;0.47;17;0.57;NA;NA;38;0
65;FALSE;ras;2;4.3;4.24;0.86;43;NA;19;NA;10;0
66;FALSE;mmas;0;1.8;9.24;0.37;91;NA;NA;NA;NA;NA
67;FALSE;eas;3;3.05;1.74;0.12;67;NA;NA;692;45;1
68;FALSE;acs;1;0.55;6.74;0.62;19;0.86;NA;NA;22;0
69;TRUE;acs;3;2.42;5.49;0.74;31;0.49;NA;NA;28;1
70;FALSE;mmas;1;4.92;0.49;0.24;79;NA;NA;NA;5;0
71;FALSE;ras;0;3.67;2.99;0.99;7;NA;56;NA;NA;NA
72;FALSE;as;2;1.17;7.99;0.49;55;NA;NA;NA;16;0
73;FALSE;acs;0;4.61;8.62;0.06;49;0.67;NA;NA;NA;NA
74;FALSE;mmas;2;2.11;3.62;0.55;97;NA;NA;NA;36;0
75;FALSE;as;1;3.36;6.12;0.8;73;NA;NA;NA;48;0
76;TRUE;eas;3;0.86;1.12;0.31;25;NA;NA;646;25;1
77;TRUE;acs;2;2.74;9.87;0.18;13;0.05;NA;NA;42;0
78;FALSE;eas;0;0.24;4.87;0.68;61;NA;NA;552;NA;NA
79;FALSE;as;3;3.99;7.37;0.92;85;NA;NA;NA;7;1
80;FALSE;ras;1;1.49;2.37;0.43;37;NA;50;NA;30;0
81;FALSE;acs;1;2.89;4.56;0.28;58;0.14;NA;NA;9;1
82;FALSE;mmas;3;0.39;9.56;0.77;10;NA;NA;NA;32;0
83;FALSE;eas;2;1.64;7.06;0.03;82;NA;NA;481;20;1
84;FALSE;as;0;4.14;2.06;0.52;34;NA;NA;NA;NA;NA
85;FALSE;acs;3;4.77;3.31;0.4;94;0.52;NA;NA;49;0
86;FALSE;eas;1;2.27;8.31;0.89;46;NA;NA;575;26;1
87;FALSE;ras;0;1.02;5.81;0.15;70;NA;65;NA;NA;NA
88;FALSE;mmas;2;3.52;0.81;0.65;22;NA;NA;NA;15;1
89;FALSE;ras;3;3.2;7.68;0.58;64;NA;97;NA;6;0
90;FALSE;as;1;0.7;2.68;0.09;16;NA;NA;NA;29;1
91;FALSE;as;2;4.69;9.64;0.1;77;NA;NA;NA;43;0
92;FALSE;eas;3;0.94;2.38;0.06;23;NA;NA;704;15;0
93;FALSE;as;0;1.34;0.93;0.47;72;NA;NA;NA;NA;NA
94;FALSE;as;2;1.73;0.78;0.62;42;NA;NA;NA;50;0
95;FALSE;acs;3;1.11;7.25;0.72;25;1;NA;NA;46;0
96;FALSE;mmas;1;0.47;5.62;0.65;34;NA;NA;NA;31;0
97;FALSE;acs;3;1.77;3.54;0.23;93;0.47;NA;NA;15;1
98;FALSE;as;3;1.13;1.79;0.73;49;NA;NA;NA;29;0
99;FALSE;as;0;1.41;3.92;0.13;27;NA;NA;NA;NA;NA
100;FALSE;mmas;2;2.96;2.82;0.52;35;NA;NA;NA;35;1
101;FALSE;ras;2;2.99;9.86;0.26;34;NA;37;NA;29;1
102;FALSE;as;0;0.12;1.15;0.26;13;NA;NA;NA;NA;NA
103;FALSE;mmas;0;3.4;7.38;0.9;69;NA;NA;NA;NA;NA
104;FALSE;ras;3;1.55;3.58;0.95;6;NA;26;NA;31;0
105;FALSE;eas;3;2.09;7.67;0.37;35;NA;NA;291;29;0
106;FALSE;ras;0;4.94;9.48;0.62;31;NA;95;NA;NA;NA
107;FALSE;as;2;3.84;9.96;0.17;53;NA;NA;NA;49;1
108;FALSE;acs;2;0.85;7.21;0.67;45;0.73;NA;NA;42;1
109;FALSE;eas;0;3.53;8.52;0.54;22;NA;NA;49;NA;NA
110;FALSE;mmas;3;1.67;6.51;0.95;26;NA;NA;NA;46;0
111;FALSE;acs;2;3.97;9.24;0.04;15;0.42;NA;NA;22;0
112;FALSE;eas;3;0.66;6.63;0.8;30;NA;NA;42;25;1
113;FALSE;eas;1;2.61;2.64;0.51;40;NA;NA;118;50;1
114;TRUE;acs;3;4.28;5.3;0.73;63;0.25;NA;NA;28;0
115;FALSE;acs;0;1.13;5.91;1;70;0.46;NA;NA;NA;NA
116;FALSE;mmas;2;4.19;3.49;0.74;19;NA;NA;NA;34;0
117;FALSE;acs;0;2.9;1.89;0.69;52;0.71;NA;NA;NA;NA
118;FALSE;acs;1;1.85;2.58;0.94;15;0.01;NA;NA;20;1
119;FALSE;eas;0;1.71;4.59;0.44;23;NA;NA;553;NA;NA
120;FALSE;acs;3;1.07;0.68;0.11;8;0.11;NA;NA;43;1
121;FALSE;eas;3;1.62;3.41;0.94;75;NA;NA;496;21;0
122;FALSE;as;1;2.8;8.92;0.64;13;NA;NA;NA;50;0
123;FALSE;eas;0;3.34;7.43;0.03;48;NA;NA;666;NA;NA
124;FALSE;acs;2;2.7;0.11;0.71;70;0.38;NA;NA;22;1
125;FALSE;mmas;3;0.89;8.76;0.62;70;NA;NA;NA;34;0
126;FALSE;ras;1;3.61;4.27;0.87;37;NA;30;NA;46;0
127;FALSE;eas;2;2.47;3.19;0.42;43;NA;NA;379;43;1
128;FALSE;eas;3;2.6;7.03;0.26;34;NA;NA;377;24;0
129;FALSE;ras;3;1.55;1.41;0.17;14;NA;7;NA;35;1
130;FALSE;mmas;3;2.72;7.83;0.53;14;NA;NA;NA;32;1
131;FALSE;acs;0;0.49;2.12;0.97;41;0.63;NA;NA;NA;NA
132;FALSE;acs;1;4.66;2.25;0.9;23;0.22;NA;NA;31;0
133;FALSE;acs;2;1.23;1.7;0.87;23;0.09;NA;NA;22;0
134;FALSE;acs;3;0.89;3.63;0.5;68;0.06;NA;NA;47;1
135;FALSE;mmas;2;1.26;7.67;0.84;23;NA;NA;NA;13;0
136;FALSE;acs;2;1.61;2.54;0.43;65;0.97;NA;NA;41;1
137;FALSE;acs;3;1.41;5.22;0.17;28;0.55;NA;NA;45;1
138;FALSE;mmas;3;2.4;0.48;0.51;25;NA;NA;NA;28;1
139;FALSE;acs;3;0.42;4.46;0.61;67;0.52;NA;NA;39;1
140;FALSE;as;0;1.59;8.43;0.07;26;NA;NA;NA;NA;NA
