EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;247;310303817;2000-610.tsp;32617183
2;240;2014451005;2000-603.tsp;32642310
3;47;1438122795;2000-15.tsp;32599925
4;170;1211069962;2000-415.tsp;32933367
5;200;32630774;2000-504.tsp;32379944
6;195;696877790;2000-440.tsp;32796739
7;348;705401518;2000-829.tsp;32464737
8;310;146043505;2000-732.tsp;32383736
9;287;1889454856;2000-709.tsp;32091591
10;226;1791908889;2000-530.tsp;32860423
11;146;1862344833;2000-339.tsp;32439066
12;315;1435213773;2000-737.tsp;32539531
13;144;1058603442;2000-337.tsp;32561519
14;179;489605930;2000-424.tsp;32634567
15;359;1854126927;2000-840.tsp;32688712
16;236;320704020;2000-540.tsp;32533637
17;94;200456409;2000-238.tsp;32335671
18;11;803560592;2000-109.tsp;32637220
19;208;949508820;2000-512.tsp;32519760
