EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;229;85126756;2000-533.tsp;NA
2;343;1049324618;2000-824.tsp;NA
3;315;297657888;2000-737.tsp;NA
4;249;311909327;2000-612.tsp;NA
5;54;1381933336;2000-201.tsp;NA
6;35;1567130559;2000-130.tsp;NA
7;398;2039941326;2000-938.tsp;NA
8;226;2011378134;2000-530.tsp;NA
9;291;2124946898;2000-713.tsp;NA
10;81;1634480864;2000-226.tsp;NA
11;99;1977279430;2000-26.tsp;NA
12;26;2018016462;2000-122.tsp;NA
13;245;307306380;2000-608.tsp;NA
14;1;812539579;2000-1.tsp;NA
15;314;1487462064;2000-736.tsp;NA
16;261;2063394925;2000-624.tsp;NA
17;263;358046138;2000-626.tsp;NA
18;133;2036970844;2000-327.tsp;NA
19;113;669291782;2000-309.tsp;NA
