EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;51;59919652;2000-19.tsp;32416801
2;87;1701359483;2000-231.tsp;32919353
3;59;1762180945;2000-206.tsp;32641437
4;285;1311342246;2000-707.tsp;32562482
5;294;1692874314;2000-716.tsp;32236403
6;131;1603129624;2000-325.tsp;32383861
7;171;538189453;2000-416.tsp;32417779
8;95;1757787133;2000-239.tsp;32664561
9;42;375183849;2000-137.tsp;32697757
10;200;875817634;2000-504.tsp;32347072
11;276;1955173439;2000-639.tsp;32378635
12;326;1730842684;2000-807.tsp;32066653
13;58;1534166662;2000-205.tsp;32467593
14;355;29614383;2000-836.tsp;32158400
15;354;1557462505;2000-835.tsp;32692416
16;376;1866493984;2000-916.tsp;32487063
17;192;145665765;2000-437.tsp;32628066
18;344;922861313;2000-825.tsp;32245744
19;48;553181878;2000-16.tsp;32747126
20;310;1623971860;2000-732.tsp;32378499
