CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;ras;0;0.75;1.99;0.29;86;NA;65;NA;NA;NA
2;FALSE;FALSE;as;2;3.25;6.99;0.78;38;NA;NA;NA;15;0
3;FALSE;FALSE;acs;3;4.5;9.49;0.04;62;0.26;NA;NA;49;1
4;FALSE;FALSE;eas;1;2;4.49;0.54;14;NA;NA;243;26;0
5;FALSE;FALSE;acs;1;2.62;8.24;0.17;98;0.88;NA;NA;9;0
6;FALSE;FALSE;mmas;3;0.12;3.24;0.66;50;NA;NA;NA;32;1
7;FALSE;FALSE;as;0;3.87;5.74;0.91;26;NA;NA;NA;NA;NA
8;FALSE;FALSE;eas;2;1.37;0.74;0.41;74;NA;NA;149;21;0
9;FALSE;FALSE;acs;0;2.31;6.37;0.72;68;0.57;NA;NA;NA;NA
10;FALSE;FALSE;mmas;2;4.81;1.37;0.23;20;NA;NA;NA;41;0
11;FALSE;FALSE;ras;3;3.56;3.87;0.97;92;NA;96;NA;6;1
12;FALSE;FALSE;as;1;1.06;8.87;0.47;44;NA;NA;NA;29;0
13;FALSE;FALSE;eas;1;4.19;2.62;0.85;56;NA;NA;290;46;0
14;FALSE;FALSE;as;3;1.69;7.62;0.35;8;NA;NA;NA;23;1
15;FALSE;FALSE;mmas;0;2.94;0.12;0.1;32;NA;NA;NA;NA;NA
16;FALSE;FALSE;ras;2;0.44;5.12;0.6;80;NA;8;NA;35;0
17;FALSE;FALSE;as;3;4.34;1.06;0.51;65;NA;NA;NA;8;0
18;FALSE;FALSE;ras;1;1.84;6.06;0.01;17;NA;49;NA;31;1
19;FALSE;FALSE;eas;0;0.59;8.56;0.75;89;NA;NA;126;NA;NA
20;TRUE;FALSE;acs;2;3.09;3.56;0.26;41;0.79;NA;NA;42;1
21;FALSE;FALSE;ras;0;4.97;4.81;0.38;5;NA;61;NA;NA;NA
22;FALSE;FALSE;mmas;2;2.47;9.81;0.88;53;NA;NA;NA;36;1
23;FALSE;FALSE;as;1;3.72;2.31;0.63;77;NA;NA;NA;48;1
24;FALSE;FALSE;eas;3;1.22;7.31;0.13;29;NA;NA;220;25;0
25;FALSE;FALSE;as;2;0.91;4.18;0.07;95;NA;NA;NA;16;1
26;FALSE;FALSE;ras;0;3.41;9.18;0.57;47;NA;55;NA;NA;NA
27;TRUE;FALSE;acs;3;2.16;1.68;0.82;23;0.73;NA;NA;28;0
28;FALSE;FALSE;mmas;1;4.66;6.68;0.32;71;NA;NA;NA;5;1
29;FALSE;FALSE;ras;2;4.03;7.93;0.69;11;NA;18;NA;10;1
30;FALSE;FALSE;mmas;0;1.53;2.93;0.2;59;NA;NA;NA;NA;NA
31;FALSE;FALSE;eas;3;2.78;5.43;0.44;83;NA;NA;360;45;0
32;FALSE;FALSE;acs;1;0.28;0.43;0.94;35;0.1;NA;NA;22;1
33;FALSE;FALSE;eas;0;1.92;8.09;0.99;43;NA;NA;466;NA;NA
34;FALSE;FALSE;as;2;4.42;3.09;0.49;91;NA;NA;NA;23;1
35;FALSE;FALSE;acs;3;3.17;0.59;0.74;19;0.99;NA;NA;34;0
36;FALSE;FALSE;mmas;1;0.67;5.59;0.24;67;NA;NA;NA;11;1
37;FALSE;FALSE;eas;3;1.3;6.84;0.12;79;NA;NA;747;40;0
38;FALSE;FALSE;acs;1;3.8;1.84;0.61;31;0.37;NA;NA;17;1
39;FALSE;FALSE;ras;2;0.05;9.34;0.86;7;NA;38;NA;5;1
40;FALSE;FALSE;as;0;2.55;4.34;0.37;55;NA;NA;NA;NA;NA
41;FALSE;FALSE;acs;0;0.98;3.71;0.06;13;0.18;NA;NA;NA;NA
42;FALSE;FALSE;mmas;2;3.48;8.71;0.55;61;NA;NA;NA;31;1
43;FALSE;FALSE;ras;3;4.73;6.21;0.3;37;NA;69;NA;20;0
44;FALSE;FALSE;as;1;2.23;1.21;0.8;85;NA;NA;NA;43;1
45;FALSE;FALSE;ras;1;2.86;7.46;0.43;25;NA;7;NA;37;1
46;FALSE;FALSE;mmas;3;0.36;2.46;0.92;73;NA;NA;NA;14;0
47;FALSE;FALSE;eas;0;4.11;9.96;0.68;97;NA;NA;512;NA;NA
48;FALSE;FALSE;acs;2;1.61;4.96;0.18;49;0.55;NA;NA;49;1
49;FALSE;FALSE;as;0;0.2;7.15;0.52;22;NA;NA;NA;NA;NA
50;FALSE;FALSE;eas;2;2.7;2.15;0.03;70;NA;NA;536;27;0
51;FALSE;FALSE;mmas;3;3.95;4.65;0.77;46;NA;NA;NA;38;1
52;FALSE;FALSE;ras;1;1.45;9.65;0.27;94;NA;22;NA;15;0
53;FALSE;FALSE;as;2;2.08;5.9;0.65;34;NA;NA;NA;10;0
54;FALSE;FALSE;ras;0;4.58;0.9;0.15;82;NA;85;NA;NA;NA
55;FALSE;FALSE;eas;1;3.33;3.4;0.89;10;NA;NA;630;21;0
56;FALSE;FALSE;acs;3;0.83;8.4;0.4;58;0.02;NA;NA;44;1
57;FALSE;FALSE;mmas;0;1.76;1.53;0.46;40;NA;NA;NA;NA;NA
58;FALSE;FALSE;acs;2;4.26;6.53;0.95;88;0.46;NA;NA;30;0
59;FALSE;FALSE;eas;1;0.51;4.03;0.71;64;NA;NA;677;41;0
