EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;68;662941118;2000-214.tsp;NA
2;158;559971909;2000-403.tsp;NA
3;347;1357480866;2000-828.tsp;NA
4;189;625631365;2000-434.tsp;NA
5;276;832022233;2000-639.tsp;NA
6;305;1682473081;2000-727.tsp;NA
7;266;261411610;2000-629.tsp;NA
8;257;1715946347;2000-620.tsp;NA
9;280;1850335840;2000-702.tsp;NA
10;24;1233893289;2000-120.tsp;NA
11;198;665087088;2000-502.tsp;NA
12;64;1713842441;2000-210.tsp;NA
13;22;2073237350;2000-119.tsp;NA
14;243;210443250;2000-606.tsp;NA
15;124;206737195;2000-319.tsp;NA
16;302;1524329283;2000-724.tsp;NA
17;200;606102145;2000-504.tsp;NA
