CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;eas;0;1.76;9.39;0.42;50;NA;NA;648;NA;NA
2;FALSE;FALSE;acs;2;4.26;4.39;0.92;98;0.33;NA;NA;11;1
3;FALSE;FALSE;as;3;3.01;1.89;0.18;26;NA;NA;NA;45;0
4;FALSE;FALSE;ras;1;0.51;6.89;0.67;74;NA;3;NA;22;1
5;FALSE;FALSE;mmas;2;1.14;8.14;0.3;14;NA;NA;NA;16;1
6;FALSE;FALSE;ras;0;3.64;3.14;0.8;62;NA;91;NA;NA;NA
7;FALSE;FALSE;as;1;4.89;0.64;0.05;38;NA;NA;NA;5;1
8;FALSE;FALSE;eas;3;2.39;5.64;0.55;86;NA;NA;555;28;0
9;FALSE;FALSE;acs;1;1.45;1.27;0.36;80;0.52;NA;NA;31;1
10;FALSE;FALSE;eas;3;3.95;6.27;0.86;32;NA;NA;414;8;0
11;FALSE;FALSE;mmas;0;0.2;3.77;0.61;8;NA;NA;NA;NA;NA
12;FALSE;FALSE;ras;2;2.7;8.77;0.12;56;NA;35;NA;42;1
13;FALSE;FALSE;acs;3;0.82;0.02;0.49;68;0.15;NA;NA;25;0
14;FALSE;FALSE;mmas;1;3.32;5.02;0.98;20;NA;NA;NA;48;1
15;FALSE;FALSE;as;2;2.07;2.52;0.73;44;NA;NA;NA;37;1
16;FALSE;FALSE;ras;0;4.57;7.52;0.24;92;NA;97;NA;NA;NA
17;FALSE;FALSE;eas;1;2.86;4.08;0.46;11;NA;NA;437;9;0
18;FALSE;FALSE;as;3;0.36;9.08;0.95;59;NA;NA;NA;32;1
19;FALSE;FALSE;mmas;0;4.11;1.58;0.7;83;NA;NA;NA;NA;NA
20;FALSE;FALSE;ras;2;1.61;6.58;0.21;35;NA;44;NA;21;0
21;FALSE;FALSE;acs;0;0.98;5.33;0.08;23;0.05;NA;NA;NA;NA
22;FALSE;FALSE;mmas;2;3.48;0.33;0.58;71;NA;NA;NA;15;0
23;FALSE;FALSE;ras;3;4.73;2.83;0.33;47;NA;57;NA;50;1
24;FALSE;FALSE;as;1;2.23;7.83;0.83;95;NA;NA;NA;27;0
25;FALSE;FALSE;acs;1;3.79;9.7;0.52;41;0.49;NA;NA;47;0
26;FALSE;FALSE;mmas;3;1.29;4.7;0.02;89;NA;NA;NA;24;1
27;FALSE;FALSE;as;0;2.54;7.2;0.27;65;NA;NA;NA;NA;NA
28;FALSE;FALSE;eas;2;0.04;2.2;0.76;17;NA;NA;578;35;0
29;FALSE;FALSE;ras;0;1.92;0.95;0.89;29;NA;88;NA;NA;NA
30;FALSE;FALSE;as;2;4.42;5.95;0.39;77;NA;NA;NA;41;0
31;TRUE;FALSE;acs;3;3.17;8.45;0.64;5;0.87;NA;NA;6;1
32;FALSE;FALSE;eas;1;0.67;3.45;0.15;53;NA;NA;484;29;0
33;FALSE;FALSE;acs;2;0.43;3.3;0.53;93;0.07;NA;NA;6;1
34;FALSE;FALSE;eas;0;2.93;8.3;0.04;45;NA;NA;262;NA;NA
35;FALSE;FALSE;ras;1;4.18;5.8;0.78;69;NA;46;NA;17;1
36;FALSE;FALSE;mmas;3;1.68;0.8;0.29;21;NA;NA;NA;40;0
37;FALSE;FALSE;as;1;1.06;2.05;0.41;33;NA;NA;NA;11;1
38;FALSE;FALSE;ras;3;3.56;7.05;0.9;81;NA;83;NA;34;0
39;FALSE;FALSE;acs;0;2.31;4.55;0.66;57;0.69;NA;NA;NA;NA
40;FALSE;FALSE;mmas;2;4.81;9.55;0.16;9;NA;NA;NA;23;1
41;FALSE;FALSE;as;2;3.25;3.92;0.84;51;NA;NA;NA;32;1
42;FALSE;FALSE;eas;0;0.75;8.92;0.35;99;NA;NA;309;NA;NA
43;FALSE;FALSE;acs;3;4.5;1.42;0.1;75;0.38;NA;NA;20;0
44;FALSE;FALSE;mmas;1;2;6.42;0.59;27;NA;NA;NA;43;1
45;FALSE;FALSE;as;0;3.87;2.67;0.97;15;NA;NA;NA;NA;NA
46;FALSE;FALSE;ras;2;1.37;7.67;0.47;63;NA;14;NA;49;1
47;FALSE;FALSE;acs;1;2.62;0.17;0.22;87;0.76;NA;NA;37;1
48;FALSE;FALSE;eas;3;0.12;5.17;0.72;39;NA;NA;27;14;0
49;FALSE;FALSE;ras;3;1.22;4.24;0.25;42;NA;99;NA;45;1
50;FALSE;FALSE;mmas;1;3.72;9.24;0.75;90;NA;NA;NA;22;0
