EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;328;1120239038;2000-809.tsp;NA
2;227;758994805;2000-531.tsp;NA
3;169;1588048469;2000-414.tsp;NA
4;123;262693705;2000-318.tsp;NA
5;19;593049363;2000-116.tsp;NA
6;313;2082070246;2000-735.tsp;NA
7;80;688741658;2000-225.tsp;NA
8;167;1867296310;2000-412.tsp;NA
9;5;1831568476;2000-103.tsp;NA
10;211;402619534;2000-515.tsp;NA
11;125;1353577631;2000-32.tsp;NA
12;120;1179676341;2000-315.tsp;NA
13;325;199751857;2000-806.tsp;NA
14;119;161614597;2000-314.tsp;NA
15;210;358320070;2000-514.tsp;NA
16;201;1608755405;2000-505.tsp;NA
17;384;1975582158;2000-924.tsp;NA
18;197;330801150;2000-501.tsp;NA
