EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;68;530819061;2000-214.tsp;NA
2;158;765775155;2000-403.tsp;NA
3;347;326486431;2000-828.tsp;NA
4;189;1428309720;2000-434.tsp;NA
5;276;744175500;2000-639.tsp;NA
6;305;1455297436;2000-727.tsp;NA
7;266;369981219;2000-629.tsp;NA
8;257;1442040378;2000-620.tsp;NA
9;280;1008398106;2000-702.tsp;NA
10;24;463940918;2000-120.tsp;NA
11;198;897866684;2000-502.tsp;NA
12;64;1718248960;2000-210.tsp;NA
13;22;1258904498;2000-119.tsp;NA
14;243;1931033498;2000-606.tsp;NA
15;124;681552299;2000-319.tsp;NA
16;302;566136725;2000-724.tsp;NA
17;200;1467454846;2000-504.tsp;NA
18;105;746457974;2000-301.tsp;NA
19;123;330212658;2000-318.tsp;NA
20;234;1559380970;2000-538.tsp;NA
21;382;2011906020;2000-922.tsp;NA
22;150;1404472762;2000-36.tsp;NA
23;336;782146777;2000-817.tsp;NA
