CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;ras;3;0.06;1.47;0.49;77;NA;45;NA;48;0
2;FALSE;mmas;1;2.56;6.47;0.99;29;NA;NA;NA;25;1
3;FALSE;eas;0;3.81;8.97;0.24;53;NA;NA;331;NA;NA
4;FALSE;as;2;1.31;3.97;0.74;5;NA;NA;NA;14;1
5;FALSE;mmas;3;4.43;5.22;0.86;17;NA;NA;NA;31;0
6;FALSE;acs;1;1.93;0.22;0.37;65;0.65;NA;NA;8;1
7;FALSE;as;0;0.68;2.72;0.62;41;NA;NA;NA;NA;NA
8;FALSE;ras;2;3.18;7.72;0.12;89;NA;58;NA;20;1
9;FALSE;acs;0;2.87;4.6;0.8;95;0.84;NA;NA;NA;NA
10;FALSE;mmas;2;0.37;9.6;0.31;47;NA;NA;NA;40;1
11;FALSE;as;1;4.12;2.1;0.06;23;NA;NA;NA;28;1
12;FALSE;eas;3;1.62;7.1;0.55;71;NA;NA;97;5;0
13;FALSE;eas;0;2.25;8.35;0.43;11;NA;NA;190;NA;NA
14;FALSE;acs;2;4.75;3.35;0.92;59;0.46;NA;NA;34;1
15;FALSE;ras;1;1;5.85;0.68;83;NA;77;NA;45;1
16;TRUE;mmas;3;3.5;0.85;0.18;35;NA;NA;NA;22;0
17;FALSE;eas;2;3.03;1.79;0.58;86;NA;NA;308;38;0
18;FALSE;acs;0;0.53;6.79;0.09;38;0.18;NA;NA;NA;NA
19;FALSE;ras;3;4.28;4.29;0.34;14;NA;30;NA;27;1
20;FALSE;mmas;1;1.78;9.29;0.83;62;NA;NA;NA;50;0
21;FALSE;mmas;0;4.9;0.54;0.71;74;NA;NA;NA;NA;NA
22;TRUE;acs;2;2.4;5.54;0.21;26;0.56;NA;NA;44;0
23;FALSE;ras;1;3.65;3.04;0.46;50;NA;92;NA;32;0
24;FALSE;as;3;1.15;8.04;0.96;98;NA;NA;NA;9;1
25;FALSE;as;0;3.34;6.16;0.28;80;NA;NA;NA;NA;NA
26;FALSE;eas;2;0.84;1.16;0.77;32;NA;NA;261;12;0
27;FALSE;mmas;3;2.09;3.66;0.03;56;NA;NA;NA;47;1
28;FALSE;ras;1;4.59;8.66;0.52;8;NA;98;NA;24;0
29;FALSE;eas;1;0.21;4.91;0.15;92;NA;NA;167;7;0
30;TRUE;acs;3;2.71;9.91;0.65;44;0.99;NA;NA;30;1
31;FALSE;ras;0;1.46;2.41;0.89;20;NA;11;NA;NA;NA
32;FALSE;as;2;3.96;7.41;0.4;68;NA;NA;NA;18;0
33;FALSE;as;1;2.95;7.88;0.72;57;NA;NA;NA;45;0
34;FALSE;ras;3;0.45;2.88;0.23;9;NA;25;NA;22;1
35;FALSE;eas;2;1.7;0.38;0.97;81;NA;NA;694;33;0
36;FALSE;acs;0;4.2;5.38;0.48;33;0.42;NA;NA;NA;NA
37;FALSE;mmas;0;1.07;1.63;0.85;69;NA;NA;NA;NA;NA
38;FALSE;ras;2;3.57;6.63;0.35;21;NA;88;NA;50;0
39;FALSE;eas;1;2.32;4.13;0.1;45;NA;NA;413;39;0
40;FALSE;as;3;4.82;9.13;0.6;93;NA;NA;NA;16;1
41;FALSE;acs;3;1.39;8.5;0.79;51;0.73;NA;NA;36;1
42;FALSE;eas;1;3.89;3.5;0.29;99;NA;NA;554;13;0
43;FALSE;ras;0;2.64;1;0.54;27;NA;44;NA;NA;NA
44;FALSE;mmas;2;0.14;6;0.04;75;NA;NA;NA;25;0
45;FALSE;as;0;2.01;7.25;0.17;87;NA;NA;NA;NA;NA
46;FALSE;eas;2;4.51;2.25;0.66;39;NA;NA;647;7;0
47;FALSE;acs;1;0.76;9.75;0.91;15;0.1;NA;NA;19;0
48;FALSE;mmas;3;3.26;4.75;0.41;63;NA;NA;NA;42;1
49;FALSE;mmas;0;3.73;9.44;0.01;6;NA;NA;NA;NA;NA
50;FALSE;acs;2;1.23;4.44;0.51;54;0.2;NA;NA;29;1
51;FALSE;ras;1;4.98;6.94;0.75;78;NA;72;NA;40;1
52;FALSE;as;3;2.48;1.94;0.26;30;NA;NA;NA;17;0
53;FALSE;mmas;2;4.36;8.19;0.14;42;NA;NA;NA;46;1
54;FALSE;ras;0;1.86;3.19;0.63;90;NA;34;NA;NA;NA
55;FALSE;eas;3;3.11;5.69;0.88;66;NA;NA;483;12;0
56;FALSE;as;1;0.61;0.69;0.38;18;NA;NA;NA;35;1
57;FALSE;as;0;4.67;3.82;0.94;48;NA;NA;NA;NA;NA
58;FALSE;ras;2;2.17;8.82;0.45;96;NA;91;NA;26;1
59;FALSE;eas;3;0.92;6.32;0.69;24;NA;NA;436;38;0
60;FALSE;acs;1;3.42;1.32;0.2;72;0.89;NA;NA;15;1
61;FALSE;eas;0;0.29;7.57;0.32;60;NA;NA;718;NA;NA
62;FALSE;as;2;2.79;2.57;0.82;12;NA;NA;NA;9;1
63;FALSE;acs;3;4.04;0.07;0.07;84;0.26;NA;NA;43;0
64;FALSE;mmas;1;1.54;5.07;0.57;36;NA;NA;NA;20;1
65;FALSE;acs;1;0.1;3.74;0.87;28;0.75;NA;NA;5;0
66;FALSE;eas;3;2.6;8.74;0.38;76;NA;NA;243;28;1
67;FALSE;as;0;1.35;1.24;0.13;100;NA;NA;NA;NA;NA
68;FALSE;ras;2;3.85;6.24;0.62;52;NA;4;NA;16;0
69;TRUE;acs;3;1.97;4.99;0.99;40;0.38;NA;NA;45;1
70;FALSE;mmas;1;4.47;9.99;0.5;88;NA;NA;NA;22;0
71;FALSE;as;2;0.72;2.49;0.25;64;NA;NA;NA;11;0
72;FALSE;eas;0;3.22;7.49;0.75;16;NA;NA;149;NA;NA
73;FALSE;ras;3;1.03;9.36;0.07;22;NA;98;NA;8;1
74;FALSE;as;1;3.53;4.36;0.56;70;NA;NA;NA;31;0
75;FALSE;acs;0;4.78;1.86;0.31;46;0.69;NA;NA;NA;NA
76;FALSE;mmas;2;2.28;6.86;0.81;94;NA;NA;NA;42;0
77;FALSE;acs;2;2.91;0.61;0.44;10;0.06;NA;NA;36;0
78;FALSE;eas;0;0.41;5.61;0.93;58;NA;NA;9;NA;NA
79;FALSE;mmas;3;4.16;3.11;0.68;82;NA;NA;NA;25;1
80;FALSE;ras;1;1.66;8.11;0.19;34;NA;35;NA;48;0
81;FALSE;mmas;1;1.19;7.18;0.34;7;NA;NA;NA;47;1
82;FALSE;ras;3;3.69;2.18;0.84;55;NA;82;NA;24;0
83;FALSE;eas;2;4.94;4.68;0.1;31;NA;NA;126;35;1
84;FALSE;acs;0;2.44;9.68;0.59;79;0.28;NA;NA;NA;NA
85;FALSE;mmas;0;3.07;3.43;0.22;19;NA;NA;NA;NA;NA
86;FALSE;acs;2;0.57;8.43;0.72;67;0.91;NA;NA;41;1
87;FALSE;eas;1;4.32;0.93;0.96;91;NA;NA;220;29;1
88;FALSE;as;3;1.82;5.93;0.47;43;NA;NA;NA;6;0
89;FALSE;eas;1;2.13;1.55;0.65;49;NA;NA;360;9;1
90;FALSE;acs;3;4.63;6.55;0.16;97;0.6;NA;NA;32;0
