EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;199;17491401;2000-503.tsp;NA
2;294;2124437982;2000-716.tsp;NA
3;321;726716359;2000-802.tsp;NA
4;398;1480051626;2000-938.tsp;NA
5;348;1791947610;2000-829.tsp;NA
6;192;902198696;2000-437.tsp;NA
7;224;1760645073;2000-528.tsp;NA
8;57;530785965;2000-204.tsp;NA
9;173;1875888122;2000-418.tsp;NA
10;395;1252410921;2000-935.tsp;NA
11;315;162663964;2000-737.tsp;NA
12;231;1005712869;2000-535.tsp;NA
13;275;188966309;2000-638.tsp;NA
14;27;1724540873;2000-123.tsp;NA
15;223;1798095002;2000-527.tsp;NA
16;119;1852348805;2000-314.tsp;NA
17;87;140325164;2000-231.tsp;NA
18;109;217739268;2000-305.tsp;NA
19;180;26841687;2000-425.tsp;NA
