CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;as;2;0.54;0.85;0.03;22;NA;NA;NA;19;0
2;FALSE;FALSE;eas;0;3.04;5.85;0.53;70;NA;NA;567;NA;NA
3;FALSE;FALSE;mmas;1;4.29;8.35;0.28;46;NA;NA;NA;7;0
4;FALSE;FALSE;acs;3;1.79;3.35;0.77;94;0.28;NA;NA;30;1
5;FALSE;FALSE;eas;3;3.66;9.6;0.4;10;NA;NA;473;48;1
6;FALSE;FALSE;acs;1;1.16;4.6;0.9;58;0.91;NA;NA;25;0
7;FALSE;FALSE;ras;2;4.91;7.1;0.65;82;NA;25;NA;13;0
8;FALSE;FALSE;mmas;0;2.41;2.1;0.15;34;NA;NA;NA;NA;NA
9;FALSE;FALSE;mmas;0;0.85;6.48;0.83;28;NA;NA;NA;NA;NA
10;FALSE;FALSE;acs;2;3.35;1.48;0.34;76;0.22;NA;NA;45;0
11;TRUE;FALSE;as;3;4.6;3.98;0.59;52;NA;NA;NA;10;1
12;FALSE;FALSE;ras;1;2.1;8.98;0.09;100;NA;43;NA;33;0
13;FALSE;FALSE;mmas;2;1.48;5.23;0.96;40;NA;NA;NA;39;0
14;FALSE;FALSE;ras;0;3.98;0.23;0.46;88;NA;56;NA;NA;NA
15;FALSE;FALSE;as;1;2.73;2.73;0.71;16;NA;NA;NA;50;0
16;FALSE;FALSE;eas;3;0.23;7.73;0.22;64;NA;NA;426;27;1
17;FALSE;FALSE;as;1;0.07;6.16;0.43;73;NA;NA;NA;29;1
18;FALSE;FALSE;ras;3;2.57;1.16;0.93;25;NA;90;NA;6;0
19;FALSE;FALSE;acs;0;1.32;8.66;0.68;49;0.38;NA;NA;NA;NA
20;FALSE;FALSE;eas;2;3.82;3.66;0.18;97;NA;NA;637;40;1
21;FALSE;FALSE;acs;2;0.7;9.91;0.56;13;0.75;NA;NA;35;1
22;FALSE;FALSE;mmas;0;3.2;4.91;0.06;61;NA;NA;NA;NA;NA
23;FALSE;FALSE;eas;1;4.45;2.41;0.8;37;NA;NA;544;46;1
24;FALSE;FALSE;as;3;1.95;7.41;0.31;85;NA;NA;NA;23;0
25;FALSE;FALSE;mmas;2;2.88;8.04;0.87;55;NA;NA;NA;15;1
26;FALSE;FALSE;ras;0;0.38;3.04;0.37;7;NA;72;NA;NA;NA
27;TRUE;FALSE;acs;3;4.13;5.54;0.12;31;0.69;NA;NA;49;0
28;FALSE;FALSE;eas;1;1.63;0.54;0.62;79;NA;NA;403;26;1
29;TRUE;FALSE;mmas;3;1.01;1.79;0.74;67;NA;NA;NA;32;0
30;FALSE;FALSE;acs;1;3.51;6.79;0.25;19;0.06;NA;NA;9;1
31;FALSE;FALSE;as;0;4.76;9.29;0.99;91;NA;NA;NA;NA;NA
32;FALSE;FALSE;ras;2;2.26;4.29;0.49;43;NA;9;NA;20;1
