EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;37;1432060895;--competition 3 --problem 36 --dimensions 30;25.8205740548393
2;23;1810524809;--competition 3 --problem 22 --dimensions 30;10.584116561434
3;22;1403019371;--competition 3 --problem 21 --dimensions 30;15307.0172274794
4;35;1839405464;--competition 3 --problem 34 --dimensions 30;6806.64081196766
5;34;822426787;--competition 3 --problem 33 --dimensions 30;8.79681232598253
6;47;1995058842;--competition 3 --problem 46 --dimensions 30;500.332847296344
7;17;1968888066;--competition 3 --problem 16 --dimensions 30;0.020362871620764
8;45;904096990;--competition 3 --problem 44 --dimensions 30;601.549757689025
9;26;692881555;--competition 3 --problem 25 --dimensions 30;0.161688035417893
10;1;24686372;--competition 3 --problem 0 --dimensions 30;0.306044520859778
11;5;577027826;--competition 3 --problem 4 --dimensions 30;0.215654563298031
12;7;2115641369;--competition 3 --problem 6 --dimensions 30;3.21321553829243
13;40;917891736;--competition 3 --problem 39 --dimensions 30;5.89263277661501
14;32;1072057084;--competition 3 --problem 31 --dimensions 30;83.5182136563334
15;12;1521004710;--competition 3 --problem 11 --dimensions 30;46.4635802489204
16;27;1846424487;--competition 3 --problem 26 --dimensions 30;4.48324444001056
17;9;1177894683;--competition 3 --problem 8 --dimensions 30;19.8806730915135
18;36;1264347930;--competition 3 --problem 35 --dimensions 30;28549.1258064126
19;44;1037220989;--competition 3 --problem 43 --dimensions 30;809.224949847411
