EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;68;662941118;2000-214.tsp;32612028
2;158;559971909;2000-403.tsp;32494389
3;347;1357480866;2000-828.tsp;32305807
4;189;625631365;2000-434.tsp;32383761
5;276;832022233;2000-639.tsp;32378635
6;305;1682473081;2000-727.tsp;32494058
7;266;261411610;2000-629.tsp;32663859
8;257;1715946347;2000-620.tsp;32436184
9;280;1850335840;2000-702.tsp;32365692
10;24;1233893289;2000-120.tsp;32468684
11;198;665087088;2000-502.tsp;32614296
12;64;1713842441;2000-210.tsp;32420759
13;22;2073237350;2000-119.tsp;32448318
14;243;210443250;2000-606.tsp;32550509
15;124;206737195;2000-319.tsp;32402808
16;302;1524329283;2000-724.tsp;32710941
17;200;606102145;2000-504.tsp;32347072
18;105;1890067580;2000-301.tsp;32386474
19;123;2077416146;2000-318.tsp;32397953
20;234;2067409417;2000-538.tsp;32615506
