CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;TRUE;ras;3;2.69;2.81;0.48;31;NA;8;NA;21;1
2;FALSE;as;1;0.19;7.81;0.98;79;NA;NA;NA;44;0
3;FALSE;eas;2;3.94;0.31;0.73;55;NA;NA;11;33;0
4;FALSE;acs;0;1.44;5.31;0.23;7;0.12;NA;NA;NA;NA
5;FALSE;eas;1;4.56;4.06;0.36;19;NA;NA;292;39;0
6;FALSE;as;3;2.06;9.06;0.85;67;NA;NA;NA;16;1
7;FALSE;mmas;0;3.31;1.56;0.6;91;NA;NA;NA;NA;NA
8;FALSE;ras;2;0.81;6.56;0.11;43;NA;96;NA;50;0
9;FALSE;acs;1;3.63;9.68;0.67;37;0.43;NA;NA;18;0
10;FALSE;mmas;3;1.13;4.68;0.17;85;NA;NA;NA;41;1
11;FALSE;ras;2;2.38;2.18;0.91;13;NA;89;NA;7;0
12;FALSE;as;0;4.88;7.18;0.42;61;NA;NA;NA;NA;NA
13;FALSE;mmas;2;3;5.93;0.3;97;NA;NA;NA;24;0
14;FALSE;ras;0;0.5;0.93;0.79;49;NA;27;NA;NA;NA
15;TRUE;acs;3;4.25;8.43;0.54;25;0.8;NA;NA;36;1
16;FALSE;eas;1;1.75;3.43;0.05;73;NA;NA;245;13;0
17;FALSE;acs;3;1.6;0.62;0.33;64;0.21;NA;NA;43;0
18;FALSE;mmas;1;4.1;5.62;0.82;16;NA;NA;NA;20;1
19;FALSE;as;2;0.35;3.12;0.57;40;NA;NA;NA;8;1
20;FALSE;eas;0;2.85;8.12;0.08;88;NA;NA;81;NA;NA
21;FALSE;mmas;0;2.22;4.37;0.7;28;NA;NA;NA;NA;NA
22;FALSE;ras;2;4.72;9.37;0.2;76;NA;80;NA;26;1
23;FALSE;eas;3;3.47;6.87;0.94;52;NA;NA;363;37;0
24;FALSE;acs;1;0.97;1.87;0.45;100;0.58;NA;NA;14;1
25;FALSE;as;1;2.53;1.24;0.14;46;NA;NA;NA;34;1
26;FALSE;eas;3;0.03;6.24;0.64;94;NA;NA;222;11;0
27;TRUE;mmas;2;1.28;8.74;0.39;22;NA;NA;NA;46;1
28;FALSE;ras;0;3.78;3.74;0.88;70;NA;49;NA;NA;NA
29;FALSE;mmas;0;0.66;9.99;0.26;34;NA;NA;NA;NA;NA
30;FALSE;acs;2;3.16;4.99;0.76;82;0.27;NA;NA;28;1
31;FALSE;ras;1;1.91;7.49;0.51;58;NA;61;NA;40;1
32;FALSE;as;3;4.41;2.49;0.02;10;NA;NA;NA;17;0
33;FALSE;acs;0;2.61;6.4;0.34;11;0.35;NA;NA;NA;NA
34;FALSE;eas;2;0.11;1.4;0.84;59;NA;NA;398;38;0
35;FALSE;mmas;1;3.86;8.9;0.59;83;NA;NA;NA;49;0
36;FALSE;ras;3;1.36;3.9;0.09;35;NA;41;NA;26;1
37;FALSE;ras;1;0.74;2.65;0.22;23;NA;78;NA;32;0
38;FALSE;as;3;3.24;7.65;0.71;71;NA;NA;NA;9;1
39;FALSE;acs;2;4.49;5.15;0.47;47;0.97;NA;NA;44;0
40;FALSE;mmas;0;1.99;0.15;0.96;95;NA;NA;NA;NA;NA
41;FALSE;as;2;1.67;7.03;0.16;89;NA;NA;NA;18;0
42;FALSE;ras;0;4.17;2.03;0.65;41;NA;22;NA;NA;NA
43;FALSE;eas;1;2.92;4.53;0.4;65;NA;NA;632;6;0
44;FALSE;acs;3;0.42;9.53;0.9;17;0.54;NA;NA;29;1
45;TRUE;mmas;3;4.8;3.28;0.28;77;NA;NA;NA;46;1
46;FALSE;acs;1;2.3;8.28;0.77;29;0.16;NA;NA;23;0
47;FALSE;eas;2;3.55;0.78;0.53;5;NA;NA;538;12;0
48;FALSE;as;0;1.05;5.78;0.03;53;NA;NA;NA;NA;NA
49;FALSE;ras;2;1.2;7.96;0.37;68;NA;75;NA;19;1
50;FALSE;as;0;3.7;2.96;0.87;20;NA;NA;NA;NA;NA
51;FALSE;eas;3;2.45;5.46;0.62;44;NA;NA;749;31;0
52;FALSE;acs;1;4.95;0.46;0.12;92;0.82;NA;NA;8;1
53;TRUE;ras;3;3.08;1.71;0.25;56;NA;38;NA;48;0
54;FALSE;mmas;1;0.58;6.71;0.74;8;NA;NA;NA;25;1
55;FALSE;eas;0;1.83;9.21;0.5;80;NA;NA;468;NA;NA
56;FALSE;as;2;4.33;4.21;0.99;32;NA;NA;NA;13;1
57;FALSE;acs;0;0.27;4.84;0.56;74;0.63;NA;NA;NA;NA
58;FALSE;mmas;2;2.77;9.84;0.06;26;NA;NA;NA;39;1
59;FALSE;eas;3;4.02;7.34;0.81;98;NA;NA;609;5;0
60;FALSE;as;1;1.52;2.34;0.31;50;NA;NA;NA;28;1
61;FALSE;eas;0;4.64;8.59;0.19;38;NA;NA;515;NA;NA
62;FALSE;acs;2;2.14;3.59;0.68;86;0.01;NA;NA;33;1
63;FALSE;mmas;3;0.89;1.09;0.43;14;NA;NA;NA;22;0
64;FALSE;ras;1;3.39;6.09;0.93;62;NA;94;NA;45;1
65;FALSE;ras;3;0.7;2.26;0.6;81;NA;99;NA;24;0
66;FALSE;mmas;1;3.2;7.26;0.1;33;NA;NA;NA;47;1
67;FALSE;eas;2;1.95;4.76;0.35;9;NA;NA;579;35;1
68;FALSE;acs;0;4.45;9.76;0.84;57;0.25;NA;NA;NA;NA
69;FALSE;eas;1;1.32;1.01;0.72;69;NA;NA;486;30;1
70;FALSE;as;3;3.82;6.01;0.23;21;NA;NA;NA;7;0
71;FALSE;mmas;0;0.07;3.51;0.47;45;NA;NA;NA;NA;NA
72;FALSE;acs;2;2.57;8.51;0.97;93;0.62;NA;NA;41;1
73;FALSE;acs;3;2.26;6.63;0.41;75;0.94;NA;NA;32;0
74;FALSE;mmas;1;4.76;1.63;0.91;27;NA;NA;NA;9;1
75;FALSE;as;2;1.01;9.13;0.66;51;NA;NA;NA;21;1
76;FALSE;ras;0;3.51;4.13;0.16;99;NA;68;NA;NA;NA
77;FALSE;mmas;3;2.88;0.38;0.78;39;NA;NA;NA;50;0
78;FALSE;ras;1;0.38;5.38;0.29;87;NA;31;NA;27;1
79;FALSE;eas;2;4.13;2.88;0.04;63;NA;NA;720;15;1
80;FALSE;as;0;1.63;7.88;0.53;15;NA;NA;NA;NA;NA
81;FALSE;eas;0;2.73;5.07;0.69;78;NA;NA;697;NA;NA
82;FALSE;acs;2;0.23;0.07;0.19;30;0.4;NA;NA;37;0
83;FALSE;ras;1;3.98;7.57;0.44;6;NA;46;NA;48;0
84;FALSE;mmas;3;1.48;2.57;0.94;54;NA;NA;NA;25;1
85;FALSE;mmas;2;4.6;6.32;0.57;66;NA;NA;NA;42;0
86;FALSE;acs;0;2.1;1.32;0.07;18;0.78;NA;NA;NA;NA
87;FALSE;ras;3;3.35;8.82;0.32;42;NA;84;NA;8;1
88;FALSE;as;1;0.85;3.82;0.81;90;NA;NA;NA;31;0
89;FALSE;ras;2;1.79;5.7;0.88;24;NA;15;NA;17;0
90;FALSE;as;0;4.29;0.7;0.38;72;NA;NA;NA;NA;NA
91;FALSE;eas;3;0.54;8.2;0.13;96;NA;NA;556;28;1
92;FALSE;acs;3;3.97;3.64;0.47;38;0.09;NA;NA;31;0
93;FALSE;mmas;3;4.1;5.01;0.37;84;NA;NA;NA;48;1
94;FALSE;ras;2;0.95;5.7;0.54;50;NA;18;NA;37;1
95;FALSE;ras;0;3.93;2.58;0.36;42;NA;68;NA;NA;NA
96;FALSE;ras;0;2.75;0.91;0.3;52;NA;30;NA;NA;NA
97;FALSE;acs;0;1.67;9.57;0.48;50;0.11;NA;NA;NA;NA
98;FALSE;eas;1;3.5;7.83;0.47;30;NA;NA;381;21;0
99;FALSE;ras;1;3.96;7.19;0.36;80;NA;21;NA;27;1
