EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;367;1834384610;2000-907.tsp;NA
2;397;1357601865;2000-937.tsp;NA
3;154;284715219;2000-4.tsp;NA
4;371;1889898755;2000-911.tsp;NA
5;146;1637664823;2000-339.tsp;NA
6;136;259881174;2000-33.tsp;NA
7;292;1857826063;2000-714.tsp;NA
8;314;68331024;2000-736.tsp;NA
9;362;43357743;2000-902.tsp;NA
10;383;572416701;2000-923.tsp;NA
11;272;444462603;2000-635.tsp;NA
12;316;62354506;2000-738.tsp;NA
13;156;1940685971;2000-401.tsp;NA
14;295;2002088894;2000-717.tsp;NA
15;22;386474767;2000-119.tsp;NA
16;160;1819615025;2000-405.tsp;NA
17;18;563024492;2000-115.tsp;NA
