CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;acs;0;2.5;7.88;0.72;58;0.21;NA;NA;NA;NA
2;FALSE;eas;2;5;2.88;0.22;10;NA;NA;181;21;0
3;FALSE;ras;3;3.75;0.38;0.96;82;NA;1;NA;32;1
4;FALSE;mmas;1;1.25;5.38;0.47;34;NA;NA;NA;9;0
5;FALSE;eas;1;4.37;1.63;0.84;70;NA;NA;275;26;0
6;FALSE;as;3;1.87;6.63;0.35;22;NA;NA;NA;49;1
7;FALSE;mmas;0;3.12;4.13;0.1;46;NA;NA;NA;NA;NA
8;FALSE;acs;2;0.62;9.13;0.59;94;0.58;NA;NA;15;0
9;FALSE;as;0;4.06;9.76;0.9;16;NA;NA;NA;NA;NA
10;FALSE;eas;2;1.56;4.76;0.41;64;NA;NA;40;41;0
11;FALSE;ras;1;2.81;7.26;0.16;88;NA;70;NA;29;0
12;FALSE;mmas;3;0.31;2.26;0.65;40;NA;NA;NA;6;1
13;FALSE;as;2;3.43;8.51;0.78;52;NA;NA;NA;35;0
14;FALSE;ras;0;0.93;3.51;0.28;100;NA;32;NA;NA;NA
15;FALSE;acs;3;4.68;6.01;0.04;76;0.9;NA;NA;23;1
16;FALSE;eas;1;2.18;1.01;0.53;28;NA;NA;322;46;0
17;FALSE;mmas;3;2.65;8.82;0.5;97;NA;NA;NA;25;0
18;FALSE;acs;1;0.15;3.82;0.99;49;0.74;NA;NA;48;1
19;FALSE;as;0;1.4;1.32;0.25;73;NA;NA;NA;NA;NA
20;FALSE;ras;2;3.9;6.32;0.75;25;NA;85;NA;36;1
21;FALSE;mmas;1;4.53;7.57;0.38;61;NA;NA;NA;31;1
22;FALSE;ras;3;2.03;2.57;0.87;13;NA;23;NA;8;0
23;FALSE;as;2;0.78;0.07;0.13;85;NA;NA;NA;42;1
24;FALSE;eas;0;3.28;5.07;0.62;37;NA;NA;111;NA;NA
25;FALSE;ras;1;1.72;9.45;0.07;7;NA;54;NA;5;1
26;FALSE;as;3;4.22;4.45;0.56;55;NA;NA;NA;28;0
27;TRUE;acs;2;2.97;1.95;0.31;31;0.43;NA;NA;16;1
28;FALSE;eas;0;0.47;6.95;0.81;79;NA;NA;64;NA;NA
29;FALSE;as;1;3.59;3.2;0.69;91;NA;NA;NA;22;1
30;FALSE;eas;3;1.09;8.2;0.19;43;NA;NA;345;45;0
31;FALSE;mmas;2;2.34;5.7;0.93;67;NA;NA;NA;11;1
32;FALSE;acs;0;4.84;0.7;0.44;19;0.8;NA;NA;NA;NA
33;FALSE;acs;3;0.7;7.42;0.42;69;0.63;NA;NA;18;1
34;FALSE;eas;1;3.2;2.42;0.92;21;NA;NA;685;41;0
35;FALSE;mmas;2;1.95;9.92;0.67;45;NA;NA;NA;30;0
36;FALSE;ras;0;4.45;4.92;0.18;93;NA;15;NA;NA;NA
37;FALSE;ras;2;2.58;3.67;0.05;57;NA;52;NA;47;0
38;FALSE;as;0;0.08;8.67;0.55;9;NA;NA;NA;NA;NA
39;FALSE;acs;1;1.33;6.17;0.3;81;0.01;NA;NA;36;0
40;FALSE;mmas;3;3.83;1.17;0.79;33;NA;NA;NA;13;1
41;FALSE;acs;0;3.51;9.29;0.86;63;0.44;NA;NA;NA;NA
42;FALSE;eas;2;1.01;4.29;0.36;15;NA;NA;544;27;0
43;FALSE;ras;3;2.26;1.79;0.61;87;NA;46;NA;39;1
44;FALSE;as;1;4.76;6.79;0.11;39;NA;NA;NA;16;0
45;FALSE;as;3;2.89;5.54;0.24;27;NA;NA;NA;44;1
46;FALSE;eas;1;0.39;0.54;0.73;75;NA;NA;638;21;0
47;FALSE;acs;2;4.14;8.04;0.98;99;0.82;NA;NA;10;0
48;FALSE;mmas;0;1.64;3.04;0.48;51;NA;NA;NA;NA;NA
49;FALSE;as;3;0.54;3.35;0.89;60;NA;NA;NA;34;0
50;FALSE;ras;1;3.04;8.35;0.39;12;NA;99;NA;11;1
51;FALSE;mmas;0;4.29;5.85;0.64;84;NA;NA;NA;NA;NA
52;FALSE;acs;2;1.79;0.85;0.14;36;0.16;NA;NA;23;1
53;FALSE;ras;0;1.17;2.1;0.02;24;NA;12;NA;NA;NA
54;FALSE;mmas;2;3.67;7.1;0.52;72;NA;NA;NA;6;1
55;FALSE;as;1;2.42;4.6;0.76;96;NA;NA;NA;17;1
56;FALSE;eas;3;4.92;9.6;0.27;48;NA;NA;708;40;0
57;FALSE;eas;0;2.11;6.48;0.95;30;NA;NA;474;NA;NA
58;FALSE;as;2;4.61;1.48;0.45;78;NA;NA;NA;49;1
59;FALSE;mmas;1;0.86;8.98;0.21;54;NA;NA;NA;37;1
60;TRUE;acs;3;3.36;3.98;0.7;6;0.35;NA;NA;14;0
61;FALSE;ras;2;0.23;5.23;0.82;18;NA;68;NA;31;1
62;FALSE;mmas;0;2.73;0.23;0.33;66;NA;NA;NA;NA;NA
63;FALSE;eas;3;1.48;7.73;0.08;90;NA;NA;568;20;0
64;FALSE;acs;1;3.98;2.73;0.58;42;0.97;NA;NA;43;1
65;FALSE;ras;3;1.6;5.46;0.68;98;NA;70;NA;48;1
66;FALSE;as;1;4.1;0.46;0.18;50;NA;NA;NA;25;0
67;FALSE;mmas;2;0.35;7.96;0.43;26;NA;NA;NA;14;0
68;FALSE;acs;0;2.85;2.96;0.93;74;0.67;NA;NA;NA;NA
69;FALSE;acs;2;4.72;4.21;0.8;86;0.04;NA;NA;20;0
70;FALSE;eas;0;2.22;9.21;0.31;38;NA;NA;257;NA;NA
71;FALSE;ras;1;0.97;6.71;0.55;62;NA;8;NA;8;0
72;TRUE;mmas;3;3.47;1.71;0.06;14;NA;NA;NA;31;1
73;FALSE;eas;0;3.79;8.59;0.12;80;NA;NA;304;NA;NA
74;FALSE;as;2;1.29;3.59;0.62;32;NA;NA;NA;40;0
75;FALSE;ras;3;0.04;1.09;0.37;56;NA;64;NA;5;1
76;FALSE;mmas;1;2.54;6.09;0.86;8;NA;NA;NA;28;0
77;FALSE;acs;1;1.91;2.34;0.49;92;0.86;NA;NA;45;0
78;TRUE;eas;3;4.41;7.34;0.99;44;NA;NA;23;22;1
79;FALSE;as;0;0.66;4.84;0.74;20;NA;NA;NA;NA;NA
80;FALSE;ras;2;3.16;9.84;0.24;68;NA;27;NA;34;0
81;FALSE;eas;2;0.82;1.4;0.89;5;NA;NA;234;44;1
82;FALSE;as;0;3.32;6.4;0.4;53;NA;NA;NA;NA;NA
83;FALSE;mmas;3;2.07;3.9;0.15;77;NA;NA;NA;9;0
84;FALSE;ras;1;4.57;8.9;0.65;29;NA;17;NA;32;1
85;TRUE;acs;3;2.69;7.65;0.52;17;0.51;NA;NA;27;0
86;FALSE;mmas;1;0.19;2.65;0.03;65;NA;NA;NA;50;1
87;FALSE;ras;0;1.44;0.15;0.77;41;NA;80;NA;NA;NA
88;FALSE;as;2;3.94;5.15;0.28;89;NA;NA;NA;38;1
89;FALSE;eas;2;3;0.77;0.71;59;NA;NA;374;18;1
90;FALSE;acs;0;0.5;5.77;0.21;11;0.33;NA;NA;NA;NA
91;FALSE;ras;3;4.25;3.27;0.46;35;NA;61;NA;30;0
92;FALSE;eas;2;2.5;5.73;0.17;12;NA;NA;316;27;1
93;FALSE;mmas;3;1.79;5.62;0.91;74;NA;NA;NA;19;1
94;FALSE;eas;3;4.4;5.9;0.43;29;NA;NA;138;25;1
95;FALSE;ras;2;1.61;4.3;0.88;19;NA;2;NA;16;0
96;FALSE;as;3;2.94;6.3;0.12;27;NA;NA;NA;47;1
97;FALSE;mmas;2;3.81;1.65;0.53;48;NA;NA;NA;15;1
98;FALSE;mmas;0;2.16;0.94;0.34;37;NA;NA;NA;NA;NA
99;FALSE;eas;1;0.66;3.1;0.81;33;NA;NA;29;20;1
100;FALSE;eas;0;2;6.92;0.94;46;NA;NA;522;NA;NA
101;FALSE;ras;0;2.08;1.51;0.62;31;NA;3;NA;NA;NA
102;FALSE;acs;3;4.05;0.35;0.24;9;0.35;NA;NA;19;0
103;FALSE;acs;2;4.21;4.21;0.5;10;0.53;NA;NA;8;0
104;FALSE;acs;0;4.59;2.76;0.73;54;0.13;NA;NA;NA;NA
105;FALSE;acs;0;2.89;3.41;0.69;5;0.97;NA;NA;NA;NA
106;FALSE;acs;0;2.74;6.5;0.53;69;0.45;NA;NA;NA;NA
107;FALSE;mmas;2;2.75;5.45;0.07;47;NA;NA;NA;20;1
108;FALSE;mmas;3;4.26;2.25;0.96;25;NA;NA;NA;7;1
109;FALSE;mmas;2;2.38;0.89;0.3;22;NA;NA;NA;40;0
110;FALSE;ras;3;3.18;3.03;0.74;14;NA;61;NA;15;0
111;FALSE;ras;2;4.13;2.97;0.19;33;NA;9;NA;12;1
112;FALSE;acs;2;2.47;5.77;0.71;27;0.07;NA;NA;26;1
113;FALSE;as;2;2.84;7.17;0.71;63;NA;NA;NA;15;0
114;FALSE;ras;3;5;1.66;0.81;19;NA;79;NA;18;0
115;FALSE;acs;1;1.42;7.6;0.31;36;0.8;NA;NA;10;1
116;FALSE;eas;3;0.79;4.66;0.88;28;NA;NA;26;20;1
117;FALSE;eas;1;4.28;3.24;0.43;28;NA;NA;526;43;1
118;FALSE;ras;3;3.55;5.71;0.4;26;NA;16;NA;12;0
119;FALSE;eas;1;3.17;9.56;0.34;60;NA;NA;172;7;1
120;FALSE;acs;0;3.95;3.32;0.65;57;0.32;NA;NA;NA;NA
121;FALSE;mmas;3;2.6;2.45;0.16;39;NA;NA;NA;49;0
122;FALSE;eas;0;2.59;7.88;0.7;35;NA;NA;353;NA;NA
123;FALSE;acs;2;4.85;1.13;0.11;25;0.22;NA;NA;7;0
124;FALSE;ras;0;3.08;0.94;0.1;60;NA;58;NA;NA;NA
125;FALSE;acs;2;2.84;7.04;0.39;81;0.3;NA;NA;47;1
126;FALSE;acs;1;0.97;1.22;0.32;26;0.51;NA;NA;35;1
127;FALSE;mmas;3;3.71;6.28;0.67;47;NA;NA;NA;42;0
128;FALSE;mmas;1;2.63;4.33;0.92;15;NA;NA;NA;36;1
129;FALSE;mmas;1;2.5;3.9;0.6;45;NA;NA;NA;36;0
130;FALSE;as;3;2.13;6.85;0.03;14;NA;NA;NA;23;0
