CONFIG_ID;IS_ELITE;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;acs;2;4.74;2.84;0.88;99;0.62;NA;NA;49;1
2;FALSE;mmas;0;2.24;7.84;0.39;51;NA;NA;NA;NA;NA
3;FALSE;eas;1;0.99;5.34;0.63;75;NA;NA;315;38;1
4;FALSE;as;3;3.49;0.34;0.14;27;NA;NA;NA;15;0
5;FALSE;ras;3;1.61;6.59;0.51;87;NA;96;NA;21;0
6;FALSE;mmas;1;4.11;1.59;0.01;39;NA;NA;NA;44;1
7;FALSE;eas;2;0.36;9.09;0.26;15;NA;NA;34;32;1
8;FALSE;acs;0;2.86;4.09;0.76;63;0.25;NA;NA;NA;NA
9;FALSE;as;0;0.68;3.47;0.57;9;NA;NA;NA;NA;NA
10;FALSE;eas;2;3.18;8.47;0.08;57;NA;NA;174;6;1
11;FALSE;ras;1;1.93;0.97;0.32;81;NA;27;NA;18;1
12;FALSE;mmas;3;4.43;5.97;0.82;33;NA;NA;NA;41;0
13;FALSE;acs;3;0.05;2.22;0.45;69;0.93;NA;NA;35;0
14;FALSE;eas;1;2.55;7.22;0.94;21;NA;NA;268;12;1
15;FALSE;ras;0;3.8;9.72;0.2;93;NA;65;NA;NA;NA
16;FALSE;as;2;1.3;4.72;0.69;45;NA;NA;NA;23;1
17;TRUE;acs;3;2.71;8.78;0.66;6;0.09;NA;NA;42;1
18;FALSE;mmas;1;0.21;3.78;0.17;54;NA;NA;NA;19;0
19;FALSE;eas;0;1.46;1.28;0.91;30;NA;NA;57;NA;NA
20;FALSE;as;2;3.96;6.28;0.42;78;NA;NA;NA;8;0
21;FALSE;acs;1;4.58;7.53;0.54;42;0.72;NA;NA;13;0
22;FALSE;eas;3;2.08;2.53;0.05;90;NA;NA;338;36;1
23;FALSE;ras;2;0.83;0.03;0.79;18;NA;18;NA;25;0
24;FALSE;as;0;3.33;5.03;0.29;66;NA;NA;NA;NA;NA
25;TRUE;mmas;3;1.15;8.16;0.97;60;NA;NA;NA;16;1
26;FALSE;ras;1;3.65;3.16;0.48;12;NA;49;NA;39;0
