EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;296;604406085;2000-718.tsp;NA
2;383;1447939075;2000-923.tsp;NA
3;55;1170276921;2000-202.tsp;NA
4;274;1600614588;2000-637.tsp;NA
5;308;1191613150;2000-730.tsp;NA
6;279;564143413;2000-701.tsp;NA
7;227;387471327;2000-531.tsp;NA
8;337;1148365332;2000-818.tsp;NA
9;77;611044556;2000-222.tsp;NA
10;66;1778986247;2000-212.tsp;NA
11;257;120370286;2000-620.tsp;NA
12;151;87781675;2000-37.tsp;NA
13;176;991279196;2000-421.tsp;NA
14;344;1557601042;2000-825.tsp;NA
15;103;557297723;2000-3.tsp;NA
16;182;1033289959;2000-427.tsp;NA
17;352;1581163632;2000-833.tsp;NA
18;134;1203139948;2000-328.tsp;NA
19;197;1771708141;2000-501.tsp;NA
