CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;ras;1;1.8;0.88;0.38;91;NA;16;NA;18;0
2;FALSE;FALSE;as;3;4.3;5.88;0.88;43;NA;NA;NA;41;1
3;FALSE;FALSE;mmas;0;0.55;3.38;0.63;19;NA;NA;NA;NA;NA
4;FALSE;FALSE;acs;2;3.05;8.38;0.14;67;0.61;NA;NA;6;0
5;FALSE;FALSE;mmas;2;2.43;4.63;0.51;31;NA;NA;NA;24;0
6;FALSE;FALSE;ras;0;4.93;9.63;0.01;79;NA;78;NA;NA;NA
7;FALSE;FALSE;as;1;3.68;7.13;0.75;7;NA;NA;NA;12;0
8;FALSE;FALSE;eas;3;1.18;2.13;0.26;55;NA;NA;438;35;1
9;FALSE;FALSE;mmas;0;1.49;7.75;0.32;37;NA;NA;NA;NA;NA
10;FALSE;FALSE;ras;2;3.99;2.75;0.82;85;NA;47;NA;50;0
11;FALSE;FALSE;acs;1;0.24;5.25;0.57;61;0.3;NA;NA;38;0
12;TRUE;FALSE;eas;3;2.74;0.25;0.07;13;NA;NA;485;15;1
13;FALSE;FALSE;mmas;1;4.62;1.5;0.2;49;NA;NA;NA;44;0
14;FALSE;FALSE;acs;3;2.12;6.5;0.69;97;0.92;NA;NA;21;1
15;FALSE;FALSE;as;2;0.87;9;0.45;25;NA;NA;NA;32;0
16;FALSE;FALSE;eas;0;3.37;4;0.94;73;NA;NA;579;NA;NA
17;FALSE;FALSE;eas;1;1.96;9.94;0.91;88;NA;NA;415;34;1
18;TRUE;FALSE;acs;3;4.46;4.94;0.41;40;0.08;NA;NA;11;0
19;FALSE;FALSE;mmas;2;3.21;2.44;0.66;64;NA;NA;NA;45;1
20;FALSE;FALSE;ras;0;0.71;7.44;0.17;16;NA;100;NA;NA;NA
21;FALSE;FALSE;ras;2;1.34;6.19;0.04;52;NA;38;NA;28;1
22;FALSE;FALSE;as;0;3.84;1.19;0.54;100;NA;NA;NA;NA;NA
23;FALSE;FALSE;mmas;3;0.09;8.69;0.79;76;NA;NA;NA;17;0
24;FALSE;FALSE;acs;1;2.59;3.69;0.29;28;0.7;NA;NA;40;1
25;FALSE;FALSE;eas;1;4.15;8.06;0.72;34;NA;NA;555;14;1
26;FALSE;FALSE;as;3;1.65;3.06;0.23;82;NA;NA;NA;37;0
27;FALSE;FALSE;mmas;0;2.9;5.56;0.48;58;NA;NA;NA;NA;NA
28;FALSE;FALSE;acs;2;0.4;0.56;0.97;10;0.39;NA;NA;25;1
29;FALSE;FALSE;ras;3;3.52;9.31;0.6;22;NA;69;NA;42;0
30;FALSE;FALSE;as;1;1.02;4.31;0.1;70;NA;NA;NA;19;1
31;FALSE;FALSE;eas;2;4.77;6.81;0.35;94;NA;NA;649;8;1
32;FALSE;FALSE;acs;0;2.27;1.81;0.85;46;0.77;NA;NA;NA;NA
33;FALSE;FALSE;ras;1;0.48;9.16;0.83;39;NA;49;NA;9;1
34;FALSE;FALSE;as;3;2.98;4.16;0.34;87;NA;NA;NA;32;0
35;FALSE;FALSE;acs;2;4.23;1.66;0.58;15;0.13;NA;NA;20;1
36;FALSE;FALSE;mmas;0;1.73;6.66;0.09;63;NA;NA;NA;NA;NA
37;FALSE;FALSE;ras;3;2.35;7.91;0.96;27;NA;86;NA;49;0
38;FALSE;FALSE;mmas;1;4.85;2.91;0.46;75;NA;NA;NA;26;1
39;FALSE;FALSE;acs;0;3.6;0.41;0.71;51;0.5;NA;NA;NA;NA
40;FALSE;FALSE;eas;2;1.1;5.41;0.21;99;NA;NA;262;14;1
41;TRUE;FALSE;mmas;3;3.91;9.78;0.65;69;NA;NA;NA;23;0
42;FALSE;FALSE;ras;1;1.41;4.78;0.15;21;NA;42;NA;46;1
43;FALSE;FALSE;eas;2;2.66;7.28;0.4;45;NA;NA;309;34;1
44;FALSE;FALSE;as;0;0.16;2.28;0.89;93;NA;NA;NA;NA;NA
45;FALSE;FALSE;acs;3;0.79;3.53;0.03;33;0.31;NA;NA;6;0
46;FALSE;FALSE;as;2;2.72;7.78;0.52;54;NA;NA;NA;7;1
47;FALSE;FALSE;mmas;0;3.48;3.45;0.22;41;NA;NA;NA;NA;NA
48;FALSE;FALSE;mmas;2;3.55;9.92;0.8;27;NA;NA;NA;13;0
49;FALSE;FALSE;as;3;3.59;4.87;0.55;10;NA;NA;NA;8;0
50;FALSE;FALSE;ras;0;0.17;1.82;0.69;96;NA;50;NA;NA;NA
51;FALSE;FALSE;eas;3;4.6;5.59;0.61;16;NA;NA;520;7;0
52;FALSE;FALSE;ras;2;3.94;5.24;0.32;11;NA;39;NA;50;1
53;FALSE;FALSE;mmas;0;2.72;7.86;0.02;29;NA;NA;NA;NA;NA
54;FALSE;FALSE;as;2;3.05;1.86;0.25;23;NA;NA;NA;9;1
55;FALSE;FALSE;acs;1;2.74;1.75;0.97;26;0.32;NA;NA;16;1
56;FALSE;FALSE;eas;2;3.65;0.77;0.08;46;NA;NA;413;13;0
57;FALSE;FALSE;mmas;3;3.5;1.44;0.33;7;NA;NA;NA;24;0
58;FALSE;FALSE;as;1;1.07;2.26;0.17;13;NA;NA;NA;19;0
59;FALSE;FALSE;eas;3;1.86;0.57;0.41;90;NA;NA;419;5;1
60;FALSE;FALSE;acs;2;4.51;2.85;0.45;35;0.57;NA;NA;8;1
61;FALSE;FALSE;as;3;1.92;5.51;0.8;48;NA;NA;NA;6;1
62;FALSE;FALSE;eas;3;3.73;3.16;0.7;51;NA;NA;434;18;1
63;FALSE;FALSE;mmas;1;3.01;9.5;0.51;17;NA;NA;NA;37;0
64;FALSE;FALSE;mmas;1;3.09;0.18;0.09;35;NA;NA;NA;42;0
65;TRUE;FALSE;eas;3;2.04;4.59;0.16;30;NA;NA;305;21;1
66;FALSE;FALSE;mmas;3;0.57;1.79;0.12;20;NA;NA;NA;7;1
67;FALSE;FALSE;acs;3;3.7;5.95;0.64;72;0.19;NA;NA;41;0
68;FALSE;FALSE;eas;1;1.52;4.51;0.01;21;NA;NA;633;27;1
69;FALSE;FALSE;eas;2;4.79;7.84;0.61;46;NA;NA;726;21;0
70;FALSE;FALSE;ras;1;4.26;6.31;0.03;70;NA;8;NA;26;0
71;FALSE;FALSE;mmas;1;2.2;6.08;0.61;37;NA;NA;NA;33;1
72;FALSE;FALSE;as;2;2.69;6.69;0.57;71;NA;NA;NA;21;0
73;FALSE;FALSE;ras;3;4.16;3.76;0.56;6;NA;38;NA;6;0
74;FALSE;FALSE;acs;3;4.51;4.93;0.06;53;0.18;NA;NA;26;1
75;FALSE;FALSE;eas;2;4.38;3.44;0.45;82;NA;NA;360;28;0
76;FALSE;FALSE;acs;1;4.38;9.68;0.61;83;0.28;NA;NA;38;0
77;FALSE;FALSE;ras;3;3.56;5.53;0.65;26;NA;42;NA;10;0
78;FALSE;FALSE;acs;3;2.26;0.57;0.29;12;0.51;NA;NA;43;0
79;TRUE;FALSE;acs;3;4.51;3.69;0.49;40;0.14;NA;NA;18;1
80;FALSE;FALSE;as;3;3.18;4.66;0.08;61;NA;NA;NA;13;0
81;FALSE;FALSE;acs;3;3.18;4.25;0.86;16;0.12;NA;NA;16;0
82;FALSE;FALSE;as;3;4.68;6;0.22;75;NA;NA;NA;27;1
83;FALSE;FALSE;eas;1;1.87;2.95;0.24;46;NA;NA;403;24;1
84;FALSE;FALSE;ras;2;1.42;4.21;0.45;83;NA;89;NA;18;1
85;FALSE;FALSE;mmas;3;2.09;0.58;0.47;50;NA;NA;NA;25;1
86;TRUE;FALSE;mmas;3;2.41;8.72;0.6;76;NA;NA;NA;16;0
87;TRUE;FALSE;acs;3;3.79;2.89;0.49;20;0.92;NA;NA;15;1
88;FALSE;FALSE;acs;3;4.79;6.43;0.46;27;0.29;NA;NA;28;1
89;FALSE;FALSE;mmas;3;4.34;5.38;0.64;62;NA;NA;NA;6;0
90;FALSE;FALSE;eas;2;2.38;6.02;0.56;27;NA;NA;639;19;1
91;FALSE;FALSE;eas;3;2.79;3.64;0.36;6;NA;NA;14;12;1
92;FALSE;FALSE;acs;0;4.58;3.07;0.75;41;0.21;NA;NA;NA;NA
93;FALSE;FALSE;acs;1;2.78;5.4;0.42;39;0.12;NA;NA;14;0
94;TRUE;FALSE;acs;3;4.78;6.35;0.75;67;0.05;NA;NA;25;0
95;TRUE;FALSE;mmas;3;1.03;6.17;0.83;69;NA;NA;NA;31;1
96;FALSE;FALSE;acs;3;0.82;5.27;0.31;47;0.95;NA;NA;41;1
97;FALSE;FALSE;as;1;1.75;6.32;0.46;66;NA;NA;NA;25;1
98;FALSE;FALSE;eas;3;1.74;2.55;0.14;5;NA;NA;362;16;1
99;FALSE;FALSE;eas;3;4.01;5.9;0.51;18;NA;NA;36;27;1
100;FALSE;FALSE;eas;3;2.52;3.89;0.4;48;NA;NA;293;31;1
101;FALSE;FALSE;eas;3;3.77;7.04;0.15;38;NA;NA;131;9;1
102;FALSE;FALSE;eas;0;3.29;9.01;0.24;12;NA;NA;570;NA;NA
103;FALSE;FALSE;as;3;4.26;4.24;0.89;70;NA;NA;NA;25;1
104;FALSE;FALSE;acs;2;3.66;3.95;0.53;39;0.8;NA;NA;13;0
105;FALSE;FALSE;acs;3;1.52;2.97;0.46;12;0.77;NA;NA;5;1
106;FALSE;FALSE;acs;1;1.2;4.31;0.32;48;0.05;NA;NA;23;0
107;TRUE;FALSE;acs;3;3.68;2.43;0.36;11;0.19;NA;NA;14;0
108;FALSE;FALSE;eas;2;1.74;5.51;0.15;94;NA;NA;450;25;1
109;FALSE;FALSE;mmas;0;2.19;7.94;0.99;79;NA;NA;NA;NA;NA
110;FALSE;FALSE;acs;3;4.12;1.81;0.97;18;0.09;NA;NA;7;0
111;FALSE;FALSE;as;3;2.68;6.5;0.19;10;NA;NA;NA;14;0
112;FALSE;FALSE;as;3;3.24;6.29;0.57;45;NA;NA;NA;7;1
113;FALSE;FALSE;eas;3;2.37;6.15;0.38;48;NA;NA;274;27;1
114;FALSE;FALSE;as;3;1.49;5.31;0.29;46;NA;NA;NA;16;1
115;FALSE;FALSE;mmas;2;3.04;2.68;0.2;22;NA;NA;NA;21;1
116;FALSE;FALSE;acs;3;3.67;3.05;0.15;67;0.17;NA;NA;17;1
117;FALSE;FALSE;eas;3;0.85;5.38;0.66;69;NA;NA;505;30;1
118;FALSE;FALSE;as;3;1.63;8;0.24;11;NA;NA;NA;20;1
119;FALSE;FALSE;eas;3;4.95;2.17;0.24;11;NA;NA;502;21;1
120;FALSE;FALSE;as;2;2.55;3.43;0.28;40;NA;NA;NA;11;0
121;FALSE;FALSE;mmas;1;3.65;7.65;0.57;76;NA;NA;NA;14;0
122;TRUE;FALSE;acs;3;3.82;4.18;0.33;35;0.71;NA;NA;8;1
123;FALSE;FALSE;eas;3;3.03;2.03;0.59;11;NA;NA;43;10;1
124;FALSE;FALSE;acs;1;3.49;4.59;0.13;60;0.04;NA;NA;13;0
125;FALSE;FALSE;acs;3;4.63;1.57;0.49;5;0.04;NA;NA;7;1
126;FALSE;FALSE;acs;3;3.36;2.28;0.95;36;0.74;NA;NA;32;0
127;TRUE;FALSE;acs;3;4.02;5.94;0.94;10;0.76;NA;NA;12;1
128;FALSE;FALSE;acs;3;4.56;6.75;0.78;41;0.24;NA;NA;22;1
129;FALSE;FALSE;mmas;3;1.92;4.8;0.71;67;NA;NA;NA;17;1
130;FALSE;FALSE;mmas;3;4.61;5.24;0.73;71;NA;NA;NA;14;0
131;TRUE;FALSE;acs;3;3.58;8.03;0.88;10;0.72;NA;NA;12;1
132;FALSE;FALSE;acs;3;4.7;7.22;0.92;63;0.35;NA;NA;21;0
133;FALSE;FALSE;acs;3;3.3;8.18;0.72;8;0.98;NA;NA;11;1
134;FALSE;FALSE;mmas;3;2.67;4.42;0.84;89;NA;NA;NA;28;1
135;FALSE;FALSE;acs;3;4.95;8.09;0.89;64;0.21;NA;NA;35;0
136;FALSE;FALSE;mmas;3;0.95;7.55;0.74;98;NA;NA;NA;24;1
137;TRUE;FALSE;acs;3;3.21;4.46;0.95;11;0.24;NA;NA;15;1
138;FALSE;FALSE;mmas;3;1.19;6.06;0.86;64;NA;NA;NA;43;1
139;FALSE;FALSE;acs;3;4.56;4.49;0.78;20;0.91;NA;NA;11;1
140;TRUE;FALSE;acs;3;3.76;8.32;0.75;7;0.6;NA;NA;14;1
141;FALSE;FALSE;acs;3;4.42;3.6;0.86;28;0.96;NA;NA;5;0
142;FALSE;FALSE;acs;3;4.93;8.53;0.43;28;0.82;NA;NA;6;1
143;FALSE;FALSE;acs;0;4.68;6.65;0.92;48;0.04;NA;NA;NA;NA
144;FALSE;FALSE;acs;3;2.28;1.07;0.41;12;0.24;NA;NA;14;0
145;FALSE;FALSE;mmas;3;0.75;5.83;0.85;67;NA;NA;NA;25;1
146;FALSE;FALSE;mmas;3;0.9;8.22;0.78;66;NA;NA;NA;31;1
147;FALSE;FALSE;mmas;1;1.58;7.75;0.91;78;NA;NA;NA;30;1
148;FALSE;FALSE;acs;2;4.19;6.29;0.96;16;0.87;NA;NA;13;1
149;FALSE;FALSE;acs;1;3.87;3.41;0.41;45;0.25;NA;NA;14;1
150;FALSE;FALSE;ras;3;3.23;5.71;0.88;33;NA;41;NA;7;1
151;FALSE;FALSE;acs;3;4.09;2.87;0.37;16;0.34;NA;NA;20;0
152;FALSE;FALSE;acs;3;3.71;1.38;0.34;14;0.25;NA;NA;17;0
153;FALSE;FALSE;ras;3;4.02;7.94;0.92;46;NA;62;NA;11;1
154;FALSE;FALSE;ras;3;4.41;3.11;0.55;83;NA;24;NA;32;0
155;FALSE;FALSE;acs;2;4.29;6.65;0.89;18;0.81;NA;NA;14;1
156;FALSE;FALSE;mmas;3;0.86;5.11;0.69;67;NA;NA;NA;20;1
157;FALSE;FALSE;mmas;3;0.75;4.71;0.8;38;NA;NA;NA;40;1
158;FALSE;FALSE;mmas;3;1.33;9.03;0.97;82;NA;NA;NA;28;1
159;FALSE;FALSE;acs;3;4.87;7.28;0.67;74;0.18;NA;NA;16;0
160;FALSE;FALSE;acs;3;4.11;5.84;0.8;42;0.48;NA;NA;17;1
161;FALSE;FALSE;acs;3;4.02;3.03;0.75;17;0.75;NA;NA;23;1
