EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;223;488158807;2000-527.tsp;NA
2;126;1331974593;2000-320.tsp;NA
3;285;1708000527;2000-707.tsp;NA
4;313;1047854545;2000-735.tsp;NA
5;286;31830795;2000-708.tsp;NA
6;295;947122156;2000-717.tsp;NA
7;144;1773623907;2000-337.tsp;NA
8;324;1118425013;2000-805.tsp;NA
9;310;1635958868;2000-732.tsp;NA
10;78;1290969689;2000-223.tsp;NA
11;382;1117597248;2000-922.tsp;NA
12;385;1856085123;2000-925.tsp;NA
13;128;1869497183;2000-322.tsp;NA
14;320;1444850780;2000-801.tsp;NA
15;335;1192207250;2000-816.tsp;NA
16;108;847864697;2000-304.tsp;NA
17;175;111783067;2000-420.tsp;NA
18;156;990270610;2000-401.tsp;NA
19;273;1322457627;2000-636.tsp;NA
