EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;328;1120239038;2000-809.tsp;32399861
2;227;758994805;2000-531.tsp;32543319
3;169;1588048469;2000-414.tsp;32766041
4;123;262693705;2000-318.tsp;32428494
5;19;593049363;2000-116.tsp;32487857
6;313;2082070246;2000-735.tsp;32430672
7;80;688741658;2000-225.tsp;32526117
8;167;1867296310;2000-412.tsp;32508036
9;5;1831568476;2000-103.tsp;32779235
10;211;402619534;2000-515.tsp;32419031
11;125;1353577631;2000-32.tsp;32808844
12;120;1179676341;2000-315.tsp;32549020
13;325;199751857;2000-806.tsp;32947891
14;119;161614597;2000-314.tsp;32390860
15;210;358320070;2000-514.tsp;32443647
16;201;1608755405;2000-505.tsp;32453096
17;384;1975582158;2000-924.tsp;33021429
18;197;330801150;2000-501.tsp;32755176
19;27;632122904;2000-123.tsp;32474317
20;214;2015328047;2000-518.tsp;32796203
21;261;342568090;2000-624.tsp;32420096
