EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;198;68951121;2000-502.tsp;NA
2;160;1540957582;2000-405.tsp;NA
3;126;1817763890;2000-320.tsp;NA
4;108;429503031;2000-304.tsp;NA
5;84;411417980;2000-229.tsp;NA
6;11;1509674896;2000-109.tsp;NA
7;45;473417387;2000-14.tsp;NA
8;85;673276639;2000-23.tsp;NA
9;68;1781073776;2000-214.tsp;NA
10;129;103673143;2000-323.tsp;NA
11;60;847910939;2000-207.tsp;NA
12;329;1764625852;2000-810.tsp;NA
13;116;3458117;2000-311.tsp;NA
14;18;1702634536;2000-115.tsp;NA
15;136;865965178;2000-33.tsp;NA
16;41;1410019755;2000-136.tsp;NA
17;262;173068981;2000-625.tsp;NA
18;250;786253235;2000-613.tsp;NA
19;277;658701616;2000-640.tsp;NA
