EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;48;1592144223;--competition 3 --problem 47 --dimensions 30;856.385034976123
2;47;1272565328;--competition 3 --problem 46 --dimensions 30;500.332847296344
3;42;592689332;--competition 3 --problem 41 --dimensions 30;180.350057545316
4;8;116491398;--competition 3 --problem 7 --dimensions 30;2.25264945282164
5;3;167109364;--competition 3 --problem 2 --dimensions 30;466829.094081022
6;28;679551930;--competition 3 --problem 27 --dimensions 30;63.1436795974611
7;31;1635190355;--competition 3 --problem 30 --dimensions 30;12.1225871898022
8;34;876590454;--competition 3 --problem 33 --dimensions 30;8.79681232598253
9;18;87849630;--competition 3 --problem 17 --dimensions 30;0.47434198629815
10;16;1648966402;--competition 3 --problem 15 --dimensions 30;13.9211049906887
11;22;401109999;--competition 3 --problem 21 --dimensions 30;15342.9712658704
12;27;1155681368;--competition 3 --problem 26 --dimensions 30;4.48324444001056
13;46;357578567;--competition 3 --problem 45 --dimensions 30;810.848198199733
14;30;236668668;--competition 3 --problem 29 --dimensions 30;2.7901875507105
