EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;346;99725373;2000-827.tsp;32401361
2;106;1586494366;2000-302.tsp;32548523
3;96;1392529394;2000-24.tsp;32452683
4;214;654834744;2000-518.tsp;32796203
5;182;1306234294;2000-427.tsp;32573141
6;70;1596229461;2000-216.tsp;32302101
7;359;1682936911;2000-840.tsp;32688712
8;129;1335410843;2000-323.tsp;32621278
9;5;1026176251;2000-103.tsp;32779235
10;374;2097764319;2000-914.tsp;32551992
11;239;451383834;2000-602.tsp;32685626
12;271;997587345;2000-634.tsp;32455580
13;299;1878358663;2000-721.tsp;32387902
14;149;1874239610;2000-35.tsp;32322162
15;21;46805914;2000-118.tsp;32557623
16;153;259650640;2000-39.tsp;32635451
17;52;1116907016;2000-2.tsp;32513045
18;343;238579086;2000-824.tsp;32490037
19;9;1166495749;2000-107.tsp;32668787
20;303;1306135857;2000-725.tsp;32523632
21;393;520369819;2000-933.tsp;32583150
22;356;1457194376;2000-837.tsp;32240681
