CONFIG_ID;IS_ELITE;IS_BEST;algorithm;localsearch;alpha;beta;rho;ants;q0;rasrank;elitistants;nnls;dlb
1;FALSE;FALSE;as;0;2.71;3.27;0.19;96;NA;NA;NA;NA;NA
2;FALSE;FALSE;ras;2;0.21;8.27;0.68;48;NA;76;NA;21;1
3;FALSE;FALSE;acs;1;3.96;0.77;0.93;24;0.43;NA;NA;9;1
4;FALSE;FALSE;mmas;3;1.46;5.77;0.44;72;NA;NA;NA;32;0
5;FALSE;FALSE;ras;0;2.09;9.52;0.56;12;NA;38;NA;NA;NA
6;FALSE;FALSE;mmas;2;4.59;4.52;0.06;60;NA;NA;NA;15;1
7;FALSE;FALSE;eas;1;0.84;7.02;0.31;84;NA;NA;348;26;1
8;TRUE;FALSE;acs;3;3.34;2.02;0.81;36;0.8;NA;NA;49;0
9;FALSE;FALSE;ras;3;4.9;6.39;0.25;18;NA;19;NA;6;0
10;FALSE;FALSE;as;1;2.4;1.39;0.75;66;NA;NA;NA;29;1
11;FALSE;FALSE;acs;0;1.15;3.89;0.5;42;0.12;NA;NA;NA;NA
12;FALSE;FALSE;eas;2;3.65;8.89;0.99;90;NA;NA;114;41;1
13;FALSE;FALSE;mmas;0;4.28;7.64;0.87;54;NA;NA;NA;NA;NA
14;FALSE;FALSE;acs;2;1.78;2.64;0.37;6;0.74;NA;NA;35;1
15;FALSE;FALSE;eas;1;3.03;5.14;0.13;30;NA;NA;208;47;1
16;FALSE;FALSE;as;3;0.53;0.14;0.62;78;NA;NA;NA;24;0
17;FALSE;FALSE;ras;1;0.37;3.58;0.78;93;NA;72;NA;31;0
18;FALSE;FALSE;as;3;2.87;8.58;0.28;45;NA;NA;NA;8;1
19;FALSE;FALSE;eas;0;1.62;1.08;0.03;21;NA;NA;44;NA;NA
20;TRUE;FALSE;acs;2;4.12;6.08;0.53;69;0.27;NA;NA;42;0
21;FALSE;FALSE;mmas;2;1;2.33;0.16;33;NA;NA;NA;37;0
22;FALSE;FALSE;ras;0;3.5;7.33;0.65;81;NA;35;NA;NA;NA
23;FALSE;FALSE;as;1;4.75;9.83;0.41;9;NA;NA;NA;48;0
24;FALSE;FALSE;eas;3;2.25;4.83;0.9;57;NA;NA;325;25;1
25;FALSE;FALSE;ras;2;2.56;0.46;0.47;87;NA;91;NA;11;0
26;FALSE;FALSE;mmas;0;0.06;5.46;0.96;39;NA;NA;NA;NA;NA
27;FALSE;FALSE;acs;1;1.31;7.96;0.22;63;0.58;NA;NA;22;0
28;FALSE;FALSE;eas;3;3.81;2.96;0.71;15;NA;NA;278;45;1
29;FALSE;FALSE;mmas;1;3.18;4.21;0.59;51;NA;NA;NA;5;0
30;FALSE;FALSE;acs;3;0.68;9.21;0.1;99;0.21;NA;NA;28;1
31;FALSE;FALSE;eas;0;4.43;1.71;0.34;75;NA;NA;184;NA;NA
32;FALSE;FALSE;as;2;1.93;6.71;0.84;27;NA;NA;NA;16;0
33;FALSE;FALSE;mmas;1;2.17;3.11;0.98;44;NA;NA;NA;11;0
34;FALSE;FALSE;ras;3;4.67;8.11;0.48;92;NA;49;NA;34;1
35;FALSE;FALSE;eas;0;0.92;0.61;0.23;68;NA;NA;547;NA;NA
36;FALSE;FALSE;as;2;3.42;5.61;0.73;20;NA;NA;NA;23;0
37;FALSE;FALSE;as;0;4.04;6.86;0.61;32;NA;NA;NA;NA;NA
38;FALSE;FALSE;ras;2;1.54;1.86;0.11;80;NA;61;NA;6;0
39;FALSE;FALSE;mmas;3;0.29;4.36;0.85;8;NA;NA;NA;40;1
40;FALSE;FALSE;acs;1;2.79;9.36;0.36;56;0.82;NA;NA;17;0
41;FALSE;FALSE;acs;0;2.48;6.24;0.79;86;0.63;NA;NA;NA;NA
42;FALSE;FALSE;mmas;2;4.98;1.24;0.3;38;NA;NA;NA;32;0
43;FALSE;FALSE;eas;3;3.73;3.74;0.54;62;NA;NA;688;20;1
44;FALSE;FALSE;as;1;1.23;8.74;0.05;14;NA;NA;NA;43;0
45;FALSE;FALSE;as;3;1.85;9.99;0.17;50;NA;NA;NA;14;1
46;FALSE;FALSE;ras;1;4.35;4.99;0.67;98;NA;80;NA;37;0
47;FALSE;FALSE;acs;2;0.6;7.49;0.92;74;0.01;NA;NA;49;0
48;FALSE;FALSE;eas;0;3.1;2.49;0.42;26;NA;NA;407;NA;NA
49;FALSE;FALSE;ras;1;0.14;2.17;0.51;17;NA;96;NA;16;1
50;FALSE;FALSE;mmas;3;2.64;7.17;0.02;65;NA;NA;NA;39;0
51;FALSE;FALSE;as;0;1.39;4.67;0.27;89;NA;NA;NA;NA;NA
52;FALSE;FALSE;eas;2;3.89;9.67;0.76;41;NA;NA;430;27;1
53;FALSE;FALSE;as;2;0.76;3.42;0.39;53;NA;NA;NA;10;1
54;FALSE;FALSE;ras;0;3.26;8.42;0.88;5;NA;8;NA;NA;NA
55;FALSE;FALSE;eas;1;4.51;5.92;0.14;77;NA;NA;712;21;1
56;TRUE;FALSE;acs;3;2.01;0.92;0.64;29;0.54;NA;NA;44;0
57;FALSE;FALSE;acs;2;2.95;4.05;0.2;11;0.98;NA;NA;30;1
58;FALSE;FALSE;mmas;0;0.45;9.05;0.7;59;NA;NA;NA;NA;NA
59;FALSE;FALSE;ras;1;1.7;6.55;0.45;35;NA;90;NA;42;1
60;FALSE;FALSE;as;3;4.2;1.55;0.95;83;NA;NA;NA;19;0
61;FALSE;FALSE;ras;3;1.07;5.3;0.33;23;NA;27;NA;13;0
62;FALSE;FALSE;mmas;1;3.57;0.3;0.82;71;NA;NA;NA;36;1
63;FALSE;FALSE;eas;2;2.32;7.8;0.58;95;NA;NA;477;47;1
