EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;296;1639734666;2000-718.tsp;32776175
2;383;61358812;2000-923.tsp;32328414
3;55;1923946535;2000-202.tsp;32261142
4;274;1607570947;2000-637.tsp;32294500
5;308;1499902982;2000-730.tsp;32337027
6;279;1993288018;2000-701.tsp;32250666
7;227;731825984;2000-531.tsp;32486057
8;337;1698208933;2000-818.tsp;32623282
9;77;1224447129;2000-222.tsp;32579776
10;66;1468727838;2000-212.tsp;32453505
11;257;1330222166;2000-620.tsp;32436184
12;151;401444666;2000-37.tsp;32399928
13;176;82006428;2000-421.tsp;32679738
14;344;1536027288;2000-825.tsp;32245744
15;103;1377871593;2000-3.tsp;32524862
16;182;285784332;2000-427.tsp;32500691
17;352;1923192036;2000-833.tsp;32801772
18;134;1454920203;2000-328.tsp;32402193
19;197;1853477817;2000-501.tsp;32727270
20;42;1468551020;2000-137.tsp;32697757
21;159;1492475066;2000-404.tsp;32422683
22;108;579363152;2000-304.tsp;32538468
23;152;1931700288;2000-38.tsp;32173984
