INSTANCE;BEST
--competition 3 --problem 25 --dimensions 30;0.161688035417893
--competition 3 --problem 41 --dimensions 30;180.350057545316
--competition 3 --problem 31 --dimensions 30;83.5182136563334
--competition 3 --problem 21 --dimensions 30;15307.0172274794
--competition 3 --problem 46 --dimensions 30;500.332847296344
--competition 3 --problem 5 --dimensions 30;0.3845179246014
--competition 3 --problem 38 --dimensions 30;3.11399343705823
--competition 3 --problem 0 --dimensions 30;0.306044520859778
--competition 3 --problem 40 --dimensions 30;349.51563600863
--competition 3 --problem 11 --dimensions 30;46.4635802489204
--competition 3 --problem 4 --dimensions 30;0.215654563298031
--competition 3 --problem 14 --dimensions 30;68.8893005312813
--competition 3 --problem 20 --dimensions 30;14252.1970780264
--competition 3 --problem 37 --dimensions 30;49993.4460265801
--competition 3 --problem 7 --dimensions 30;2.25264945282164
--competition 3 --problem 34 --dimensions 30;6806.64081196766
--competition 3 --problem 18 --dimensions 30;143.021564787288
--competition 3 --problem 15 --dimensions 30;13.9211049906887
--competition 3 --problem 43 --dimensions 30;809.224949847411
--competition 3 --problem 47 --dimensions 30;856.385034976123
--competition 3 --problem 17 --dimensions 30;0.47434198629815
--competition 3 --problem 8 --dimensions 30;19.8806730915135
--competition 3 --problem 26 --dimensions 30;4.48324444001056
--competition 3 --problem 36 --dimensions 30;25.8205740548393
--competition 3 --problem 30 --dimensions 30;12.1225871898022
--competition 3 --problem 28 --dimensions 30;97.290328235139
--competition 3 --problem 29 --dimensions 30;2.7901875507105
--competition 3 --problem 3 --dimensions 30;32.9808500420154
--competition 3 --problem 13 --dimensions 30;20.6151725855722
--competition 3 --problem 27 --dimensions 30;63.1436795974611
--competition 3 --problem 16 --dimensions 30;0.020362871620764
--competition 3 --problem 45 --dimensions 30;810.848198199733
--competition 3 --problem 23 --dimensions 30;0.137444192250541
--competition 3 --problem 22 --dimensions 30;10.584116561434
--competition 3 --problem 32 --dimensions 30;36.1246410181014
--competition 3 --problem 35 --dimensions 30;28549.1258064126
--competition 3 --problem 49 --dimensions 30;264.281959086732
--competition 3 --problem 24 --dimensions 30;0.220193318569508
--competition 3 --problem 33 --dimensions 30;8.79681232598253
--competition 3 --problem 1 --dimensions 30;593951.784457862
--competition 3 --problem 2 --dimensions 30;466829.094081022
--competition 3 --problem 42 --dimensions 30;196.479705530363
--competition 3 --problem 39 --dimensions 30;5.89263277661501
--competition 3 --problem 10 --dimensions 30;19.7963117825568
--competition 3 --problem 6 --dimensions 30;3.21321553829243
--competition 3 --problem 19 --dimensions 30;38.8262439792608
--competition 3 --problem 48 --dimensions 30;534.367133830453
--competition 3 --problem 44 --dimensions 30;601.549757689025
--competition 3 --problem 12 --dimensions 30;1.09737782220866
--competition 3 --problem 9 --dimensions 30;8.46228001893886
