EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;119;1837910495;2000-314.tsp;32336475
2;28;373954250;2000-124.tsp;32469935
3;95;1188204775;2000-239.tsp;32664561
4;68;765356281;2000-214.tsp;32612028
5;325;1262051184;2000-806.tsp;32925948
6;226;1321059655;2000-530.tsp;32829281
7;321;844963387;2000-802.tsp;32920371
8;308;380972832;2000-730.tsp;32337027
9;108;718694983;2000-304.tsp;32538468
10;229;929950266;2000-533.tsp;32591564
11;329;1605214750;2000-810.tsp;32326824
12;277;1887655522;2000-640.tsp;32227501
13;112;953787958;2000-308.tsp;32467541
14;51;722703460;2000-19.tsp;32416801
15;359;2016667761;2000-840.tsp;32636306
16;349;1206328879;2000-830.tsp;32343075
17;169;1742039628;2000-414.tsp;32702125
