EXPERIMENT_ID;INSTANCE_ID;SEED;NAME;OPTIMUM
1;346;1849759295;2000-827.tsp;NA
2;106;1927977624;2000-302.tsp;NA
3;96;1500969891;2000-24.tsp;NA
4;214;1982869468;2000-518.tsp;NA
5;182;1307084120;2000-427.tsp;NA
6;70;662234402;2000-216.tsp;NA
7;359;334575659;2000-840.tsp;NA
8;129;1287369504;2000-323.tsp;NA
9;5;1733829229;2000-103.tsp;NA
10;374;2058184634;2000-914.tsp;NA
11;239;39269020;2000-602.tsp;NA
12;271;431466779;2000-634.tsp;NA
13;299;986900232;2000-721.tsp;NA
14;149;860969608;2000-35.tsp;NA
15;21;59878917;2000-118.tsp;NA
16;153;1383135437;2000-39.tsp;NA
17;52;512173648;2000-2.tsp;NA
18;343;240843375;2000-824.tsp;NA
19;9;1467264245;2000-107.tsp;NA
20;303;264242567;2000-725.tsp;NA
21;393;166116425;2000-933.tsp;NA
22;356;1318098196;2000-837.tsp;NA
23;187;216823204;2000-432.tsp;NA
24;193;2442702;2000-438.tsp;NA
